spectrum_id,adduct,precursor_mz,compound_name,key,scaffold_group
CCMSLIB00012253068,[M+H]1+,266.15,pyroxamide,PTJGLFIIZFVFJV,c1ccncc1
CCMSLIB00012253071,[M+H]1+,459.217,Avitriptan,WRZVGHXUPBWIOO,c1ccc2c(CCCN3CCN(c4ccncn4)CC3)c[nH]c2c1
CCMSLIB00012253076,[M+H]1+,459.217,Avitriptan,WRZVGHXUPBWIOO,c1ccc2c(CCCN3CCN(c4ccncn4)CC3)c[nH]c2c1
CCMSLIB00012253081,[M+H]1+,459.217,Avitriptan,WRZVGHXUPBWIOO,c1ccc2c(CCCN3CCN(c4ccncn4)CC3)c[nH]c2c1
CCMSLIB00012253088,[M+Na]1+,481.199,Avitriptan,WRZVGHXUPBWIOO,c1ccc2c(CCCN3CCN(c4ccncn4)CC3)c[nH]c2c1
CCMSLIB00012253093,[M+H]1+,268.104,zidovudine,HBOMLICNUCNMMY,O=c1ccn(C2CCCO2)c(=O)[nH]1
CCMSLIB00012253100,[M+H]1+,466.306,JDTic,ZLVXBBHTMQJRSX,O=C(NCCN1CCC(c2ccccc2)CC1)C1Cc2ccccc2CN1
CCMSLIB00012253104,[M+H]1+,466.306,JDTic,ZLVXBBHTMQJRSX,O=C(NCCN1CCC(c2ccccc2)CC1)C1Cc2ccccc2CN1
CCMSLIB00012253109,[M+Na]1+,301.073,sulfamethazine,ASWVTGNCAZCNNR,O=S(=O)(Nc1ncccn1)c1ccccc1
CCMSLIB00012253114,[M+H]1+,279.091,sulfamethazine,ASWVTGNCAZCNNR,O=S(=O)(Nc1ncccn1)c1ccccc1
CCMSLIB00012253119,[M+H]1+,574.215,Balamapimod,CVAKNHIXTWLGJO,c1c[nH]c(Sc2ccc(Nc3ccnc4cc(N5CCC(N6CCCC6)CC5)ccc34)cc2)n1
CCMSLIB00012253127,[M+H]1+,378.094,120165-51-7,IKIAJUVGDUYASS,c1ccc(CNc2nc3ccccc3s2)cc1
CCMSLIB00012253131,[M+H]1+,378.094,120165-51-7,IKIAJUVGDUYASS,c1ccc(CNc2nc3ccccc3s2)cc1
CCMSLIB00012253137,[M+H]1+,352.057,"""Cdk1 Inhibitor IV, RO-3306""",XOLMRFUGOINFDQ,O=C1N=C(NCc2cccs2)SC1=Cc1ccc2ncccc2c1
CCMSLIB00012253140,[M+H]1+,424.15,CHEMBL31094,RYAFHDHSVVCELZ,c1ccc2cc(-c3ncc[nH]3)ccc2c1
CCMSLIB00012253142,[M+H]1+,424.15,CHEMBL31094,RYAFHDHSVVCELZ,c1ccc2cc(-c3ncc[nH]3)ccc2c1
CCMSLIB00012253148,[M+H]1+,314.211,Fenalcomine,DOBLSWXRNYSVDC,c1ccc(CCNCCOc2ccccc2)cc1
CCMSLIB00012253154,[M+H]1+,314.211,Fenalcomine,DOBLSWXRNYSVDC,c1ccc(CCNCCOc2ccccc2)cc1
CCMSLIB00012253159,[M+H]1+,291.998,Tifenazoxide,KYSFUHHFTIGRJN,O=S1(=O)N=C(NC2CC2)Nc2ccsc21
CCMSLIB00012253165,[M+Na]1+,313.98,Tifenazoxide,KYSFUHHFTIGRJN,O=S1(=O)N=C(NC2CC2)Nc2ccsc21
CCMSLIB00012253171,[M+H]1+,309.0,"""6,6'-Dithiodinicotinic acid""",GSASOFRDSIKDSN,c1ccc(SSc2ccccn2)nc1
CCMSLIB00012253174,[M+H]1+,352.057,"""Cdk1 Inhibitor IV, RO-3306""",XOLMRFUGOINFDQ,O=C1N=C(NCc2cccs2)SC1=Cc1ccc2ncccc2c1
CCMSLIB00012253177,[M+H]1+,352.057,"""Cdk1 Inhibitor IV, RO-3306""",XOLMRFUGOINFDQ,O=C1N=C(NCc2cccs2)SC1=Cc1ccc2ncccc2c1
CCMSLIB00012253189,[M+H]1+,421.229,levocabastine,ZCGOMHNNNFPNMX,c1ccc(C2CCC(N3CCC(c4ccccc4)CC3)CC2)cc1
CCMSLIB00012253196,[M+NH3+H]1+,277.131,817204-33-4,NYPIRLYMDJMKGW,O=c1ncccn1C1CCCO1
CCMSLIB00012253212,[M+H]1+,292.206,PD162386,QMTVTICJRCJOFZ,C1=CC(c2ccccc2)(c2ccccc2)CC1
CCMSLIB00012253218,[M+H]1+,292.206,PD162386,QMTVTICJRCJOFZ,C1=CC(c2ccccc2)(c2ccccc2)CC1
CCMSLIB00012253223,[M+H]1+,335.036,Chlorsulfaquinoxaline,CTSNHMQGVWXIEG,O=S(=O)(Nc1cnc2ccccc2n1)c1ccccc1
CCMSLIB00012253229,[M+H]1+,362.142,Rilapine,UJCYUJOQBXHJFH,C=C1c2ccccc2C=C(N2CCNCC2)c2ccccc21
CCMSLIB00012253232,[M+H]1+,362.142,Rilapine,UJCYUJOQBXHJFH,C=C1c2ccccc2C=C(N2CCNCC2)c2ccccc21
CCMSLIB00012253238,[M+H]1+,282.112,indoprofen,RJMIEHBSYVWVIN,O=C1c2ccccc2CN1c1ccccc1
CCMSLIB00012253244,[M+NH3+H]1+,299.139,indoprofen,RJMIEHBSYVWVIN,O=C1c2ccccc2CN1c1ccccc1
CCMSLIB00012253249,[M+H]1+,367.126,RIDOGREL,GLLPUTYLZIKEGF,N=C(c1ccccc1)c1cccnc1
CCMSLIB00012253255,[M+H]1+,279.091,sulfamethazine,ASWVTGNCAZCNNR,O=S(=O)(Nc1ncccn1)c1ccccc1
CCMSLIB00012253258,[2M+H]1+,519.201,817204-33-4,NYPIRLYMDJMKGW,O=c1ncccn1C1CCCO1
CCMSLIB00012253264,[M+H]1+,519.201,BMS-983970,RANYIWAZSQWERN,O=C(CCCC1CC1)NC1N=C(c2ccccc2)c2ccccc2NC1=O
CCMSLIB00012253270,[2M+Na]1+,541.183,817204-33-4,NYPIRLYMDJMKGW,O=c1ncccn1C1CCCO1
CCMSLIB00012253276,[M+Na]1+,541.183,BMS-983970,RANYIWAZSQWERN,O=C(CCCC1CC1)NC1N=C(c2ccccc2)c2ccccc2NC1=O
CCMSLIB00012253279,[M+H]1+,310.109,BMS-538158,JLUPGSPHOGFEOB,O=C(C=C1OCOC1=O)NCc1ccccc1
CCMSLIB00012253284,[M+H]1+,367.126,RIDOGREL,GLLPUTYLZIKEGF,N=C(c1ccccc1)c1cccnc1
CCMSLIB00012253290,[M+H]1+,372.232,tamoxifen,NKANXQFJJICGDU,C(=C(c1ccccc1)c1ccccc1)c1ccccc1
CCMSLIB00012253296,[M+H]1+,372.232,tamoxifen,NKANXQFJJICGDU,C(=C(c1ccccc1)c1ccccc1)c1ccccc1
CCMSLIB00012253302,[M+H]1+,372.232,tamoxifen,NKANXQFJJICGDU,C(=C(c1ccccc1)c1ccccc1)c1ccccc1
CCMSLIB00012253305,[M+H]1+,297.058,disulfiram,AUZONCFQVSMFAP,__ACYCLIC__AUZONCFQVSMFAP
CCMSLIB00012253309,[M+Na]1+,319.04,disulfiram,AUZONCFQVSMFAP,__ACYCLIC__AUZONCFQVSMFAP
CCMSLIB00012253312,[M+NH3+H]1+,348.161,flurbiprofen axetil,ALIVXCSEERJYHU,c1ccc(-c2ccccc2)cc1
CCMSLIB00012253321,[M+Na]1+,389.108,RIDOGREL,GLLPUTYLZIKEGF,N=C(c1ccccc1)c1cccnc1
CCMSLIB00012253326,[M-H2O+H]1+,406.14,CHEMBL31094,RYAFHDHSVVCELZ,c1ccc2cc(-c3ncc[nH]3)ccc2c1
CCMSLIB00012253331,[M+H]1+,306.243,Flm-5011,OOXQDZTUGOJLHK,c1ccccc1
CCMSLIB00012253336,[M+H]1+,186.112,prima-1,RFBVBRVVOPAAFS,O=C1CN2CCC1CC2
CCMSLIB00012253342,[M-H2O+H]1+,168.102,prima-1,RFBVBRVVOPAAFS,O=C1CN2CCC1CC2
CCMSLIB00012253348,[M+H]1+,168.102,epinine,NGKZFDYBISXGGS,c1ccccc1
CCMSLIB00012253353,[M+Na]1+,282.131,Celgosivir,HTJGLYIJVSDQAE,C1CCN2CCCC2C1
CCMSLIB00012253359,[M+H]1+,260.149,Celgosivir,HTJGLYIJVSDQAE,C1CCN2CCCC2C1
CCMSLIB00012253364,[M+H]1+,260.149,Celgosivir,HTJGLYIJVSDQAE,C1CCN2CCCC2C1
CCMSLIB00012253368,[M+H]1+,266.125,PD161258,JORSSONYUIENHU,O=c1[nH]cnc2c1ncn2C1CCC1
CCMSLIB00012253374,[M+H]1+,266.125,PD161258,JORSSONYUIENHU,O=c1[nH]cnc2c1ncn2C1CCC1
CCMSLIB00012253380,[M+H]1+,191.118,Indantadol,MNLULKBKWKTZPE,c1ccc2c(c1)CCC2
CCMSLIB00012253386,[M+H]1+,191.118,Indantadol,MNLULKBKWKTZPE,c1ccc2c(c1)CCC2
CCMSLIB00012253392,[M+H]1+,250.18,O-Desmethyltramadol,UWJUQVWARXYRCG,c1ccc(C2CCCCC2)cc1
CCMSLIB00012253395,[M+H]1+,250.18,O-Desmethyltramadol,UWJUQVWARXYRCG,c1ccc(C2CCCCC2)cc1
CCMSLIB00012253401,[M+H]1+,230.092,Furonazide,GNDPAVKYAUIVEB,O=C(NN=Cc1ccco1)c1ccncc1
CCMSLIB00012253407,[M+H]1+,230.092,Furonazide,GNDPAVKYAUIVEB,O=C(NN=Cc1ccco1)c1ccncc1
CCMSLIB00012253412,[M+Na]1+,252.074,Furonazide,GNDPAVKYAUIVEB,O=C(NN=Cc1ccco1)c1ccncc1
CCMSLIB00012253418,[M+NH3+H]1+,203.139,prima-1,RFBVBRVVOPAAFS,O=C1CN2CCC1CC2
CCMSLIB00012253434,[M+H]1+,293.105,LORTALAMINE,MJRPHRMGEKCADU,O=C1CC2c3ccccc3OC3(CCNCC23)N1
CCMSLIB00012253439,[M+H]1+,230.092,Furonazide,GNDPAVKYAUIVEB,O=C(NN=Cc1ccco1)c1ccncc1
CCMSLIB00012253445,[M+H]1+,399.152,FURSULTIAMINE,JTLXCMOFVBXEKD,C(=CSSCC1CCCO1)NCc1cncnc1
CCMSLIB00012253451,[M+H]1+,399.152,FURSULTIAMINE,JTLXCMOFVBXEKD,C(=CSSCC1CCCO1)NCc1cncnc1
CCMSLIB00012253457,[M+Na]1+,421.134,FURSULTIAMINE,JTLXCMOFVBXEKD,C(=CSSCC1CCCO1)NCc1cncnc1
CCMSLIB00012253462,[M+Na]1+,421.134,FURSULTIAMINE,JTLXCMOFVBXEKD,C(=CSSCC1CCCO1)NCc1cncnc1
CCMSLIB00012253466,[M+H]1+,242.129,KC-764,BFMVKIDQHVILRR,O=C(c1cnn2ccccc12)C1C=NCCC1
CCMSLIB00012253470,[M+H]1+,242.129,KC-764,BFMVKIDQHVILRR,O=C(c1cnn2ccccc12)C1C=NCCC1
CCMSLIB00012253472,[2M+H]1+,483.25,KC-764,BFMVKIDQHVILRR,O=C(c1cnn2ccccc12)C1C=NCCC1
CCMSLIB00012253476,[M+H]1+,241.061,Doqualast,HMZDSBSMNLBGIW,O=c1c2ccccc2nc2ccccn12
CCMSLIB00012253487,[M+H]1+,304.202,SCHEMBL5723477,HTHYHKLEFHPLHL,O=C1NCCCN1CCCNCC1CCc2ccccc2O1
CCMSLIB00012253491,[M+H]1+,187.123,DETOMIDINE,RHDJRPPFURBGLQ,c1ccc(Cc2c[nH]cn2)cc1
CCMSLIB00012253495,[M+H]1+,277.118,Dup-721,POXUJOYUVLWPQN,O=C1OCCN1c1ccccc1
CCMSLIB00012253499,[M+NH3+H]1+,294.145,Dup-721,POXUJOYUVLWPQN,O=C1OCCN1c1ccccc1
CCMSLIB00012253503,[M+H]1+,298.081,skf-86002,YOELZIQOLWZLQC,c1ccc(-c2nc3n(c2-c2ccncc2)CCS3)cc1
CCMSLIB00012253507,[M+H]1+,298.081,skf-86002,YOELZIQOLWZLQC,c1ccc(-c2nc3n(c2-c2ccncc2)CCS3)cc1
CCMSLIB00012253513,[M+H]1+,296.186,ESMOLOL,AQNDDEOPVVGCPG,c1ccccc1
CCMSLIB00012253518,[M+Na]1+,318.168,ESMOLOL,AQNDDEOPVVGCPG,c1ccccc1
CCMSLIB00012253523,[M+H]1+,302.175,Solpecainol,DQAFKLGCFBLEOM,c1ccc(CCNCCOc2ccccc2)cc1
CCMSLIB00012253529,[M+H]1+,219.149,Fenoxazoline,GFYSWQDCHLWRMQ,c1ccc(OCC2=NCCN2)cc1
CCMSLIB00012253533,[M+H]1+,219.149,Fenoxazoline,GFYSWQDCHLWRMQ,c1ccc(OCC2=NCCN2)cc1
CCMSLIB00012253537,[M-H2O+H]1+,284.165,Solpecainol,DQAFKLGCFBLEOM,c1ccc(CCNCCOc2ccccc2)cc1
CCMSLIB00012253541,[M+H]1+,302.175,Solpecainol,DQAFKLGCFBLEOM,c1ccc(CCNCCOc2ccccc2)cc1
CCMSLIB00012253546,[M+H]1+,302.175,Solpecainol,DQAFKLGCFBLEOM,c1ccc(CCNCCOc2ccccc2)cc1
CCMSLIB00012253551,[M+H]1+,261.098,BENZNIDAZOLE,CULUWZNBISUWAS,O=C(Cn1ccnc1)NCc1ccccc1
CCMSLIB00012253555,[M+H]1+,264.05,Miloxacin,ABQYZRZVRIPTPI,O=c1cc[nH]c2cc3c(cc12)OCO3
CCMSLIB00012253559,[M+H]1+,264.05,Miloxacin,ABQYZRZVRIPTPI,O=c1cc[nH]c2cc3c(cc12)OCO3
CCMSLIB00012253563,[M+H]1+,279.182,Nosantine,RSMDQPNZAPMDJC,O=c1[nH]cnc2[nH]cnc12
CCMSLIB00012253570,[M+NH3+H]1+,606.218,etoposide,VJJPUSNTGOMMGY,O=C1OCC2C(OC3CCC4OCOCC4O3)c3cc4c(cc3C(c3ccccc3)C12)OCO4
CCMSLIB00012253574,[M+Na]1+,611.174,etoposide,VJJPUSNTGOMMGY,O=C1OCC2C(OC3CCC4OCOCC4O3)c3cc4c(cc3C(c3ccccc3)C12)OCO4
CCMSLIB00012253579,[M+H]1+,405.275,ELIGLUSTAT,FJZZPCZKBUKGGU,c1cc2c(cc1CCCN1CCCC1)OCCO2
CCMSLIB00012253584,[M+H]1+,274.107,662154-28-1,ZUJFOJPVRRGGKE,c1ccc(-n2cccc2)cc1
CCMSLIB00012253589,[M+H]1+,405.275,ELIGLUSTAT,FJZZPCZKBUKGGU,c1cc2c(cc1CCCN1CCCC1)OCCO2
CCMSLIB00012253593,[M+H]1+,324.196,piperidolate,KTHVBAZBLKXIHZ,O=C(OC1CCCNC1)C(c1ccccc1)c1ccccc1
CCMSLIB00012253597,[M+H]1+,324.196,piperidolate,KTHVBAZBLKXIHZ,O=C(OC1CCCNC1)C(c1ccccc1)c1ccccc1
CCMSLIB00012253601,[M+H]1+,274.155,Mavacamten,RLCLASQCAPXVLM,O=c1cc(NCc2ccccc2)[nH]c(=O)[nH]1
CCMSLIB00012253605,[M+H]1+,274.155,Mavacamten,RLCLASQCAPXVLM,O=c1cc(NCc2ccccc2)[nH]c(=O)[nH]1
CCMSLIB00012253609,[M+Na]1+,296.137,Mavacamten,RLCLASQCAPXVLM,O=c1cc(NCc2ccccc2)[nH]c(=O)[nH]1
CCMSLIB00012253612,[M+H]1+,296.147,Pizotifen,FIADGNVRKBPQEU,c1ccc2c(c1)CCc1sccc1C2=C1CCNCC1
CCMSLIB00012253616,[M+H]1+,296.147,Pizotifen,FIADGNVRKBPQEU,c1ccc2c(c1)CCc1sccc1C2=C1CCNCC1
CCMSLIB00012253620,[M+Na]1+,569.321,Anamorelin,VQPFSIRUEPQQPP,O=C(CCc1c[nH]c2ccccc12)N1CCCC(Cc2ccccc2)C1
CCMSLIB00012253624,[M+H]1+,547.339,Anamorelin,VQPFSIRUEPQQPP,O=C(CCc1c[nH]c2ccccc12)N1CCCC(Cc2ccccc2)C1
CCMSLIB00012253629,[2M+Na]1+,1115.65,Anamorelin,VQPFSIRUEPQQPP,O=C(CCc1c[nH]c2ccccc12)N1CCCC(Cc2ccccc2)C1
CCMSLIB00012253637,[M-2H2O+H]1+,213.127,parthenolide,KTEXNACQROZXEV,C=C1C(=O)OC2C1CCC=CCCC1OC12
CCMSLIB00012253641,[M-H2O+H]1+,231.138,parthenolide,KTEXNACQROZXEV,C=C1C(=O)OC2C1CCC=CCCC1OC12
CCMSLIB00012253646,[M-H2O+H]1+,231.138,parthenolide,KTEXNACQROZXEV,C=C1C(=O)OC2C1CCC=CCCC1OC12
CCMSLIB00012253651,[M+H]1+,249.149,parthenolide,KTEXNACQROZXEV,C=C1C(=O)OC2C1CCC=CCCC1OC12
CCMSLIB00012253655,[M+NH3+H]1+,266.175,parthenolide,KTEXNACQROZXEV,C=C1C(=O)OC2C1CCC=CCCC1OC12
CCMSLIB00012253658,[M+Na]1+,271.13,parthenolide,KTEXNACQROZXEV,C=C1C(=O)OC2C1CCC=CCCC1OC12
CCMSLIB00012253662,[M+Na]1+,311.115,Difenpiramide,PWHROYKAGRUWDQ,O=C(Cc1ccc(-c2ccccc2)cc1)Nc1ccccn1
CCMSLIB00012253666,[M+H]1+,289.134,Difenpiramide,PWHROYKAGRUWDQ,O=C(Cc1ccc(-c2ccccc2)cc1)Nc1ccccn1
CCMSLIB00012253674,[M+NH3+H]1+,280.191,Homosalate,WSSJONWNBBTCMG,O=C(OC1CCCCC1)c1ccccc1
CCMSLIB00012253679,[M+H]1+,316.11,PD160574,HAHLHNVHJIYOMW,O=C(Nc1ccccc1)c1ccccc1
CCMSLIB00012253683,[2M+NH3+H]1+,454.318,Fenoxazoline,GFYSWQDCHLWRMQ,c1ccc(OCC2=NCCN2)cc1
CCMSLIB00012253690,[M+H]1+,338.211,PD162918,NJCFDSUCZPOOMQ,O=C(Oc1ccc(C2CCCCC2)cc1)c1ccncc1
CCMSLIB00012253695,[M+H]1+,240.159,isoetharine,HUYWAWARQUIQLE,c1ccccc1
CCMSLIB00012253699,[M+H]1+,240.159,isoetharine,HUYWAWARQUIQLE,c1ccccc1
CCMSLIB00012253703,[M+H]1+,249.196,Matrine,ZSBXGIUJOOQZMP,O=C1CCCC2C3CCCN4CCCC(CN12)C34
CCMSLIB00012253706,[M+H]1+,249.196,Matrine,ZSBXGIUJOOQZMP,O=C1CCCC2C3CCCN4CCCC(CN12)C34
CCMSLIB00012253708,[M-H2O+H]1+,222.149,isoetharine,HUYWAWARQUIQLE,c1ccccc1
CCMSLIB00012253713,[M-H2O+H]1+,222.149,isoetharine,HUYWAWARQUIQLE,c1ccccc1
CCMSLIB00012253718,[M+H]1+,240.159,isoetharine,HUYWAWARQUIQLE,c1ccccc1
CCMSLIB00012253724,[M+H]1+,240.159,isoetharine,HUYWAWARQUIQLE,c1ccccc1
CCMSLIB00012253728,[M+H]1+,152.071,3-Acetamidophenol,QLNWXBAGRTUKKI,c1ccccc1
CCMSLIB00012253738,[M+H]1+,430.245,Melagatran,DKWNMCUOEDMMIN,O=C(NCc1ccccc1)C1CCN1C(=O)CC1CCCCC1
CCMSLIB00012253743,[M+H]1+,430.245,Melagatran,DKWNMCUOEDMMIN,O=C(NCc1ccccc1)C1CCN1C(=O)CC1CCCCC1
CCMSLIB00012253747,[M+H]1+,223.1,homoepibatidine,GDSORCYTZJIZHU,c1cncc(C2CC3CCCC2N3)c1
CCMSLIB00012253757,[M-H2O+H]1+,222.149,isoetharine,HUYWAWARQUIQLE,c1ccccc1
CCMSLIB00012253762,[M+H]1+,199.046,nitrofurazone,IAIWVQXQOWNYOU,c1ccoc1
CCMSLIB00012253767,[M+H]1+,224.165,Tropigline,UVHGSMZRSVGWDJ,C1CC2CCC(C1)N2
CCMSLIB00012253772,[M+H]1+,192.102,Idrocilamide,OSCTXCOERRNGLW,c1ccccc1
CCMSLIB00012253776,[M+NH3+H]1+,216.073,nitrofurazone,IAIWVQXQOWNYOU,c1ccoc1
CCMSLIB00012253781,[M+H]1+,268.177,127390-77-6,NERMEVBNTXXDNG,c1ncnc(N2CCOCC2)n1
CCMSLIB00012253786,[M+H]1+,268.177,127390-77-6,NERMEVBNTXXDNG,c1ncnc(N2CCOCC2)n1
CCMSLIB00012253791,[M+H]1+,224.165,Tropigline,UVHGSMZRSVGWDJ,C1CC2CCC(C1)N2
CCMSLIB00012253796,[M+H]1+,224.165,Tropigline,UVHGSMZRSVGWDJ,C1CC2CCC(C1)N2
CCMSLIB00012253801,[M+H]1+,653.208,Hidrosmin,XYFLWVOTXWXNAM,O=c1cc(-c2ccccc2)oc2cc(OC3CCCC(COC4CCCCO4)O3)ccc12
CCMSLIB00012253806,[M+Na]1+,675.19,Hidrosmin,XYFLWVOTXWXNAM,O=c1cc(-c2ccccc2)oc2cc(OC3CCCC(COC4CCCCO4)O3)ccc12
CCMSLIB00012253809,[M+H]1+,532.254,harringtonine,HAVJATCHLFRDHY,C1=CC23CCCN2CCc2cc4c(cc2C3C1)OCO4
CCMSLIB00012253814,[M+H]1+,336.174,Almotriptan,WKEMJKQOLOHJLZ,O=S(=O)(Cc1ccc2[nH]ccc2c1)N1CCCC1
CCMSLIB00012253819,[M+Na]1+,358.156,Almotriptan,WKEMJKQOLOHJLZ,O=S(=O)(Cc1ccc2[nH]ccc2c1)N1CCCC1
CCMSLIB00012253824,[M+H]1+,386.066,3MU7EQ8FN4,CPQCBGMVDITBNW,O=S1(=O)NC(=NCCSCc2ccco2)c2cscc21
CCMSLIB00012253829,[M+H]1+,332.164,SCHEMBL9749811,ZDAMCEAKEURWAQ,c1cnsn1
CCMSLIB00012253834,[M+H]1+,332.164,SCHEMBL9749811,ZDAMCEAKEURWAQ,c1cnsn1
CCMSLIB00012253839,[M+Na]1+,354.146,SCHEMBL9749811,ZDAMCEAKEURWAQ,c1cnsn1
CCMSLIB00012253844,[M+H]1+,502.164,291533-11-4,JAYVKNDQKXUNOJ,O=C(Nc1ccc(S(=O)(=O)NCCC#CCN2CCOCC2)cc1)c1ccccc1
CCMSLIB00012253848,[M+H]1+,184.072,127692-13-1,AEKVVFWCBKEYSC,c1cn2c(n1)OCC2
CCMSLIB00012253853,[M+H]1+,400.202,MK-7622,JUVQLZBJFOGEEO,O=c1c2cc(Cc3cccnc3)c3ccccc3c2ncn1C1CCCCC1
CCMSLIB00012253856,[M+H]1+,370.26,Adatanserin,HPFLVTSWRFCPCV,O=C(NCCN1CCN(c2ncccn2)CC1)C12CC3CC(CC(C3)C1)C2
CCMSLIB00012253859,[M+H]1+,370.26,Adatanserin,HPFLVTSWRFCPCV,O=C(NCCN1CCN(c2ncccn2)CC1)C12CC3CC(CC(C3)C1)C2
CCMSLIB00012253863,[M+H]1+,400.234,SCHEMBL7794483,IKQVBHDWLBYMGG,O=C(C1CCCCC1)N1CCN(c2ncc3ccccc3n2)CC1
CCMSLIB00012253866,[M+H]1+,400.234,SCHEMBL7794483,IKQVBHDWLBYMGG,O=C(C1CCCCC1)N1CCN(c2ncc3ccccc3n2)CC1
CCMSLIB00012253870,[M+H]1+,354.067,PD163166,BAJWLXGRNINICH,O=C(Cn1c(=O)sc2ccccc21)N1CCCCC1
CCMSLIB00012253879,[M+NH3+H]1+,1157.55,IODIPAMIDE,FFINMCNLQNTKLU,O=C(CCCCC(=O)Nc1ccccc1)Nc1ccccc1
CCMSLIB00012253883,[M+H]1+,296.151,Win 58237,GODZWYONGRENHA,O=c1nc(-c2ccncc2)[nH]c2c1cnn2C1CCCC1
CCMSLIB00012253887,[M+H]1+,365.095,NC-2100,FGLPMTGISWICPB,O=c1[nH]cc(Cc2cnc3cc(OCc4ccccc4)ccc3c2)s1
CCMSLIB00012253892,[M+H]1+,471.282,PF-00446687,WHPJOAUPIZDJNX,O=C(C1CNCC1c1ccccc1)N1CCC(c2ccccc2)CC1
CCMSLIB00012253896,[M+H]1+,400.234,SCHEMBL7794483,IKQVBHDWLBYMGG,O=C(C1CCCCC1)N1CCN(c2ncc3ccccc3n2)CC1
CCMSLIB00012253900,[M+H]1+,284.147,TEDATIOXETINE,CVASBKDYSQKLSO,c1ccc(Sc2ccccc2C2CCNCC2)cc1
CCMSLIB00012253904,[M+H]1+,284.147,TEDATIOXETINE,CVASBKDYSQKLSO,c1ccc(Sc2ccccc2C2CCNCC2)cc1
CCMSLIB00012253913,[M+H]1+,400.234,SCHEMBL7794483,IKQVBHDWLBYMGG,O=C(C1CCCCC1)N1CCN(c2ncc3ccccc3n2)CC1
CCMSLIB00012253917,[M+H]1+,554.25,PD162421,PDXOTQAXHSXFFD,O=C(OCCCCNCCCOc1ccccc1)C1C=NC=CC1c1ccccc1
CCMSLIB00012253921,[M+Na]1+,576.232,PD162421,PDXOTQAXHSXFFD,O=C(OCCCCNCCCOc1ccccc1)C1C=NC=CC1c1ccccc1
CCMSLIB00012253925,[M+H]1+,492.193,PD160796,QIHXEPQNCBQMDR,O=C(NCCCCN1CCN(c2csc3ccccc23)CC1)c1ccccc1
CCMSLIB00012253929,[M+H]1+,496.259,0,BAAOYUCDQRXYAP,O=C(Nc1ccc(CCN2CCC(c3ccccc3)CC2)cc1)c1cc2ccccc2[nH]1
CCMSLIB00012253934,[M+H]1+,361.237,Resocortol,HZWXISQXZYSJQB,O=C1CCC2C(=CCC3C4CCCC4CCC23)C1
CCMSLIB00012253938,[M+H]1+,496.259,0,BAAOYUCDQRXYAP,O=C(Nc1ccc(CCN2CCC(c3ccccc3)CC2)cc1)c1cc2ccccc2[nH]1
CCMSLIB00012253946,[M+H]1+,453.208,Flumethasone 21-acetate,ISSQQUKLQJHHOR,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21
CCMSLIB00012253950,[M+H]1+,389.185,purvalanol A,PMXCMJLOPOFPBT,c1ccc(Nc2ncnc3[nH]cnc23)cc1
CCMSLIB00012253954,[M+H]1+,371.151,Brivanib,WCWUXEGQKLTGDX,c1cc2c(Oc3ccc4[nH]ccc4c3)ncnn2c1
CCMSLIB00012253958,[M+H]1+,348.126,65492-83-3,UTNZJYLQOHPHTQ,O=S(=O)(c1ccccc1)N1CCc2ccccc2C1
CCMSLIB00012253961,[M+H]1+,494.197,MK-4101,HKJOIWLYDJCTQR,c1ccc(-c2nnc(C34CCC(c5noc(C6CCC6)n5)(CC3)CC4)[nH]2)cc1
CCMSLIB00012253964,[M+H]1+,365.124,Zidometacin,DCXHLPGLBYHNMU,O=C(c1ccccc1)n1ccc2ccccc21
CCMSLIB00012253968,[M+H]1+,343.101,flutoprazepam,OFVXPDXXVSGEPX,O=C1CN=C(c2ccccc2)c2ccccc2N1CC1CC1
CCMSLIB00012253973,[M+H]1+,343.101,flutoprazepam,OFVXPDXXVSGEPX,O=C1CN=C(c2ccccc2)c2ccccc2N1CC1CC1
CCMSLIB00012253975,[M+H]1+,483.167,Crinecerfont,IEAKXXNRGSLYTQ,c1ccc(-c2csc(NC(CC3CC3)c3ccccc3)n2)cc1
CCMSLIB00012253976,[M-2H2O+NH3+H]1+,483.17,291533-11-4,JAYVKNDQKXUNOJ,O=C(Nc1ccc(S(=O)(=O)NCCC#CCN2CCOCC2)cc1)c1ccccc1
CCMSLIB00012253980,[M+H]1+,443.076,YM-16638,RRUNJEUMTFLLDY,c1ccc(OCCCSc2nncs2)cc1
CCMSLIB00012253985,[M+H]1+,343.101,flutoprazepam,OFVXPDXXVSGEPX,O=C1CN=C(c2ccccc2)c2ccccc2N1CC1CC1
CCMSLIB00012253994,[M+H]1+,597.102,PD163057,FMVGFCPRRRRWRP,O=S(=O)(Nc1ccccc1Oc1ccccc1)c1ccccc1
CCMSLIB00012253998,[M+Na]1+,619.084,PD163057,FMVGFCPRRRRWRP,O=S(=O)(Nc1ccccc1Oc1ccccc1)c1ccccc1
CCMSLIB00012253999,[M+NH3+H]1+,614.129,PD163057,FMVGFCPRRRRWRP,O=S(=O)(Nc1ccccc1Oc1ccccc1)c1ccccc1
