precursorID,name,drug_group,drug_class,formula_db,mono_mass_db,parent_id,smiles_db,key,raw_key14,scaffold_group,n_fragments_raw,parent_formal_charge,parent_mono_mass,mh_mz,elements,mw_subject_name,in_mw_subjects,hilicpos_raw_files,hilicpos_0hr_raw_files,c18pos_raw_files,feature_lists_aligned,db_MH_feature_modes,db_MH_in_hilicpos,db_MH_in_any_pos,in_msg15_recorded_all,in_msg15_parent_all,in_msg15_recorded_train,in_msg15_parent_train,in_msg15_simchallenge_recorded_all,in_muru_registry,in_muru_registry_direct,in_muru_exposed_union,in_study2_pop,in_comparator_pop,in_msnlib_v1_4lib,in_msnlib_9lib,in_muru_exposed_populations,in_muru_dev_population,in_msg15_parent_simchallenge,in_msg15_orbitrap_MH_parent,scaffold_in_muru_exposed_populations,scaffold_in_muru_registry,scaffold_in_study2_pop,scaffold_in_comparator_pop,scaffold_in_msg15_all,name_checked,name_resolved,name_key_matches_db,name_route_in_msg15,name_keys
PM0000178,Butamben,Central nervous system,anesthetic (local),C11H15NO2,193.1102787,2482,CCCCOC(=O)C1=CC=C(C=C1)N,IUWVALYLNVXWKX,IUWVALYLNVXWKX,c1ccccc1,1,0,193.11027872,194.117555187,C;N;O,,False,0,0,0,True,,False,False,False,False,False,False,False,True,True,True,False,False,True,True,False,False,False,False,True,True,False,False,True,True,True,True,False,IUWVALYLNVXWKX
PM0000179,Caffeine,Central nervous system,CNS stimulant,C8H10N4O2,194.0803756,2519,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,RYYVLZVUVIJVGH,RYYVLZVUVIJVGH,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,1,0,194.08037556,195.087652027,C;N;O,,False,0,0,0,True,c18pos;hilicpos,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,False,True,False,,,,
PM0000180,Camphor,Antimicrobial,analgesic,C10H16O,152.1201151,2537,CC1(C2CCC1(C(=O)C2)C)C,DSSYKIVIOFKYAU,DSSYKIVIOFKYAU,O=C1CC2CCC1C2,1,0,152.120115132,153.127391599,C;O,,False,0,0,0,True,,False,False,True,True,True,True,False,True,True,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,,,,
PM0000181,Camylofine,Central nervous system,Anticholinergic,C19H32N2O2,320.2463783,5902,CCN(CC)CCNC(C1=CC=CC=C1)C(=O)OCCC(C)C,RYOOHIUJEJZCFT,RYOOHIUJEJZCFT,c1ccccc1,1,0,320.246378264,321.253654731,C;N;O,,False,0,0,0,True,hilicpos,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,RYOOHIUJEJZCFT
PM0000182,Candesartan,Cardiovascular,Anti-hypertensive,C24H20N6O3,440.1596885,2541,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O,HTQMVQVXFRQIKW,HTQMVQVXFRQIKW,c1ccc(-c2nn[nH]n2)c(-c2ccc(Cn3cnc4ccccc43)cc2)c1,1,0,440.1596885,441.166964967,C;N;O,Candesartan,True,4,2,0,True,hilicpos,True,True,True,True,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,False,True,False,,,,
PM0000183,Candesartan cilextil,Cardiovascular,angiotensin 1 receptor antagonist,C33H34N6O6,610.2539829,2540,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)OC(C)OC(=O)OC6CCCCC6,GHOSNRCGJFBJIB,GHOSNRCGJFBJIB,O=C(OCOC(=O)c1cccc2ncn(Cc3ccc(-c4ccccc4-c4nn[nH]n4)cc3)c12)OC1CCCCC1,1,0,610.253982808,611.261259275,C;N;O,Candesartan cilextil,True,4,2,0,True,hilicpos,True,True,True,True,False,False,True,True,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,,,,
PM0000185,Canrenone,Endocrine and metabolic,aldosterone antagonist,C22H28O3,340.2038448,13789,CC12CCC(=O)C=C1C=CC3C2CCC4(C3CCC45CCC(=O)O5)C,UJVLDDZCTMKXJK,UJVLDDZCTMKXJK,O=C1C=C2C=CC3C(CCC4C3CCC43CCC(=O)O3)C2CC1,1,0,340.20384475599997,341.21112122299996,C;O,Canrenone,True,4,2,0,True,hilicpos,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,,,,
PM0000186,Capecitabine,Antiinflammatory and Immunomodulatory,Antineoplastic,C15H22FN3O6,359.1492637,60953,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)C2C(C(C(O2)C)O)O,GAGWJHPBXLXJQN,GAGWJHPBXLXJQN,O=c1ncccn1C1CCCO1,1,0,359.1492636439999,360.1565401109999,C;F;N;O,Capecitabine,True,4,2,0,True,hilicpos,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,,,,
PM0000187,Capobenic,Cardiovascular,Anti-arrhythmic,C16H23NO6,325.1525375,30627,COC1=CC(=CC(=C1OC)OC)C(=O)NCCCCCC(=O)O,MPTXLVRHYGBOQY,MPTXLVRHYGBOQY,c1ccccc1,1,0,325.15253745599995,326.15981392299994,C;N;O,Capobenic,True,4,2,0,True,hilicpos,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,,False,
PM0000188,Capsaicin,Central nervous system,analgesic (topical),C18H27NO3,305.1990937,1548943,CC(C)C=CCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,YKPUWZUDDOIDPM,YKPUWZUDDOIDPM,c1ccccc1,1,0,305.199093724,306.206370191,C;N;O,,False,0,0,0,True,c18pos;hilicpos,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,True,True,False,False,True,False,,,,
PM0000189,Carazolol,Cardiovascular,beta-blocker,C18H22N2O2,298.168128,71739,CC(C)NCC(COC1=CC=CC2=C1C3=CC=CC=C3N2)O,BQXQGZPYHWWCEB,BQXQGZPYHWWCEB,c1ccc2c(c1)[nH]c1ccccc12,1,0,298.168127944,299.175404411,C;N;O,Carazolol,True,4,2,0,True,hilicpos,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,False,True,True,False,False,True,False,,,,
PM0000190,Carbadox,Antimicrobial,Anti-bacterial,C11H10N4O4,262.0702,5353472,COC(=O)N=NC=C1C=[N+](C2=CC=CC=C2N1O)[O-],BPMVRAQIQQEBLN,BPMVRAQIQQEBLN,C=C1C=[NH+]c2ccccc2N1,1,0,262.0702048,263.077481267,C;N;O,Carbadox,True,4,2,0,True,hilicpos,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,OVGGLBAWFMIPPY
PM0000191,Carbamazepine,Central nervous system,analgesic,C15H12N2O,236.094963,2554,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,FFGPTBGBLSHEPO,FFGPTBGBLSHEPO,C1=Cc2ccccc2Nc2ccccc21,1,0,236.094963004,237.102239471,C;N;O,,False,0,0,0,True,c18pos;hilicpos,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,False,True,False,,,,
PM0000192,Carbarsone,Antimicrobial,Antiamebic,C7H9AsN2O4,259.9778282,8480,C1=CC(=CC=C1NC(=O)N)[As](=O)(O)O,WWXBHTZSYYGCSG,WWXBHTZSYYGCSG,c1ccccc1,1,0,259.977828268,260.985104735,As;C;N;O,,False,0,0,0,True,hilicpos,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,WWXBHTZSYYGCSG
PM0000193,Carbastat,Others,cholinergic,C6H15N2O2+,147.1128042,2551,C[N+](C)(C)CCOC(=O)N,VPJXQGSRWJZDOB,VPJXQGSRWJZDOB,__ACYCLIC__VPJXQGSRWJZDOB,1,1,147.11280414009,,C;N;O,,False,0,0,0,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,AIXAANGOTKPUOY;VPJXQGSRWJZDOB
PM0000194,Carbenicillin,Antimicrobial,Antibacterial,C17H18N2O6S,378.088557,20824,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)O)C(=O)O)C,FPPNZSSZRUTDAP,FPPNZSSZRUTDAP,O=C(Cc1ccccc1)NC1C(=O)N2CCSC12,1,0,378.0885572959999,379.0958337629999,C;N;O;S,,False,0,0,0,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,FPPNZSSZRUTDAP
PM0000195,Carbenoxolone,Antiinflammatory and Immunomodulatory,Antiinflammatory,C34H50O7,570.355654,636403,CC1(C2CCC3(C(C2(CCC1OC(=O)CCC(=O)O)C)C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C,OBZHEBDUNPOCJG,OBZHEBDUNPOCJG,O=C1C=C2C3CCCCC3CCC2C2CCC3CCCCC3C12,1,0,570.3556539399999,571.3629304069999,C;O,,False,0,0,0,True,hilicpos,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,,,,
PM0000196,Carbidopa,Central nervous system,decarboxylase inhibitor,C10H14N2O4,226.0953569,34359,CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)NN,TZFNLOMSOLWIDK,TZFNLOMSOLWIDK,c1ccccc1,1,0,226.095356928,227.102633395,C;N;O,,False,0,0,0,True,,False,False,True,True,True,True,False,True,True,True,False,False,True,True,False,False,False,True,True,True,False,False,True,False,,,,
PM0000197,Carbimazole,Endocrine and metabolic,Antithyroid,C7H10N2O2S,186.0462983,31072,CCOC(=O)N1C=CN(C1=S)C,CFOYWRHIYXMDOT,CFOYWRHIYXMDOT,S=c1[nH]cc[nH]1,1,0,186.04629856,187.053575027,C;N;O;S,Carbimazole,True,4,2,0,True,,False,False,True,True,True,True,True,True,True,True,False,False,True,True,True,False,True,True,True,True,False,False,True,False,,,,
PM0000198,Carbinoxamine,Antiinflammatory and Immunomodulatory,Antihistaminic,C16H19ClN2O,290.118591,2564,CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,OJFSXZCBGQGRNV,OJFSXZCBGQGRNV,c1ccc(Cc2ccccn2)cc1,1,0,290.11859090800004,291.12586737500004,C;Cl;N;O,,False,0,0,0,True,c18pos;hilicpos,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,,,,
PM0000199,Carglumic acid,Others,carbamylphosphate synthetase activator,C6H10N2O5,190.0589714,121396,C(CC(=O)O)C(C(=O)O)NC(=O)N,LCQLHJZYVOQKHU,LCQLHJZYVOQKHU,__ACYCLIC__LCQLHJZYVOQKHU,1,0,190.05897142,191.066247887,C;N;O,Carglumic acid,True,4,2,0,True,hilicpos,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,,,,
PM0000200,Carisoprofol,Musculoskeletal,muscle relaxant (skeletal),C12H24N2O4,260.1736073,2576,CCCC(C)(COC(=O)N)COC(=O)NC(C)C,OFZCIYFFPZCNJE,OFZCIYFFPZCNJE,__ACYCLIC__OFZCIYFFPZCNJE,1,0,260.173607248,261.180883715,C;N;O,,False,0,0,0,True,c18pos;hilicpos,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,,,,
PM0000201,Carnitine,Endocrine and metabolic,Antihyperlipoproteinemic,C7H16NO3+,162.1124698,85,C[N+](C)(C)CC(CC(=O)O)O,PHIQHXFUZVPYII,PHIQHXFUZVPYII,__ACYCLIC__PHIQHXFUZVPYII,1,1,162.11246979209,,C;N;O,Carnitine,True,4,2,0,True,,False,False,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,,,,
PM0000202,Carprofen,Antiinflammatory and Immunomodulatory,Antiinflammatory,C15H12ClNO2,273.0556563,2581,CC(C1=CC2=C(C=C1)C3=C(N2)C=CC(=C3)Cl)C(=O)O,PUXBGTOOZJQSKH,PUXBGTOOZJQSKH,c1ccc2c(c1)[nH]c1ccccc12,1,0,273.05565630399997,274.06293277099996,C;Cl;N;O,Carprofen,True,4,2,0,True,,False,False,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,False,True,True,False,False,True,False,,,,
PM0000203,Carsalam,Central nervous system,analgesic,C8H5NO3,163.026943,16258,C1=CC=C2C(=C1)C(=O)NC(=O)O2,OAYRYNVEFFWSHK,OAYRYNVEFFWSHK,O=c1[nH]c(=O)c2ccccc2o1,1,0,163.02694302,164.034219487,C;N;O,Carsalam,True,4,2,0,True,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,OAYRYNVEFFWSHK
PM0000204,Carvedilol,Cardiovascular,beta-adrenergic blocker,C24H26N2O4,406.1892573,2585,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,OGHNVEJMJSYVRP,OGHNVEJMJSYVRP,c1ccc(OCCNCCCOc2cccc3[nH]c4ccccc4c23)cc1,1,0,406.189257312,407.196533779,C;N;O,Carvedilol,True,4,2,0,True,hilicpos,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,,,,
PM0000205,Carzenide,Cardiovascular,diuretic,C7H7NO4S,201.0095784,8739,C1=CC(=CC=C1C(=O)O)S(=O)(=O)N,UCAGLBKTLXCODC,UCAGLBKTLXCODC,c1ccccc1,1,0,201.009578704,202.016855171,C;N;O;S,Carzenide,True,4,2,0,True,,False,False,False,False,False,False,False,True,True,True,False,False,True,True,False,False,False,False,True,True,False,False,True,True,True,True,False,UCAGLBKTLXCODC
PM0000206,Casanthranol,Gastrointestinal,laxative,C21H22O10,434.1213,2098,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2OC4C(C(C(C(O4)CO)O)O)O)C=C(C=C3O)CO,CPUHNROBVJNNPW,CPUHNROBVJNNPW,O=C1c2ccccc2C(OC2CCCCO2)c2ccccc21,1,0,434.12129690399985,435.12857337099985,C;O,Casanthranol,True,4,2,0,True,hilicpos,True,True,False,False,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,,False,
PM0000207,Cefaclor,Antimicrobial,Antibiotic,C15H14ClN3O4S,367.0393544,51039,C1C(=C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl,QYIYFLOTGYLRGG,QYIYFLOTGYLRGG,O=C(Cc1ccccc1)NC1C(=O)N2C=CCSC12,1,0,367.039354608,368.046631075,C;Cl;N;O;S,,False,0,0,0,True,,False,False,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,,,,
PM0000208,Cefalonium,Antimicrobial,Antibiotic,C20H19N4O5S2+,459.0791375,21744,C1C(=C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CS3)C(=O)O)C[N+]4=CC=C(C=C4)C(=O)N,FMZXNVLFJHCSAF,FMZXNVLFJHCSAF,O=C(Cc1cccs1)NC1C(=O)N2C=C(C[n+]3ccccc3)CSC12,1,1,459.07913812809,,C;N;O;S,,False,0,0,0,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,FMZXNVLFJHCSAF
PM0000209,Cefamandole,Antimicrobial,Antibiotic,C18H18N6O5S2,462.0780091,456255,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)NC(=O)C(C4=CC=CC=C4)O)SC2)C(=O)O,OLVCFLKTBJRLHI,OLVCFLKTBJRLHI,O=C(Cc1ccccc1)NC1C(=O)N2C=C(CSc3nnn[nH]3)CSC12,1,0,462.0780096759999,463.0852861429999,C;N;O;S,,False,0,0,0,True,hilicpos,True,True,True,True,False,False,False,True,True,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,,,,
PM0000210,Cefamandole Nafate,Antimicrobial,Antibiotic,C19H18N6O6S2,490.0729237,5284527,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)NC(=O)C(C4=CC=CC=C4)OC=O)SC2)C(=O)O,RRJHESVQVSRQEX,RRJHESVQVSRQEX,O=C(Cc1ccccc1)NC1C(=O)N2C=C(CSc3nnn[nH]3)CSC12,1,0,490.07292429599994,491.08020076299994,C;N;O;S,,False,0,0,0,True,hilicpos,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,ICZOIXFFVKYXOM;RRJHESVQVSRQEX
PM0000211,Cefazolin,Antimicrobial,Antibiotic,C14H14N8O4S3,454.030013,33255,CC1=NN=C(S1)SCC2=C(N3C(C(C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O,MLYYVTUWGNIJIB,MLYYVTUWGNIJIB,O=C(Cn1cnnn1)NC1C(=O)N2C=C(CSc3nncs3)CSC12,1,0,454.0300139280001,455.03729039500007,C;N;O;S,,False,0,0,0,True,c18pos;hilicpos,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,,,,
PM0000212,Cefdinir,Antimicrobial,Anti-bacterial,C14H13N5O5S2,395.0358099,6915944,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NO)C3=CSC(=N3)N)SC1)C(=O)O,RTXOFQZKPXMALH,RTXOFQZKPXMALH,N=C(C(=O)NC1C(=O)N2C=CCSC12)c1cscn1,1,0,395.0358105160001,396.0430869830001,C;N;O;S,Cefdinir,True,4,2,0,True,hilicpos,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,,,,
PM0000213,Cefditoren Pivoxil,Antimicrobial,Anti-bacterial,C25H28N6O7S3,620.1181594,6437877,CC1=C(SC=N1)C=CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)OCOC(=O)C(C)(C)C,AFZFFLVORLEPPO,AFZFFLVORLEPPO,N=C(C(=O)NC1C(=O)N2C=C(C=Cc3cncs3)CSC12)c1cscn1,1,0,620.1181602360001,621.1254367030001,C;N;O;S,Cefditoren Pivoxil,True,4,2,0,True,hilicpos,True,True,True,True,False,False,True,True,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,,,,
PM0000214,Cefepime,Antimicrobial,Antibiotic,C19H25N6O5S2+,481.1322357,5491295,C[N+]1(CCCC1)CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O,HVFLCNVBZFFHBT,HVFLCNVBZFFHBT,N=C(C(=O)NC1C(=O)N2C=C(C[NH+]3CCCC3)CSC12)c1cscn1,1,1,481.13223632009,,C;N;O;S,,False,0,0,0,True,,False,False,False,False,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,True,True,False,HVFLCNVBZFFHBT
PM0000215,Cefmetazole,Antimicrobial,Antibiotic,C15H17N7O5S3,471.0453288,42008,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)(NC(=O)CSCC#N)OC)SC2)C(=O)O,SNBUBQHDYVFSQF,SNBUBQHDYVFSQF,O=C1CC2SCC(CSc3nnn[nH]3)=CN12,1,0,471.04532964400005,472.05260611100005,C;N;O;S,,False,0,0,0,True,hilicpos,True,True,False,False,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,True,False,False,True,True,True,True,False,SNBUBQHDYVFSQF
PM0000216,Cefonicid,Antimicrobial,Anti-bacterial,C18H18N6O8S3,542.0348237,43594,C1C(=C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)O)C(=O)O)CSC4=NN=NN4CS(=O)(=O)O,DYAIAHUQIPBDIP,DYAIAHUQIPBDIP,O=C(Cc1ccccc1)NC1C(=O)N2C=C(CSc3nnn[nH]3)CSC12,1,0,542.0348245360001,543.0421010030001,C;N;O;S,Cefonicid,True,4,2,0,True,hilicpos,True,True,False,False,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,True,False,False,True,True,True,True,False,DYAIAHUQIPBDIP
PM0000217,Cefoperazone,Antimicrobial,Antibiotic,C25H27N9O8S2,645.1424003,44187,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)NC3C4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O,GCFBRXLSHGKWDP,GCFBRXLSHGKWDP,O=C1NCCN(C(=O)NC(C(=O)NC2C(=O)N3C=C(CSc4nnn[nH]4)CSC23)c2ccccc2)C1=O,1,0,645.1424008239999,646.1496772909999,C;N;O;S,,False,0,0,0,True,hilicpos,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,,,,
PM0000218,Ceforanide,Antimicrobial,Antibiotic,C20H21N7O6S2,519.0994728,43507,C1C(=C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3CN)C(=O)O)CSC4=NN=NN4CC(=O)O,SLAYUXIURFNXPG,SLAYUXIURFNXPG,O=C(Cc1ccccc1)NC1C(=O)N2C=C(CSc3nnn[nH]3)CSC12,1,0,519.099473392,520.106749859,C;N;O;S,Ceforanide,True,4,2,0,True,hilicpos,True,True,True,True,False,False,True,True,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,,,,
PM0000219,Cefotaxime,Antimicrobial,Antibiotic,C16H17N5O7S2,455.0569393,5742673,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O,GPRBEKHLDVQUJE,GPRBEKHLDVQUJE,N=C(C(=O)NC1C(=O)N2C=CCSC12)c1cscn1,1,0,455.05693988400003,456.064216351,C;N;O;S,,False,0,0,0,True,c18pos;hilicpos,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,,,,
PM0000220,Cefotetan,Antimicrobial,Antibiotic,C17H17N7O8S4,575.0021433,53025,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)(NC(=O)C4SC(=C(C(=O)N)C(=O)O)S4)OC)SC2)C(=O)O,SRZNHPXWXCNNDU,SRZNHPXWXCNNDU,C=C1SC(C(=O)NC2C(=O)N3C=C(CSc4nnn[nH]4)CSC23)S1,1,0,575.0021445040001,576.009420971,C;N;O;S,,False,0,0,0,True,hilicpos,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,,,,
PM0000221,Cefoxitin Sodium,Antimicrobial,Antibiotic,C16H17N3O7S2,427.0507913,441199,COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3,WZOZEZRFJCJXNZ,WZOZEZRFJCJXNZ,O=C(Cc1cccs1)NC1C(=O)N2C=CCSC12,1,0,427.050791884,428.058068351,C;N;O;S,,False,0,0,0,True,hilicpos,True,True,False,False,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,True,True,False,GNWUOVJNSFPWDD;WZOZEZRFJCJXNZ
PM0000222,Cefprozil,Antimicrobial,Anti-bacterial,C18H19N3O5S,389.1045414,5281006,CC=CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O,WDLWHQDACQUCJR,WDLWHQDACQUCJR,O=C(Cc1ccccc1)NC1C(=O)N2C=CCSC12,1,0,389.104541708,390.111818175,C;N;O;S,Cefprozil,True,4,2,0,True,,False,False,True,True,True,True,False,True,True,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,,,,
PM0000223,Ceftazidime,Antimicrobial,Anti-bacterial,C22H22N6O7S2,546.0991385,5481173,CC(C)(C(=O)O)ON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=CC=CC=C4)C(=O)[O-],ORFOPKXBNMVMKC,ORFOPKXBNMVMKC,N=C(C(=O)NC1C(=O)N2C=C(C[n+]3ccccc3)CSC12)c1cscn1,1,0,546.099139044,547.106415511,C;N;O;S,Ceftazidime,True,4,2,0,True,hilicpos,True,True,True,True,False,False,True,True,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,,,,
PM0000224,Ceftibuten,Antimicrobial,Anti-bacterial,C15H14N4O6S2,410.0354756,5282242,C1C=C(N2C(S1)C(C2=O)NC(=O)C(=CCC(=O)O)C3=CSC(=N3)N)C(=O)O,UNJFKXSSGBWRBZ,UNJFKXSSGBWRBZ,C=C(C(=O)NC1C(=O)N2C=CCSC12)c1cscn1,1,0,410.035476168,411.042752635,C;N;O;S,Ceftibuten,True,4,2,0,True,hilicpos,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,,,,
PM0000225,Ceftiofur,Antimicrobial,Anti-bacterial,C19H17N5O7S3,523.02901,6328657,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O,ZBHXIWJRIFEVQY,ZBHXIWJRIFEVQY,N=C(C(=O)NC1C(=O)N2C=C(CSC(=O)c3ccco3)CSC12)c1cscn1,1,0,523.029010884,524.0362873509999,C;N;O;S,Ceftiofur,True,4,2,0,True,hilicpos,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,,,,
PM0000226,Ceftriaxone,Antimicrobial,Antibiotic,C18H18N8O7S3,554.046057,5361919,CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O,VAAUVRVFOQPIGI,VAAUVRVFOQPIGI,N=C(C(=O)NC1C(=O)N2C=C(CSc3nc(=O)c(=O)[nH][nH]3)CSC12)c1cscn1,1,0,554.0460579160002,555.0533343830002,C;N;O;S,Ceftriaxone,True,4,2,0,True,hilicpos,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,,,,
PM0000227,Cefuroxime,Antimicrobial,Antibiotic,C16H16N4O8S,424.0688842,5479529,CON=C(C1=CC=CO1)C(=O)NC2C3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O,JFPVXVDWJQMJEE,JFPVXVDWJQMJEE,N=C(C(=O)NC1C(=O)N2C=CCSC12)c1ccco1,1,0,424.068884472,425.076160939,C;N;O;S,,False,0,0,0,True,,False,False,True,True,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,,,,
PM0000228,Cefuroxime Axetil,Antimicrobial,Anti-bacterial,C20H22N4O10S,510.1056636,6321416,CC(OC(=O)C)OC(=O)C1=C(CSC2N1C(=O)C2NC(=O)C(=NOC)C3=CC=CO3)COC(=O)N,KEJCWVGMRLCZQQ,KEJCWVGMRLCZQQ,N=C(C(=O)NC1C(=O)N2C=CCSC12)c1ccco1,1,0,510.105663904,511.112940371,C;N;O;S,Cefuroxime Axetil,True,4,2,0,True,,False,False,False,False,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,True,False,False,True,True,True,True,False,KEJCWVGMRLCZQQ
PM0000229,Celecoxib,Antiinflammatory and Immunomodulatory,Antiarthritic,C17H14F3N3O2S,381.075882,2662,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,RZEKVGVHFLEQIL,RZEKVGVHFLEQIL,c1ccc(-c2ccnn2-c2ccccc2)cc1,1,0,381.075882348,382.083158815,C;F;N;O;S,Celecoxib,True,4,2,0,True,hilicpos,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,True,True,True,True,False,False,True,False,,,,
