cyanometdb_id,name,level,purity,unit_id,unit_is_group,muru_key,scaffold_group,mh_theor,formula_rdkit,heavy_atoms,mh_nce_set,n_mh_distinct_nce,n_mh_distinct_nce_first_mass_40,has_nce20_and_nce60,has_nce20_and_nce60_first_mass_40,mh_series,mh_instruments,in_msg15_any_route,in_msg15_simchallenge,in_muru_registry,in_study2,in_comparator,scaf_in_msg15,msg15_nn_tanimoto,P0_all_mh_ge3nce,P1_single_identity,P2_key_clean,P3_key_and_scaffold_clean,P4_P3_nce20_60,P5_P4_msg_range,P6_P4_muru_range,P7_P5_level1_2a,P8_P5_level1,P9_P5_first_mass_40,P10_P9_level1_2a
248,Tjipanazol D,2a,crude extract,CMDB248,False,NNZIVRYPHRMPQM,c1ccc2c(c1)[nH]c1c2ccc2c3ccccc3[nH]c21,325.029380147,C18H10Cl2N2,22.0,,,,,,,,False,False,False,False,False,False,0.45,False,False,False,False,False,False,False,False,False,False,False
255,Tjipanazol I,2a,crude extract,CMDB255,False,FTMOEUBKRZXYEX,c1ccc2c(c1)[nH]c1c2ccc2c3ccccc3[nH]c21,291.068352499,C18H11ClN2,21.0,,,,,,,,False,False,False,False,False,False,0.4318181818181818,False,False,False,False,False,False,False,False,False,False,False
326,Lyngbyazothrin D,2a,crude extract,CMDB326,False,XCGGFKXEWPNQFS,C=C1NC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CC(CCOC(=O)CCc2ccccc2)NC(=O)C2CCCN2C(=O)C(CCc2ccccc2)NC(=O)CNC1=O,1502.7777239109998,C73H107N13O21,107.0,"15,20,25,30,40,50,60,70,80",9.0,0.0,True,False,MSBNK-MLU-ED,QExactive Plus,False,False,False,False,False,False,0.3835616438356164,True,True,True,True,True,False,False,False,False,False,False
352,Lyngbyazothrin A,2a,crude extract,CMDB352,False,ACFCYNJDAMJVRV,C=C1NC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CCNC(=O)C2CCCN2C(=O)C(CCc2ccccc2)NC(=O)CNC1=O,1313.698745319,C62H96N12O19,93.0,"15,20,25,30,40,50,60,70,80",9.0,0.0,True,False,MSBNK-MLU-ED,QExactive Plus,False,False,False,False,False,False,0.392,True,True,True,True,True,False,False,False,False,False,False
355,Lyngbyazothrin B,2a,crude extract,CMDB355,False,OCPKVHKLLYWOOG,C=C1NC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CCNC(=O)C2CCCN2C(=O)C(CCc2ccccc2)NC(=O)CNC1=O,1283.688180635,C61H94N12O18,91.0,"15,20,25,30,40,50,60,70,80",9.0,0.0,True,False,MSBNK-MLU-ED,QExactive Plus,False,False,False,False,False,False,0.452991452991453,True,True,True,True,True,False,False,False,False,False,False
464,Scyptolin B,2a,crude extract,CMDB464,False,KEOLGCFLKHISHR,O=C1CCOC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CN2CCCC(NC(=O)CN1)C2=O,1122.5484316270004,C52H80ClN9O16,78.0,"15,20,25,30,40,50,60",7.0,0.0,True,False,MSBNK-MLU-ED,QExactive Plus,False,False,False,False,False,False,0.6859504132231405,True,True,True,True,True,False,False,False,False,False,False
684,Scyptolin A,2a,crude extract,CMDB684,False,IZUSQHCHSMJXLV,O=C1CCOC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CN2CCCC(NC(=O)CN1)C2=O,981.4694530350004,C45H69ClN8O14,68.0,"15,20,25,30,40,50,60,70,80",9.0,0.0,True,False,MSBNK-MLU-ED,QExactive Plus,False,False,False,False,False,False,0.7610619469026548,True,True,True,True,True,True,True,True,False,False,False
713,Oscillamide Y,2a,crude extract,CMDB713,False,KCAKUFQSCADGHZ,O=C1CNC(=O)C(NC(=O)NCCc2ccccc2)CCCCNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)C(CCc2ccccc2)N1,858.439617555,C45H59N7O10,62.0,"15,20,25,30,40",5.0,0.0,False,False,MSBNK-MLU-ED,QExactive Plus,True,True,False,False,False,True,1.0,True,True,False,False,False,False,False,False,False,False,False
760,Anabaenopeptin A,2a,crude extract,CMDB760,False,JWVKNHDSRADFFA,O=C1CNC(=O)C(NC(=O)NCCc2ccccc2)CCCCNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)C(CCc2ccccc2)N1,844.4239674910001,C44H57N7O10,61.0,"15,20,25,30,40,50,60,70",8.0,0.0,True,False,MSBNK-MLU-ED,QExactive Plus,True,True,False,False,False,True,1.0,True,True,False,False,False,False,False,False,False,False,False
811,Schizopeptin 791,2a,crude extract,CMDB811,False,UHGIIADZWWCEKS,O=C1CCCCCNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)C(CCc2ccccc2)NC(=O)CN1,792.4654383790003,C42H61N7O8,57.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,True,0.7888888888888889,True,True,True,True,True,True,True,True,False,True,True
859,Anabaenopeptin C,2a,crude extract,CMDB859,False,VNOIUJQJSYNRHB,O=C1CCCCCNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)C(CCc2ccccc2)NC(=O)CN1,809.4556019670001,C41H60N8O9,58.0,"15,20,25,30,40,50,60,70",8.0,0.0,True,False,MSBNK-MLU-ED,QExactive Plus,False,False,False,False,False,True,0.8526315789473684,True,True,True,True,True,True,True,True,False,False,False
900,Cylindrofridin C,2a,crude extract,CMDB900,False,GTRRNAAYKNENPF,c1ccc(CCCCCCCc2ccccc2)cc1,705.412773059,C40H61ClO8,49.0,,,,,,,,False,False,False,False,False,True,0.3548387096774194,False,False,False,False,False,False,False,False,False,False,False
904,Cyanostatin B,2a,crude extract,CMDB904,False,BDDHCMIGYUBMCI,O=C(CCc1ccccc1)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,754.438554935,C40H59N5O9,54.0,"15,20,25,30,40,50,60",7.0,0.0,True,False,MSBNK-MLU-ED,QExactive Plus,False,False,False,False,False,False,0.7380952380952381,True,True,True,True,True,True,True,True,False,False,False
961,Cylindrofridin B,2a,crude extract,CMDB961,False,OALOPYYRKWCJGW,c1ccc(CCCCCCCc2ccccc2)cc1,663.4022083749999,C38H59ClO7,46.0,,,,,,,,False,False,False,False,False,True,0.3484848484848485,False,False,False,False,False,False,False,False,False,False,False
993,Bartoloside F,2a,reference material,CMDB993,False,IWIZOMWAHIZTOM,c1ccc(OC2CCCCO2)cc1,675.4152715949998,C37H64Cl2O6,45.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,True,0.4074074074074074,True,True,True,False,False,False,False,False,False,False,False
1027,Bartoloside G,2a,reference material,CMDB1027,False,LZMVCENJBDTSPS,c1ccc(OC2CCCCO2)cc1,627.4385938829998,C36H63ClO6,43.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,True,0.4074074074074074,True,True,True,False,False,False,False,False,False,False,False
1031,Bartoloside I,2a,reference material,CMDB1031,False,LWFZKXMCJDHBNJ,c1ccc(OC2CCCCO2)cc1,695.3606491789999,C36H61Cl3O6,45.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,True,0.3648648648648648,True,True,True,False,False,False,False,False,False,False,False
1079,Bartoloside K,2a,reference material,CMDB1079,False,LJLORIMRLLORHA,c1ccc(OC2CCCCO2)cc1,647.3839714669998,C35H60Cl2O6,43.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,True,0.4074074074074074,True,True,True,False,False,False,False,False,False,False,False
1104,Cryptophycin A,2a,crude extract,CMDB1104,False,PSNOPSMXOBPNNV,O=C1C=CCC(CC2OC2c2ccccc2)OC(=O)COC(=O)CCNC(=O)C(Cc2ccccc2)N1,655.278070483,C35H43ClN2O8,46.0,"15,20,25,30,40,50,60,70,80",9.0,0.0,True,False,MSBNK-MLU-ED,QExactive Plus,False,False,False,False,False,False,0.3153153153153153,True,True,True,True,True,True,True,True,False,False,False
1117,Bartoloside J,2a,reference material,CMDB1117,False,OTVIJJKBILNRLT,c1ccc(OC2CCCCO2)cc1,599.4072937549998,C34H59ClO6,41.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,True,0.4074074074074074,True,True,True,False,False,False,False,False,False,False,False
1118,Bartoloside E,2a,reference material,CMDB1118,False,NYUHMGANIQYFOK,c1ccc(OC2CCCCO2)cc1,633.3683214029999,C34H58Cl2O6,42.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,True,0.4,True,True,True,False,False,False,False,False,False,False,False
1282,Namalide B,2a,crude extract,CMDB1282,False,BEGARHAEPVBWAE,O=C1CCCCCNC(=O)C(CCc2ccccc2)NC(=O)CN1,576.339175247,C29H45N5O7,41.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.6818181818181818,True,True,True,True,True,True,True,True,False,True,True
1469,Aerucyclamide C,2a,crude extract,CMDB1469,False,MQIAICAGVFTAAN,O=C1NCc2nc(cs2)C(=O)NCC2=NC(CO2)C(=O)NCc2nc1co2,517.222765591,C24H32N6O5S,36.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED|MSBNK-MLU-ED,Exploris 240 Thermo Scientific|QExactive Plus,True,False,False,False,False,True,1.0,True,True,False,False,False,False,False,False,False,False,False
1481,Hierridin B,2a,reference material,CMDB1481,False,VNEAIGHVYDWTTQ,c1ccccc1,365.3050216069999,C23H40O3,26.0,"15,20,25,30,40,50,60,70,80",9.0,8.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,True,0.5476190476190477,True,True,True,False,False,False,False,False,False,False,False
1694,7-Deoxy-Cylindrospermopsin,2a,crude extract,CMDB1694,False,UQRKOHUZCZBNCN,O=c1cc(CC2CC3CCCC4CN=C(N2)N43)[nH]c(=O)[nH]1,400.1285308589999,C15H21N5O6S,27.0,"15,20,25,30,40,50,60,70,80",9.0,0.0,True,False,MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,True,False,False,True,0.6716417910447762,True,True,False,False,False,False,False,False,False,False,False
2515,Monomethylaetokthonostatin,2a,crude extract,CMDB2515,False,KDCAOWORTWHEIW,O=C(CCC1CCCN1)NCCc1ccccc1,760.5582761430002,C42H73N5O7,54.0,"15,20,25,30,40,50,60,70,80",9.0,0.0,True,False,MSBNK-MLU-ED,QExactive Plus,False,False,False,False,False,True,0.7640449438202247,True,True,True,False,False,False,False,False,False,False,False
2518,Tjipanazol L,2a,crude extract,CMDB2518,False,DYJREVOKIDWZEE,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,394.014458355,C20H9Cl2N3O2,27.0,,,,,,,,False,False,False,False,False,True,0.6176470588235294,False,False,False,False,False,False,False,False,False,False,False
2519,Tjipanazol M,2a,crude extract,CMDB2519,False,CBNJGGAGZSSENK,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,360.053430707,C20H10ClN3O2,26.0,,,,,,,,False,False,False,False,False,True,0.7647058823529411,False,False,False,False,False,False,False,False,False,False,False
137,Namalide D,2b,crude extract,CMDB137,False,YLSOIPHOXMRWGW,O=C1CCCCCNC(=O)C(CCc2ccccc2)NC(=O)CN1,560.3442606269999,C29H45N5O6,40.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.6590909090909091,True,True,True,True,True,True,True,False,False,True,False
260,Muscoride B,2b,crude extract,CMDB260,False,RYLVRVUEEVJKJO,c1coc(-c2coc(-c3coc(C4CCCN4)n3)n2)n1,580.3129604989999,C31H41N5O6,42.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.2666666666666666,True,True,True,True,True,True,True,False,False,True,False
266,Anabaenolysin A,2b,crude extract,CMDB266,False,XQWGCUIJOHQMPI,O=C1CNC(=O)CNC(=O)CC2OC(=O)CC2NC(=O)CCN1,559.276240643,C28H38N4O8,40.0,"15,20,25,30,40,50,60,70,80",9.0,2.0,True,False,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.2597402597402597,True,True,True,True,True,True,True,False,False,False,False
421,Planktopeptin BL 1125,2b,crude extract,CMDB421,False,WABVJCPIKZSXJF,O=C(CCCc1ccccc1)NCC(=O)NC1COC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CN2CCCC(NC(=O)CNC1=O)C2=O,1126.5666685350002,C54H79N9O17,80.0,"15,20,25,30,35,40,50,60,70",9.0,0.0,True,False,MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.6335877862595419,True,True,True,True,True,False,False,False,False,False,False
467,Cyanopeptolin CP1048,2b,crude extract,CMDB467,False,VYXPXPDSGOMRCH,O=C1CCOC(=O)CNC(=O)C(CCc2ccccc2)NC(=O)C(Cc2ccccc2)N2CCCC(NC(=O)CN1)C2=O,1049.5666089590004,C52H76N10O13,75.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.7777777777777778,True,True,True,True,True,False,False,False,False,False,False
512,Cyanopeptolin 1020,2b,crude extract,CMDB512,False,NYXUAFLMUQAJPS,O=C1CCOC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)N2CCCC(NC(=O)CN1)C2=O,1021.5353088310002,C50H72N10O13,73.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,True,0.7807017543859649,True,True,True,True,True,False,True,False,False,False,False
532,Cyanopeptolin 1014,2b,crude extract,CMDB532,False,XROOLCIJEAHFKQ,O=C1CCOC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CN2CCCC(NC(=O)CN1)C2=O,1015.582259023,C49H78N10O13,72.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.782608695652174,True,True,True,True,True,False,True,False,False,False,False
555,Cyanopeptolin 963A,2b,crude extract,CMDB555,False,NGPDQWFWZNXVLZ,O=C1CN2CCCC(NC(=O)C(Cc3ccccc3)NC(=O)CCOC(=O)CNC(=O)C(Cc3ccccc3)N1)C2=O,964.5026117350004,C49H69N7O13,69.0,,,,,,,,True,False,False,False,False,True,1.0,False,False,False,False,False,False,False,False,False,False,False
603,Cyanopeptolin C,2b,crude extract,CMDB603,False,QOZZMIMTOTZWNP,O=C1CCOC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CN2CCCC(NC(=O)CN1)C2=O,943.549896275,C47H74N8O12,67.0,"15,20,25,30,35,40,50,60,70,80",10.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.8490566037735849,True,True,True,True,True,True,True,False,False,True,False
605,Micropeptin K139,2b,crude extract,CMDB605,False,ROTFFYYCARWRHQ,O=C1CCOC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CN2CCCC(NC(=O)CN1)C2=O,987.550958895,C47H74N10O13,70.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.7,True,True,True,True,True,True,True,False,False,True,False
613,Oscillapeptin J,2b,crude extract,CMDB613,False,TYSLVBJOPFOBFU,O=C(CCc1ccccc1)NC1COC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CN2CCCC(NC(=O)CNC1=O)C2=O,1093.450652803,C47H68N10O18S,76.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.5661764705882353,True,True,True,True,True,False,False,False,False,False,False
638,Cyanopeptolin 972,2b,crude extract,CMDB638,False,OHHAWMYRUPJTKQ,O=C1CCOC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CN2CCCC(NC(=O)CN1)C2=O,973.535308831,C46H72N10O13,69.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.7652173913043478,True,True,True,True,True,True,True,False,False,True,False
668,Anabaenopeptin 871,2b,crude extract,CMDB668,False,PQROCLKHWNWBTI,O=C1CNC(=O)C(CCc2ccccc2)NC(=O)CNC(=O)C(NC(=O)NCCc2ccccc2)CCCCNC(=O)C(CCc2ccccc2)N1,872.4552676190001,C46H61N7O10,63.0,"15,20,25,30,35",5.0,0.0,False,False,MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,True,0.9523809523809524,True,True,True,True,False,False,False,False,False,False,False
699,Nodulapeptin 879,2b,crude extract,CMDB699,False,LTVNLDSXISIYIL,O=C1CCCCCNC(=O)CNC(=O)C(CCc2ccccc2)NC(=O)C(CCc2ccccc2)NC(=O)CN1,880.4814823670001,C45H65N7O11,63.0,"15,20,30,40,50",5.0,0.0,False,False,MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.6601941747572816,True,True,True,True,False,False,False,False,False,False,False
733,[Met6] Nodulapeptin C,2b,crude extract,CMDB733,False,UVYPXLQJIYVPPA,O=C1CCCCCNC(=O)CNC(=O)C(CCc2ccccc2)NC(=O)C(CCc2ccccc2)NC(=O)CN1,900.4357951270001,C44H65N7O9S2,62.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.5922330097087378,True,True,True,True,True,True,True,False,False,True,False
735,Nodulapeptin 883a,2b,crude extract,CMDB735,False,XVMDQBMZIUJUKI,O=C1CCCCCNC(=O)CNC(=O)C(CCc2ccccc2)NC(=O)C(CCc2ccccc2)NC(=O)CN1,884.440880507,C44H65N7O8S2,61.0,"15,20,30,40",4.0,0.0,False,False,MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.5436893203883495,True,True,True,True,False,False,False,False,False,False,False
748,Nodulapeptin B,2b,crude extract,CMDB748,False,ZTBSRBSUQIFLBN,O=C1CCCCCNC(=O)CNC(=O)C(CCc2ccccc2)NC(=O)C(CCc2ccccc2)NC(=O)CN1,914.4328179230002,C44H63N7O12S,64.0,"15,20,25,30,40,50,60,70,80",9.0,0.0,True,False,MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.5535714285714286,True,True,True,True,True,True,True,False,False,False,False
750,Nodulapeptin C,2b,crude extract,CMDB750,False,XTDLZZLFKOTTLJ,O=C1CCCCCNC(=O)CNC(=O)C(CCc2ccccc2)NC(=O)C(CCc2ccccc2)NC(=O)CN1,898.437903303,C44H63N7O11S,63.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.5446428571428571,True,True,True,True,True,True,True,False,False,True,False
752,Nodulapeptin 881a,2b,crude extract,CMDB752,False,COYVFWSNQRUPIO,O=C1CCCCCNC(=O)CNC(=O)C(CCc2ccccc2)NC(=O)C(CCc2ccccc2)NC(=O)CN1,882.4429886830001,C44H63N7O10S,62.0,"15,20,25,30,40,50,60,70,80",9.0,7.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.5,True,True,True,True,True,True,True,False,False,True,False
805,Anabaenopeptin F,2b,crude extract,CMDB805,False,RAUPUVQHUFXDQT,O=C1CCCCCNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)C(CCc2ccccc2)NC(=O)CN1,851.4774000310002,C42H62N10O9,61.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,True,0.90625,True,True,True,True,True,True,True,False,False,True,False
809,Anabaenopeptin 807,2b,crude extract,CMDB809,False,DOYBAFJOBDCILF,O=C1CCCCCNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)C(CCc2ccccc2)NC(=O)CN1,808.4603529990003,C42H61N7O9,58.0,,,,,,,,False,False,False,False,False,True,0.8444444444444444,False,False,False,False,False,False,False,False,False,False,False
847,Microginin 770,2b,crude extract,CMDB847,False,YSNCVQPXJAIHHN,O=C(CCCc1ccccc1)NCCc1ccccc1,770.4698550630001,C41H63N5O9,55.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.5180722891566265,True,True,True,True,True,True,True,False,False,True,False
897,Microginin SD755,2b,crude extract,CMDB897,False,LGIDGQNWZFGZCH,O=C(CCc1ccccc1)NCCc1ccccc1,756.454204999,C40H61N5O9,54.0,"15,20,25,30,40,50,60,70,80",9.0,0.0,True,False,MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,True,0.5232558139534884,True,True,True,False,False,False,False,False,False,False,False
898,Microginin 756,2b,crude extract,CMDB898,False,IFKUPHYTIDOPIM,O=C(CCCc1ccccc1)NCCc1ccccc1,756.4542049990001,C40H61N5O9,54.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.6447368421052632,True,True,True,True,True,True,True,False,False,True,False
939,Planktocyclin,2b,crude extract,CMDB939,False,ZMRRRONVXWEVSB,O=C1CNC(=O)CNC(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CN1,801.432758347,C39H60N8O8S,56.0,"15,20,25,30,35,40,50,60,70",9.0,0.0,True,False,MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.6533333333333333,True,True,True,True,True,True,True,False,False,False,False
947,Nostoginin BN741,2b,crude extract,CMDB947,False,AQINXMPZZHMZRR,O=C(CCc1ccccc1)NCCc1ccccc1,742.4385549350001,C39H59N5O9,53.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,True,0.8142857142857143,True,True,True,False,False,False,False,False,False,False,False
948,Microginin 757,2b,crude extract,CMDB948,False,FXNVBPMPLYGNFO,O=C(CCc1ccccc1)NCCc1ccccc1,758.4334695549999,C39H59N5O10,54.0,"15,20,25,30,35,40,50,60,70",9.0,0.0,True,False,MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,True,0.855072463768116,True,True,True,False,False,False,False,False,False,False,False
975,Microginin FR5,2b,crude extract,CMDB975,False,KXRLIMLXCPEJPD,O=C(NC(Cc1ccccc1)C(=O)NCCc1ccccc1)C1CCCN1,726.4072548070001,C38H55N5O9,52.0,"15,20,25,30,35,40,50",7.0,0.0,False,False,MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,True,0.9178082191780822,True,True,True,True,False,False,False,False,False,False,False
1019,Microginin 761B,2b,crude extract,CMDB1019,False,NWKXLGDOMIUDOE,O=C(NC(Cc1ccccc1)C(=O)NCCc1ccccc1)C1CCCN1,762.347547011,C37H52ClN5O10,53.0,"15,20,25,30,35,40,50,60,70",9.0,0.0,True,False,MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,True,0.88,True,True,True,True,True,True,True,False,False,False,False
1221,Spumigin A,2b,crude extract,CMDB1221,False,LRHLULGPZSFCCN,O=C(CCc1ccccc1)NC(CCc1ccccc1)C(=O)N1CCCC1,613.334424215,C31H44N6O7,44.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.3545454545454545,True,True,True,True,True,True,True,False,False,True,False
1231,Spumigin G,2b,crude extract,CMDB1231,False,YGAGCUYKOBGAQX,O=C(CCc1ccccc1)NC(CCc1ccccc1)C(=O)N1CCCC1,595.323859531,C31H42N6O6,43.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.4523809523809524,True,True,True,True,True,True,True,False,False,True,False
1245,Aeruginosin NAL2,2b,crude extract,CMDB1245,False,NYGVGDLVEMUBNK,O=C(CCc1ccccc1)N1CCC2CCCCC21,587.355159659,C30H46N6O6,42.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.3950617283950617,True,True,True,True,True,True,True,False,False,True,False
1250,Spumigin D,2b,crude extract,CMDB1250,False,KRNLOYZRJLTDBI,O=C(CCc1ccccc1)NC(CCc1ccccc1)C(=O)N1CCCC1,599.3187741510001,C30H42N6O7,43.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.4642857142857143,True,True,True,True,True,True,True,False,False,True,False
1256,Spumigin F,2b,crude extract,CMDB1256,False,ZSNZKFBMFHDMOM,O=C(CCc1ccccc1)NC(CCc1ccccc1)C(=O)N1CCCC1,597.303124087,C30H40N6O7,43.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.4588235294117647,True,True,True,True,True,True,True,False,False,True,False
1275,Oscillaginin A,2b,crude extract,CMDB1275,False,QYOGCHNVZHLFTR,c1ccccc1,615.3155186109999,C29H47ClN4O8,42.0,"15,20,25,30,35,40,50,60,70",9.0,0.0,True,False,MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,True,0.4880952380952381,True,True,True,False,False,False,False,False,False,False,False
