identifier,inchikey,fold,simulation_challenge,adduct,instrument_type,collision_energy,precursor_mz,parent_mass,formula,precursor_formula,smiles,ce_missing,cyanometdb_name
MassSpecGymID0072919,KCAKUFQSCADGHZ,test,True,[M+H]+,Orbitrap,128.76594,858.4396,857.432324,C45H59N7O10,C45H60N7O10,CC[C@@H](C)[C@@H]1NC(=O)[C@H](NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)O)CCCCNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C)N(C)C(=O)[C@H](CCc2ccc(O)cc2)NC1=O,False,Oscillamide Y
MassSpecGymID0072920,KCAKUFQSCADGHZ,test,True,[M+H]+,Orbitrap,77.259564,858.4396,857.432324,C45H59N7O10,C45H60N7O10,CC[C@@H](C)[C@@H]1NC(=O)[C@H](NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)O)CCCCNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C)N(C)C(=O)[C@H](CCc2ccc(O)cc2)NC1=O,False,Oscillamide Y
MassSpecGymID0072921,KCAKUFQSCADGHZ,test,True,[M+H]+,Orbitrap,309.038256,858.4396,857.432324,C45H59N7O10,C45H60N7O10,CC[C@@H](C)[C@@H]1NC(=O)[C@H](NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)O)CCCCNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C)N(C)C(=O)[C@H](CCc2ccc(O)cc2)NC1=O,False,Oscillamide Y
MassSpecGymID0072922,KCAKUFQSCADGHZ,test,True,[M+H]+,Orbitrap,257.53188,858.4396,857.432324,C45H59N7O10,C45H60N7O10,CC[C@@H](C)[C@@H]1NC(=O)[C@H](NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)O)CCCCNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C)N(C)C(=O)[C@H](CCc2ccc(O)cc2)NC1=O,False,Oscillamide Y
MassSpecGymID0072923,KCAKUFQSCADGHZ,test,True,[M+H]+,Orbitrap,206.025504,858.4396,857.432324,C45H59N7O10,C45H60N7O10,CC[C@@H](C)[C@@H]1NC(=O)[C@H](NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)O)CCCCNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C)N(C)C(=O)[C@H](CCc2ccc(O)cc2)NC1=O,False,Oscillamide Y
MassSpecGymID0072924,KCAKUFQSCADGHZ,test,True,[M+H]+,Orbitrap,154.519128,858.4396,857.432324,C45H59N7O10,C45H60N7O10,CC[C@@H](C)[C@@H]1NC(=O)[C@H](NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)O)CCCCNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C)N(C)C(=O)[C@H](CCc2ccc(O)cc2)NC1=O,False,Oscillamide Y
MassSpecGymID0072925,KCAKUFQSCADGHZ,test,True,[M+H]+,Orbitrap,128.76594,858.4396,857.432324,C45H59N7O10,C45H60N7O10,CC[C@@H](C)[C@@H]1NC(=O)[C@H](NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)O)CCCCNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C)N(C)C(=O)[C@H](CCc2ccc(O)cc2)NC1=O,False,Oscillamide Y
MassSpecGymID0072926,KCAKUFQSCADGHZ,test,True,[M+H]+,Orbitrap,103.012752,858.4396,857.432324,C45H59N7O10,C45H60N7O10,CC[C@@H](C)[C@@H]1NC(=O)[C@H](NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)O)CCCCNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C)N(C)C(=O)[C@H](CCc2ccc(O)cc2)NC1=O,False,Oscillamide Y
MassSpecGymID0072927,KCAKUFQSCADGHZ,test,True,[M+H]+,Orbitrap,77.259564,858.4396,857.432324,C45H59N7O10,C45H60N7O10,CC[C@@H](C)[C@@H]1NC(=O)[C@H](NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)O)CCCCNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C)N(C)C(=O)[C@H](CCc2ccc(O)cc2)NC1=O,False,Oscillamide Y
MassSpecGymID0072928,KCAKUFQSCADGHZ,test,True,[M+H]+,Orbitrap,51.506376,858.4396,857.432324,C45H59N7O10,C45H60N7O10,CC[C@@H](C)[C@@H]1NC(=O)[C@H](NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)O)CCCCNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C)N(C)C(=O)[C@H](CCc2ccc(O)cc2)NC1=O,False,Oscillamide Y
MassSpecGymID0072929,KCAKUFQSCADGHZ,test,True,[M+H]+,Orbitrap,25.753188,858.4396,857.432324,C45H59N7O10,C45H60N7O10,CC[C@@H](C)[C@@H]1NC(=O)[C@H](NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)O)CCCCNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C)N(C)C(=O)[C@H](CCc2ccc(O)cc2)NC1=O,False,Oscillamide Y
MassSpecGymID0076303,IXBQSRWSVIBXNC,test,True,[M+H]+,Orbitrap,45.0,825.4505,824.443224,C41H60N8O10,C41H61N8O10,C/C=C1/C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](Cc2ccccc2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C,False,Nodularin-R
MassSpecGymID0076304,IXBQSRWSVIBXNC,test,True,[M+H]+,Orbitrap,75.0,825.4505,824.443224,C41H60N8O10,C41H61N8O10,C/C=C1/C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](Cc2ccccc2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C,False,Nodularin-R
MassSpecGymID0076305,IXBQSRWSVIBXNC,test,True,[M+H]+,Orbitrap,60.0,825.4505,824.443224,C41H60N8O10,C41H61N8O10,C/C=C1/C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](Cc2ccccc2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C,False,Nodularin-R
MassSpecGymID0076306,IXBQSRWSVIBXNC,test,True,[M+H]+,Orbitrap,90.0,825.4505,824.443224,C41H60N8O10,C41H61N8O10,C/C=C1/C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](Cc2ccccc2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C,False,Nodularin-R
MassSpecGymID0076307,IXBQSRWSVIBXNC,test,True,[M+H]+,Orbitrap,90.0,825.4505,824.443224,C41H60N8O10,C41H61N8O10,C/C=C1/C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](Cc2ccccc2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C,False,Nodularin-R
MassSpecGymID0076308,IXBQSRWSVIBXNC,test,True,[M+H]+,Orbitrap,75.0,825.4505,824.443224,C41H60N8O10,C41H61N8O10,C/C=C1/C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](Cc2ccccc2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C,False,Nodularin-R
MassSpecGymID0076309,IXBQSRWSVIBXNC,test,True,[M+H]+,Orbitrap,60.0,825.4505,824.443224,C41H60N8O10,C41H61N8O10,C/C=C1/C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](Cc2ccccc2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C,False,Nodularin-R
MassSpecGymID0076310,IXBQSRWSVIBXNC,test,True,[M+H]+,Orbitrap,45.0,825.4505,824.443224,C41H60N8O10,C41H61N8O10,C/C=C1/C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](Cc2ccccc2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C,False,Nodularin-R
MassSpecGymID0076311,IXBQSRWSVIBXNC,test,False,[M+H]+,Orbitrap,,825.45,824.442724,C41H60N8O10,C41H61N8O10,CC=C1C(=O)NC(C(=O)O)C(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(C=CC(C)=CC(C)C(Cc2ccccc2)OC)C(C)C(=O)NC(C(=O)O)CCC(=O)N1C,True,Nodularin-R
MassSpecGymID0076926,ZYZCGGRZINLQBL,train,True,[M+H]+,Orbitrap,298.6668,995.556,994.548724,C49H74N10O12,C49H75N10O12,C=C1C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](Cc2ccccc2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C,False,MC-LR
MassSpecGymID0076927,ZYZCGGRZINLQBL,train,True,[M+H]+,Orbitrap,119.46672,995.556,994.548724,C49H74N10O12,C49H75N10O12,C=C1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(=O)O)C(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(C=CC(C)=CC(C)C(Cc2ccccc2)OC)C(C)C(=O)NC(C(=O)O)CCC(=O)N1C,False,MC-LR
MassSpecGymID0076928,ZYZCGGRZINLQBL,train,True,[M+H]+,Orbitrap,59.73336,995.556,994.548724,C49H74N10O12,C49H75N10O12,C=C1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(=O)O)C(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(C=CC(C)=CC(C)C(Cc2ccccc2)OC)C(C)C(=O)NC(C(=O)O)CCC(=O)N1C,False,MC-LR
MassSpecGymID0076929,ZYZCGGRZINLQBL,train,True,[M+H]+,Orbitrap,358.40016,995.556,994.548724,C49H74N10O12,C49H75N10O12,C=C1C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](Cc2ccccc2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C,False,MC-LR
MassSpecGymID0076930,ZYZCGGRZINLQBL,train,True,[M+H]+,Orbitrap,149.33339999999998,995.556,994.548724,C49H74N10O12,C49H75N10O12,C=C1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(=O)O)C(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(C=CC(C)=CC(C)C(Cc2ccccc2)OC)C(C)C(=O)NC(C(=O)O)CCC(=O)N1C,False,MC-LR
MassSpecGymID0076931,ZYZCGGRZINLQBL,train,True,[M+H]+,Orbitrap,179.20008,995.556,994.548724,C49H74N10O12,C49H75N10O12,C=C1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(=O)O)C(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(C=CC(C)=CC(C)C(Cc2ccccc2)OC)C(C)C(=O)NC(C(=O)O)CCC(=O)N1C,False,MC-LR
MassSpecGymID0076932,ZYZCGGRZINLQBL,train,True,[M+H]+,Orbitrap,89.60004,995.556,994.548724,C49H74N10O12,C49H75N10O12,C=C1C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](Cc2ccccc2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C,False,MC-LR
MassSpecGymID0076933,ZYZCGGRZINLQBL,train,True,[M+H]+,Orbitrap,119.46672,995.556,994.548724,C49H74N10O12,C49H75N10O12,C=C1C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](Cc2ccccc2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C,False,MC-LR
MassSpecGymID0076934,ZYZCGGRZINLQBL,train,True,[M+H]+,Orbitrap,89.60004,995.556,994.548724,C49H74N10O12,C49H75N10O12,C=C1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(=O)O)C(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(C=CC(C)=CC(C)C(Cc2ccccc2)OC)C(C)C(=O)NC(C(=O)O)CCC(=O)N1C,False,MC-LR
MassSpecGymID0076935,ZYZCGGRZINLQBL,train,True,[M+H]+,Orbitrap,59.73336,995.556,994.548724,C49H74N10O12,C49H75N10O12,C=C1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(=O)O)C(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(C=CC(C)=CC(C)C(Cc2ccccc2)OC)C(C)C(=O)NC(C(=O)O)CCC(=O)N1C,False,MC-LR
MassSpecGymID0076936,ZYZCGGRZINLQBL,train,True,[M+H]+,Orbitrap,69.68892,995.556,994.548724,C49H74N10O12,C49H75N10O12,C=C1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(=O)O)C(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(C=CC(C)=CC(C)C(Cc2ccccc2)OC)C(C)C(=O)NC(C(=O)O)CCC(=O)N1C,False,MC-LR
MassSpecGymID0076937,ZYZCGGRZINLQBL,train,True,[M+H]+,Orbitrap,179.20008,995.556,994.548724,C49H74N10O12,C49H75N10O12,C=C1C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](Cc2ccccc2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C,False,MC-LR
MassSpecGymID0076938,ZYZCGGRZINLQBL,train,True,[M+H]+,Orbitrap,149.33339999999998,995.556,994.548724,C49H74N10O12,C49H75N10O12,C=C1C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](Cc2ccccc2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C,False,MC-LR
MassSpecGymID0076939,ZYZCGGRZINLQBL,train,True,[M+H]+,Orbitrap,59.73336,995.556,994.548724,C49H74N10O12,C49H75N10O12,C=C1C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](Cc2ccccc2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C,False,MC-LR
MassSpecGymID0076940,ZYZCGGRZINLQBL,train,True,[M+H]+,Orbitrap,179.20008,995.556,994.548724,C49H74N10O12,C49H75N10O12,C=C1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(=O)O)C(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(C=CC(C)=CC(C)C(Cc2ccccc2)OC)C(C)C(=O)NC(C(=O)O)CCC(=O)N1C,False,MC-LR
MassSpecGymID0076941,ZYZCGGRZINLQBL,train,True,[M+H]+,Orbitrap,149.33339999999998,995.556,994.548724,C49H74N10O12,C49H75N10O12,C=C1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(=O)O)C(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(C=CC(C)=CC(C)C(Cc2ccccc2)OC)C(C)C(=O)NC(C(=O)O)CCC(=O)N1C,False,MC-LR
MassSpecGymID0076942,ZYZCGGRZINLQBL,train,True,[M+H]+,Orbitrap,119.46672,995.556,994.548724,C49H74N10O12,C49H75N10O12,C=C1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(=O)O)C(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(C=CC(C)=CC(C)C(Cc2ccccc2)OC)C(C)C(=O)NC(C(=O)O)CCC(=O)N1C,False,MC-LR
MassSpecGymID0076943,ZYZCGGRZINLQBL,train,True,[M+H]+,Orbitrap,89.60004,995.556,994.548724,C49H74N10O12,C49H75N10O12,C=C1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(=O)O)C(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(C=CC(C)=CC(C)C(Cc2ccccc2)OC)C(C)C(=O)NC(C(=O)O)CCC(=O)N1C,False,MC-LR
MassSpecGymID0076944,ZYZCGGRZINLQBL,train,True,[M+H]+,Orbitrap,238.93344,995.556,994.548724,C49H74N10O12,C49H75N10O12,C=C1C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](Cc2ccccc2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C,False,MC-LR
MassSpecGymID0076945,ZYZCGGRZINLQBL,train,True,[M+H]+,Orbitrap,69.68892,995.556,994.548724,C49H74N10O12,C49H75N10O12,C=C1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(=O)O)C(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(C=CC(C)=CC(C)C(Cc2ccccc2)OC)C(C)C(=O)NC(C(=O)O)CCC(=O)N1C,False,MC-LR
MassSpecGymID0076946,ZYZCGGRZINLQBL,train,True,[M+H]+,Orbitrap,358.40016,995.556,994.548724,C49H74N10O12,C49H75N10O12,C=C1C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](Cc2ccccc2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C,False,MC-LR
MassSpecGymID0076947,ZYZCGGRZINLQBL,train,True,[M+H]+,Orbitrap,298.6668,995.556,994.548724,C49H74N10O12,C49H75N10O12,C=C1C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](Cc2ccccc2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C,False,MC-LR
MassSpecGymID0076948,ZYZCGGRZINLQBL,train,True,[M+H]+,Orbitrap,238.93344,995.556,994.548724,C49H74N10O12,C49H75N10O12,C=C1C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](Cc2ccccc2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C,False,MC-LR
MassSpecGymID0076949,ZYZCGGRZINLQBL,train,True,[M+H]+,Orbitrap,179.20008,995.556,994.548724,C49H74N10O12,C49H75N10O12,C=C1C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](Cc2ccccc2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C,False,MC-LR
MassSpecGymID0076950,ZYZCGGRZINLQBL,train,True,[M+H]+,Orbitrap,149.33339999999998,995.556,994.548724,C49H74N10O12,C49H75N10O12,C=C1C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](Cc2ccccc2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C,False,MC-LR
MassSpecGymID0076951,ZYZCGGRZINLQBL,train,True,[M+H]+,Orbitrap,119.46672,995.556,994.548724,C49H74N10O12,C49H75N10O12,C=C1C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](Cc2ccccc2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C,False,MC-LR
MassSpecGymID0076952,ZYZCGGRZINLQBL,train,True,[M+H]+,Orbitrap,89.60004,995.556,994.548724,C49H74N10O12,C49H75N10O12,C=C1C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](Cc2ccccc2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C,False,MC-LR
MassSpecGymID0076953,ZYZCGGRZINLQBL,train,True,[M+H]+,Orbitrap,59.73336,995.556,994.548724,C49H74N10O12,C49H75N10O12,C=C1C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](Cc2ccccc2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C,False,MC-LR
MassSpecGymID0076954,ZYZCGGRZINLQBL,train,True,[M+H]+,Orbitrap,69.68892,995.556,994.548724,C49H74N10O12,C49H75N10O12,C=C1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(=O)O)C(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(C=CC(C)=CC(C)C(Cc2ccccc2)OC)C(C)C(=O)NC(C(=O)O)CCC(=O)N1C,False,MC-LR
MassSpecGymID0076955,ZYZCGGRZINLQBL,train,True,[M+H]+,Orbitrap,179.20008,995.556,994.548724,C49H74N10O12,C49H75N10O12,C=C1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(=O)O)C(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(C=CC(C)=CC(C)C(Cc2ccccc2)OC)C(C)C(=O)NC(C(=O)O)CCC(=O)N1C,False,MC-LR
MassSpecGymID0076956,ZYZCGGRZINLQBL,train,True,[M+H]+,Orbitrap,149.33339999999998,995.556,994.548724,C49H74N10O12,C49H75N10O12,C=C1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(=O)O)C(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(C=CC(C)=CC(C)C(Cc2ccccc2)OC)C(C)C(=O)NC(C(=O)O)CCC(=O)N1C,False,MC-LR
MassSpecGymID0076957,ZYZCGGRZINLQBL,train,True,[M+H]+,Orbitrap,119.46672,995.556,994.548724,C49H74N10O12,C49H75N10O12,C=C1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(=O)O)C(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(C=CC(C)=CC(C)C(Cc2ccccc2)OC)C(C)C(=O)NC(C(=O)O)CCC(=O)N1C,False,MC-LR
MassSpecGymID0076958,ZYZCGGRZINLQBL,train,True,[M+H]+,Orbitrap,89.60004,995.556,994.548724,C49H74N10O12,C49H75N10O12,C=C1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(=O)O)C(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(C=CC(C)=CC(C)C(Cc2ccccc2)OC)C(C)C(=O)NC(C(=O)O)CCC(=O)N1C,False,MC-LR
MassSpecGymID0076959,ZYZCGGRZINLQBL,train,True,[M+H]+,Orbitrap,59.73336,995.556,994.548724,C49H74N10O12,C49H75N10O12,C=C1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(=O)O)C(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(C=CC(C)=CC(C)C(Cc2ccccc2)OC)C(C)C(=O)NC(C(=O)O)CCC(=O)N1C,False,MC-LR
MassSpecGymID0076960,ZYZCGGRZINLQBL,train,True,[M+H]+,Orbitrap,179.20008,995.556,994.548724,C49H74N10O12,C49H75N10O12,C=C1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(=O)O)C(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(C=CC(C)=CC(C)C(Cc2ccccc2)OC)C(C)C(=O)NC(C(=O)O)CCC(=O)N1C,False,MC-LR
MassSpecGymID0076961,ZYZCGGRZINLQBL,train,True,[M+H]+,Orbitrap,149.33339999999998,995.556,994.548724,C49H74N10O12,C49H75N10O12,C=C1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(=O)O)C(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(C=CC(C)=CC(C)C(Cc2ccccc2)OC)C(C)C(=O)NC(C(=O)O)CCC(=O)N1C,False,MC-LR
MassSpecGymID0076962,ZYZCGGRZINLQBL,train,True,[M+H]+,Orbitrap,119.46672,995.556,994.548724,C49H74N10O12,C49H75N10O12,C=C1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(=O)O)C(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(C=CC(C)=CC(C)C(Cc2ccccc2)OC)C(C)C(=O)NC(C(=O)O)CCC(=O)N1C,False,MC-LR
MassSpecGymID0076963,ZYZCGGRZINLQBL,train,True,[M+H]+,Orbitrap,89.60004,995.556,994.548724,C49H74N10O12,C49H75N10O12,C=C1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(=O)O)C(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(C=CC(C)=CC(C)C(Cc2ccccc2)OC)C(C)C(=O)NC(C(=O)O)CCC(=O)N1C,False,MC-LR
MassSpecGymID0076964,ZYZCGGRZINLQBL,train,True,[M+H]+,Orbitrap,59.73336,995.556,994.548724,C49H74N10O12,C49H75N10O12,C=C1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(=O)O)C(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(C=CC(C)=CC(C)C(Cc2ccccc2)OC)C(C)C(=O)NC(C(=O)O)CCC(=O)N1C,False,MC-LR
MassSpecGymID0076966,ZYZCGGRZINLQBL,train,True,[M+H]+,Orbitrap,69.68892,995.556,994.548724,C49H74N10O12,C49H75N10O12,C=C1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(=O)O)C(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(C=CC(C)=CC(C)C(Cc2ccccc2)OC)C(C)C(=O)NC(C(=O)O)CCC(=O)N1C,False,MC-LR
