world_id,cell_id,c_gen_level,mu_ceil_level,replicate,content_hash,case_status,false_m0_rejection,fired,boundary_counts_m1,boundary_counts_m2,boundary_counts_m3,evaluable_m1,evaluable_m2,evaluable_m3,evaluable_sufficient_m1,evaluable_sufficient_m2,evaluable_sufficient_m3,practical_wins_m1,practical_wins_m2,practical_wins_m3,boundary_limited,mu_max_at_clip_share,pin_at_ceiling_share,n_fit_rows,n_contact_fits,n_unresolved_fits,mu_inf,phi_p,scale,coefficient
V2C|E0|g1e3_copen|r008,g1e3_copen,g1e3,copen,8,514fbd784491327c5f01d4e445862586ce95c3b9a6c36a9ed431e9e23c7e4b1a,M0_NOT_REJECTED,False,,0,0,4,30,30,26,True,True,True,5,8,4,False,0.0,0.022222222222222223,1080,4,4,0.2213723548332084,1.4880688725939044,1.1731456308747648,0.36711706058181354
V2C|E0|g1e4_c1e3|r008,g1e4_c1e3,g1e4,c1e3,8,514fbd784491327c5f01d4e445862586ce95c3b9a6c36a9ed431e9e23c7e4b1a,M0_NOT_REJECTED,False,,0,0,6,30,30,24,True,True,True,5,8,4,False,0.0,0.03888888888888889,1080,7,6,0.2213723548332084,1.4880688725939044,1.1731456308747648,0.36711706058181354
V2C|E0|g1e4_c1e4|r008,g1e4_c1e4,g1e4,c1e4,8,514fbd784491327c5f01d4e445862586ce95c3b9a6c36a9ed431e9e23c7e4b1a,M0_NOT_REJECTED,False,,0,0,6,30,30,24,True,True,True,5,8,4,False,0.0,0.03333333333333333,1080,6,6,0.2213723548332084,1.4880688725939044,1.1731456308747648,0.36711706058181354
V2C|E0|g1e4_copen|r008,g1e4_copen,g1e4,copen,8,514fbd784491327c5f01d4e445862586ce95c3b9a6c36a9ed431e9e23c7e4b1a,M0_NOT_REJECTED,False,,0,0,4,30,30,26,True,True,True,5,8,4,False,0.0,0.022222222222222223,1080,4,4,0.2213723548332084,1.4880688725939044,1.1731456308747648,0.36711706058181354
V2C|E0|gnone_c1e3|r008,gnone_c1e3,gnone,c1e3,8,514fbd784491327c5f01d4e445862586ce95c3b9a6c36a9ed431e9e23c7e4b1a,M0_NOT_REJECTED,False,,0,0,6,30,30,24,True,True,True,5,8,4,False,0.0,0.03888888888888889,1080,7,6,0.2213723548332084,1.4880688725939044,1.1731456308747648,0.36711706058181354
V2C|E0|gnone_c1e4|r008,gnone_c1e4,gnone,c1e4,8,514fbd784491327c5f01d4e445862586ce95c3b9a6c36a9ed431e9e23c7e4b1a,M0_NOT_REJECTED,False,,0,0,6,30,30,24,True,True,True,5,8,4,False,0.0,0.03333333333333333,1080,6,6,0.2213723548332084,1.4880688725939044,1.1731456308747648,0.36711706058181354
V2C|E0|gnone_copen|r008,gnone_copen,gnone,copen,8,514fbd784491327c5f01d4e445862586ce95c3b9a6c36a9ed431e9e23c7e4b1a,M0_NOT_REJECTED,False,,0,0,4,30,30,26,True,True,True,5,8,4,False,0.0,0.022222222222222223,1080,4,4,0.2213723548332084,1.4880688725939044,1.1731456308747648,0.36711706058181354
V2C|E0|g1e3_c1e3|r009,g1e3_c1e3,g1e3,c1e3,9,4dd1652f7e16aee2dcff1156a4c6c6d7b815a7e1d7854029b9b0f33bfa543eec,BOUNDARY_LIMITED,False,,0,2,7,30,28,23,True,True,False,2,2,5,True,0.0,0.12222222222222222,1080,24,24,0.27585402948175236,1.5492465881303712,1.1888640883046704,0.33147260616938884
V2C|E0|g1e3_c1e4|r009,g1e3_c1e4,g1e3,c1e4,9,4dd1652f7e16aee2dcff1156a4c6c6d7b815a7e1d7854029b9b0f33bfa543eec,BOUNDARY_LIMITED,False,,0,2,7,30,28,23,True,True,False,2,2,5,True,0.0,0.12222222222222222,1080,24,24,0.27585402948175236,1.5492465881303712,1.1888640883046704,0.33147260616938884
V2C|E0|g1e3_copen|r009,g1e3_copen,g1e3,copen,9,4dd1652f7e16aee2dcff1156a4c6c6d7b815a7e1d7854029b9b0f33bfa543eec,M0_NOT_REJECTED,False,,0,2,5,30,28,25,True,True,True,2,2,5,False,0.0,0.06111111111111111,1080,13,11,0.27585402948175236,1.5492465881303712,1.1888640883046704,0.33147260616938884
V2C|E0|g1e4_c1e3|r009,g1e4_c1e3,g1e4,c1e3,9,d38f20517530407fb78d85c5681867e4a003c76e800428080087c80c3334b184,BOUNDARY_LIMITED,False,,0,2,8,30,28,22,True,True,False,4,2,4,True,0.0,0.12777777777777777,1080,25,25,0.27585402948175236,1.5492465881303712,1.1888640883046704,0.33147260616938884
V2C|E0|g1e4_c1e4|r009,g1e4_c1e4,g1e4,c1e4,9,d38f20517530407fb78d85c5681867e4a003c76e800428080087c80c3334b184,BOUNDARY_LIMITED,False,,0,2,8,30,28,22,True,True,False,4,2,4,True,0.0,0.12777777777777777,1080,25,25,0.27585402948175236,1.5492465881303712,1.1888640883046704,0.33147260616938884
V2C|E0|g1e4_copen|r009,g1e4_copen,g1e4,copen,9,d38f20517530407fb78d85c5681867e4a003c76e800428080087c80c3334b184,M0_NOT_REJECTED,False,,0,2,5,30,28,25,True,True,True,4,2,4,False,0.0,0.05555555555555555,1080,12,11,0.27585402948175236,1.5492465881303712,1.1888640883046704,0.33147260616938884
V2C|E0|gnone_c1e3|r009,gnone_c1e3,gnone,c1e3,9,2872b8ed2c7e633b4b32ebcfd6278a810ee2b458766a7daa171066d3d2cf95c3,BOUNDARY_LIMITED,False,,0,1,8,30,29,22,True,True,False,5,2,4,True,0.0,0.13333333333333333,1080,25,25,0.27585402948175236,1.5492465881303712,1.1888640883046704,0.33147260616938884
V2C|E0|gnone_c1e4|r009,gnone_c1e4,gnone,c1e4,9,2872b8ed2c7e633b4b32ebcfd6278a810ee2b458766a7daa171066d3d2cf95c3,BOUNDARY_LIMITED,False,,0,1,8,30,29,22,True,True,False,5,2,4,True,0.0,0.13333333333333333,1080,25,25,0.27585402948175236,1.5492465881303712,1.1888640883046704,0.33147260616938884
V2C|E0|gnone_copen|r009,gnone_copen,gnone,copen,9,2872b8ed2c7e633b4b32ebcfd6278a810ee2b458766a7daa171066d3d2cf95c3,M0_NOT_REJECTED,False,,0,1,4,30,29,26,True,True,True,5,2,4,False,0.0,0.05,1080,10,7,0.27585402948175236,1.5492465881303712,1.1888640883046704,0.33147260616938884
V2C|E0|g1e3_c1e3|r010,g1e3_c1e3,g1e3,c1e3,10,7faecb177df89bf117a19a6429e939b32b22159a6d7ef3ec644c12746a8efc93,BOUNDARY_LIMITED,False,,0,3,9,30,27,21,True,True,False,4,5,2,True,0.0,0.14444444444444443,1080,33,32,0.21382817889019815,1.543260421916912,1.3269118532747723,0.49897854750453674
V2C|E0|g1e3_c1e4|r010,g1e3_c1e4,g1e3,c1e4,10,7faecb177df89bf117a19a6429e939b32b22159a6d7ef3ec644c12746a8efc93,BOUNDARY_LIMITED,False,,0,3,9,30,27,21,True,True,False,4,5,2,True,0.0,0.1388888888888889,1080,32,31,0.21382817889019815,1.543260421916912,1.3269118532747723,0.49897854750453674
V2C|E0|g1e3_copen|r010,g1e3_copen,g1e3,copen,10,7faecb177df89bf117a19a6429e939b32b22159a6d7ef3ec644c12746a8efc93,M0_NOT_REJECTED,False,,0,3,6,30,27,24,True,True,True,4,5,4,False,0.0,0.07222222222222222,1080,20,19,0.21382817889019815,1.543260421916912,1.3269118532747723,0.49897854750453674
V2C|E0|g1e4_c1e3|r010,g1e4_c1e3,g1e4,c1e3,10,84ac9b6b3a9f03a50f06750f11cbbb5f785204f4fdabfe650b0db21d12b1f093,BOUNDARY_LIMITED,False,,0,3,9,30,27,21,True,True,False,4,5,2,True,0.0,0.14444444444444443,1080,33,32,0.21382817889019815,1.543260421916912,1.3269118532747723,0.49897854750453674
V2C|E0|g1e4_c1e4|r010,g1e4_c1e4,g1e4,c1e4,10,84ac9b6b3a9f03a50f06750f11cbbb5f785204f4fdabfe650b0db21d12b1f093,BOUNDARY_LIMITED,False,,0,3,9,30,27,21,True,True,False,4,5,2,True,0.0,0.1388888888888889,1080,32,31,0.21382817889019815,1.543260421916912,1.3269118532747723,0.49897854750453674
V2C|E0|g1e4_copen|r010,g1e4_copen,g1e4,copen,10,84ac9b6b3a9f03a50f06750f11cbbb5f785204f4fdabfe650b0db21d12b1f093,M0_NOT_REJECTED,False,,0,3,6,30,27,24,True,True,True,4,5,4,False,0.0,0.07222222222222222,1080,20,19,0.21382817889019815,1.543260421916912,1.3269118532747723,0.49897854750453674
V2C|E0|gnone_c1e3|r010,gnone_c1e3,gnone,c1e3,10,daabe1f3712de62903562eb032df59c2dc74e65d42b1363de02fe71e1c98ce87,BOUNDARY_LIMITED,False,,0,3,9,30,27,21,True,True,False,4,5,2,True,0.0,0.14444444444444443,1080,33,32,0.21382817889019815,1.543260421916912,1.3269118532747723,0.49897854750453674
V2C|E0|gnone_c1e4|r010,gnone_c1e4,gnone,c1e4,10,daabe1f3712de62903562eb032df59c2dc74e65d42b1363de02fe71e1c98ce87,BOUNDARY_LIMITED,False,,0,3,9,30,27,21,True,True,False,4,5,2,True,0.0,0.1388888888888889,1080,32,31,0.21382817889019815,1.543260421916912,1.3269118532747723,0.49897854750453674
V2C|E0|gnone_copen|r010,gnone_copen,gnone,copen,10,daabe1f3712de62903562eb032df59c2dc74e65d42b1363de02fe71e1c98ce87,M0_NOT_REJECTED,False,,0,3,6,30,27,24,True,True,True,4,5,4,False,0.0,0.07222222222222222,1080,20,19,0.21382817889019815,1.543260421916912,1.3269118532747723,0.49897854750453674
V2C|E0|g1e3_c1e3|r011,g1e3_c1e3,g1e3,c1e3,11,0e4a9d58332baefaf6fd0b47480261a20d7575e25a30dc1b6badc45d549e6e87,BOUNDARY_LIMITED,False,,0,2,10,30,28,20,True,True,False,9,8,7,True,0.0,0.15,1080,32,29,0.16905016531838907,1.6318303577174167,1.1073575782562657,0.2740480951953009
V2C|E0|g1e3_c1e4|r011,g1e3_c1e4,g1e3,c1e4,11,0e4a9d58332baefaf6fd0b47480261a20d7575e25a30dc1b6badc45d549e6e87,BOUNDARY_LIMITED,False,,0,2,10,30,28,20,True,True,False,9,8,7,True,0.0,0.13333333333333333,1080,29,25,0.16905016531838907,1.6318303577174167,1.1073575782562657,0.2740480951953009
V2C|E0|g1e3_copen|r011,g1e3_copen,g1e3,copen,11,0e4a9d58332baefaf6fd0b47480261a20d7575e25a30dc1b6badc45d549e6e87,BOUNDARY_LIMITED,False,,0,2,8,30,28,22,True,True,False,9,8,9,True,0.0,0.07222222222222222,1080,18,17,0.16905016531838907,1.6318303577174167,1.1073575782562657,0.2740480951953009
V2C|E0|g1e4_c1e3|r011,g1e4_c1e3,g1e4,c1e3,11,500292d1623566a3852ba6609a10dcfb7e2d1729c0d4c8d1d487a337b9b1c581,BOUNDARY_LIMITED,False,,0,2,10,30,28,20,True,True,False,9,8,7,True,0.0,0.15,1080,32,29,0.16905016531838907,1.6318303577174167,1.1073575782562657,0.2740480951953009
V2C|E0|g1e4_c1e4|r011,g1e4_c1e4,g1e4,c1e4,11,500292d1623566a3852ba6609a10dcfb7e2d1729c0d4c8d1d487a337b9b1c581,BOUNDARY_LIMITED,False,,0,2,10,30,28,20,True,True,False,9,8,7,True,0.0,0.13333333333333333,1080,29,25,0.16905016531838907,1.6318303577174167,1.1073575782562657,0.2740480951953009
V2C|E0|g1e4_copen|r011,g1e4_copen,g1e4,copen,11,500292d1623566a3852ba6609a10dcfb7e2d1729c0d4c8d1d487a337b9b1c581,BOUNDARY_LIMITED,False,,0,2,8,30,28,22,True,True,False,9,8,9,True,0.0,0.07222222222222222,1080,18,17,0.16905016531838907,1.6318303577174167,1.1073575782562657,0.2740480951953009
V2C|E0|gnone_c1e3|r011,gnone_c1e3,gnone,c1e3,11,2c2836e216a4ba8aa1476e9aceac492fa9bb8216ccd3119b3f222a73fe2687f1,BOUNDARY_LIMITED,False,,0,2,10,30,28,20,True,True,False,9,8,7,True,0.0,0.15,1080,32,29,0.16905016531838907,1.6318303577174167,1.1073575782562657,0.2740480951953009
V2C|E0|gnone_c1e4|r011,gnone_c1e4,gnone,c1e4,11,2c2836e216a4ba8aa1476e9aceac492fa9bb8216ccd3119b3f222a73fe2687f1,BOUNDARY_LIMITED,False,,0,2,10,30,28,20,True,True,False,9,8,7,True,0.0,0.13333333333333333,1080,29,25,0.16905016531838907,1.6318303577174167,1.1073575782562657,0.2740480951953009
V2C|E0|gnone_copen|r011,gnone_copen,gnone,copen,11,2c2836e216a4ba8aa1476e9aceac492fa9bb8216ccd3119b3f222a73fe2687f1,BOUNDARY_LIMITED,False,,0,2,8,30,28,22,True,True,False,9,8,9,True,0.0,0.07222222222222222,1080,18,17,0.16905016531838907,1.6318303577174167,1.1073575782562657,0.2740480951953009
V2C|E0|g1e3_c1e3|r012,g1e3_c1e3,g1e3,c1e3,12,6cd03cd0c95fd81b30e69638de8c9040b0e249c14a21bea970fb22b16f93c487,BOUNDARY_LIMITED,False,,0,5,22,30,25,8,True,True,False,8,7,4,True,0.0,0.45,1080,99,98,0.17554179881462972,1.4043270382213364,1.561278363675734,0.4679770083355867
V2C|E0|g1e3_c1e4|r012,g1e3_c1e4,g1e3,c1e4,12,6cd03cd0c95fd81b30e69638de8c9040b0e249c14a21bea970fb22b16f93c487,BOUNDARY_LIMITED,False,,0,5,20,30,25,10,True,True,False,8,7,4,True,0.0,0.4444444444444444,1080,98,95,0.17554179881462972,1.4043270382213364,1.561278363675734,0.4679770083355867
V2C|E0|g1e3_copen|r012,g1e3_copen,g1e3,copen,12,6cd03cd0c95fd81b30e69638de8c9040b0e249c14a21bea970fb22b16f93c487,BOUNDARY_LIMITED,False,,0,5,15,30,25,15,True,True,False,8,7,4,True,0.0,0.32222222222222224,1080,76,71,0.17554179881462972,1.4043270382213364,1.561278363675734,0.4679770083355867
V2C|E0|g1e4_c1e3|r012,g1e4_c1e3,g1e4,c1e3,12,14a7258b3988f71555090345e5221f09b9531f27056d0081cff98ae5477b3ca5,BOUNDARY_LIMITED,False,,0,4,23,30,26,7,True,True,False,7,7,4,True,0.0,0.4666666666666667,1080,101,98,0.17554179881462972,1.4043270382213364,1.561278363675734,0.4679770083355867
V2C|E0|g1e4_c1e4|r012,g1e4_c1e4,g1e4,c1e4,12,14a7258b3988f71555090345e5221f09b9531f27056d0081cff98ae5477b3ca5,BOUNDARY_LIMITED,False,,0,4,22,30,26,8,True,True,False,7,7,4,True,0.0,0.45,1080,98,96,0.17554179881462972,1.4043270382213364,1.561278363675734,0.4679770083355867
V2C|E0|g1e4_copen|r012,g1e4_copen,g1e4,copen,12,14a7258b3988f71555090345e5221f09b9531f27056d0081cff98ae5477b3ca5,BOUNDARY_LIMITED,False,,0,4,16,30,26,14,True,True,False,7,7,4,True,0.0,0.3388888888888889,1080,78,73,0.17554179881462972,1.4043270382213364,1.561278363675734,0.4679770083355867
V2C|E0|gnone_c1e3|r012,gnone_c1e3,gnone,c1e3,12,14a7258b3988f71555090345e5221f09b9531f27056d0081cff98ae5477b3ca5,BOUNDARY_LIMITED,False,,0,4,23,30,26,7,True,True,False,7,7,4,True,0.0,0.4666666666666667,1080,101,98,0.17554179881462972,1.4043270382213364,1.561278363675734,0.4679770083355867
V2C|E0|gnone_c1e4|r012,gnone_c1e4,gnone,c1e4,12,14a7258b3988f71555090345e5221f09b9531f27056d0081cff98ae5477b3ca5,BOUNDARY_LIMITED,False,,0,4,22,30,26,8,True,True,False,7,7,4,True,0.0,0.45,1080,98,96,0.17554179881462972,1.4043270382213364,1.561278363675734,0.4679770083355867
V2C|E0|gnone_copen|r012,gnone_copen,gnone,copen,12,14a7258b3988f71555090345e5221f09b9531f27056d0081cff98ae5477b3ca5,BOUNDARY_LIMITED,False,,0,4,16,30,26,14,True,True,False,7,7,4,True,0.0,0.3388888888888889,1080,78,73,0.17554179881462972,1.4043270382213364,1.561278363675734,0.4679770083355867
V2C|E0|g1e3_c1e3|r013,g1e3_c1e3,g1e3,c1e3,13,b5e2d77d0d4fb54b81f362469b67d60adcfe2071848bcabffc169c66522f43d8,BOUNDARY_LIMITED,False,,0,0,8,30,30,22,True,True,False,3,6,5,True,0.0,0.07222222222222222,1080,13,12,0.2271111445602101,1.2034478149273309,1.5087383939872863,0.4571571220226665
V2C|E0|g1e3_c1e4|r013,g1e3_c1e4,g1e3,c1e4,13,b5e2d77d0d4fb54b81f362469b67d60adcfe2071848bcabffc169c66522f43d8,M0_NOT_REJECTED,False,,0,0,6,30,30,24,True,True,True,3,6,6,False,0.0,0.06111111111111111,1080,11,10,0.2271111445602101,1.2034478149273309,1.5087383939872863,0.4571571220226665
V2C|E0|g1e3_copen|r013,g1e3_copen,g1e3,copen,13,b5e2d77d0d4fb54b81f362469b67d60adcfe2071848bcabffc169c66522f43d8,M0_NOT_REJECTED,False,,0,0,3,30,30,27,True,True,True,3,6,6,False,0.0,0.016666666666666666,1080,3,3,0.2271111445602101,1.2034478149273309,1.5087383939872863,0.4571571220226665
V2C|E0|g1e4_c1e3|r013,g1e4_c1e3,g1e4,c1e3,13,b5e2d77d0d4fb54b81f362469b67d60adcfe2071848bcabffc169c66522f43d8,BOUNDARY_LIMITED,False,,0,0,8,30,30,22,True,True,False,3,6,5,True,0.0,0.07222222222222222,1080,13,12,0.2271111445602101,1.2034478149273309,1.5087383939872863,0.4571571220226665
V2C|E0|g1e4_c1e4|r013,g1e4_c1e4,g1e4,c1e4,13,b5e2d77d0d4fb54b81f362469b67d60adcfe2071848bcabffc169c66522f43d8,M0_NOT_REJECTED,False,,0,0,6,30,30,24,True,True,True,3,6,6,False,0.0,0.06111111111111111,1080,11,10,0.2271111445602101,1.2034478149273309,1.5087383939872863,0.4571571220226665
V2C|E0|g1e4_copen|r013,g1e4_copen,g1e4,copen,13,b5e2d77d0d4fb54b81f362469b67d60adcfe2071848bcabffc169c66522f43d8,M0_NOT_REJECTED,False,,0,0,3,30,30,27,True,True,True,3,6,6,False,0.0,0.016666666666666666,1080,3,3,0.2271111445602101,1.2034478149273309,1.5087383939872863,0.4571571220226665
V2C|E0|gnone_c1e3|r013,gnone_c1e3,gnone,c1e3,13,b5e2d77d0d4fb54b81f362469b67d60adcfe2071848bcabffc169c66522f43d8,BOUNDARY_LIMITED,False,,0,0,8,30,30,22,True,True,False,3,6,5,True,0.0,0.07222222222222222,1080,13,12,0.2271111445602101,1.2034478149273309,1.5087383939872863,0.4571571220226665
V2C|E0|gnone_c1e4|r013,gnone_c1e4,gnone,c1e4,13,b5e2d77d0d4fb54b81f362469b67d60adcfe2071848bcabffc169c66522f43d8,M0_NOT_REJECTED,False,,0,0,6,30,30,24,True,True,True,3,6,6,False,0.0,0.06111111111111111,1080,11,10,0.2271111445602101,1.2034478149273309,1.5087383939872863,0.4571571220226665
V2C|E0|gnone_copen|r013,gnone_copen,gnone,copen,13,b5e2d77d0d4fb54b81f362469b67d60adcfe2071848bcabffc169c66522f43d8,M0_NOT_REJECTED,False,,0,0,3,30,30,27,True,True,True,3,6,6,False,0.0,0.016666666666666666,1080,3,3,0.2271111445602101,1.2034478149273309,1.5087383939872863,0.4571571220226665
V2C|E0|g1e3_c1e3|r014,g1e3_c1e3,g1e3,c1e3,14,c064e0d702fb75a6a1771815f4158af6ffb71447b59470ecc971e0016eabb8ec,BOUNDARY_LIMITED,False,,0,2,16,30,28,14,True,True,False,4,5,4,True,0.0,0.32222222222222224,1080,60,59,0.22116201520182632,1.5677979911444233,1.6233093953592383,0.267966904880753
V2C|E0|g1e3_c1e4|r014,g1e3_c1e4,g1e3,c1e4,14,c064e0d702fb75a6a1771815f4158af6ffb71447b59470ecc971e0016eabb8ec,BOUNDARY_LIMITED,False,,0,2,14,30,28,16,True,True,False,4,5,4,True,0.0,0.31666666666666665,1080,59,55,0.22116201520182632,1.5677979911444233,1.6233093953592383,0.267966904880753
V2C|E0|g1e3_copen|r014,g1e3_copen,g1e3,copen,14,c064e0d702fb75a6a1771815f4158af6ffb71447b59470ecc971e0016eabb8ec,BOUNDARY_LIMITED,False,,0,2,11,30,28,19,True,True,False,4,5,2,True,0.0,0.16111111111111112,1080,31,31,0.22116201520182632,1.5677979911444233,1.6233093953592383,0.267966904880753
V2C|E0|g1e4_c1e3|r014,g1e4_c1e3,g1e4,c1e3,14,e2de4a046033a8b94a1978c03d0655caa70445717431e5e6ba34037f72d76093,BOUNDARY_LIMITED,False,,0,2,16,30,28,14,True,True,False,4,5,4,True,0.0,0.32222222222222224,1080,60,59,0.22116201520182632,1.5677979911444233,1.6233093953592383,0.267966904880753
V2C|E0|g1e4_c1e4|r014,g1e4_c1e4,g1e4,c1e4,14,e2de4a046033a8b94a1978c03d0655caa70445717431e5e6ba34037f72d76093,BOUNDARY_LIMITED,False,,0,2,14,30,28,16,True,True,False,4,5,4,True,0.0,0.32222222222222224,1080,60,56,0.22116201520182632,1.5677979911444233,1.6233093953592383,0.267966904880753
V2C|E0|g1e4_copen|r014,g1e4_copen,g1e4,copen,14,e2de4a046033a8b94a1978c03d0655caa70445717431e5e6ba34037f72d76093,BOUNDARY_LIMITED,False,,0,2,11,30,28,19,True,True,False,4,5,2,True,0.0,0.16111111111111112,1080,31,31,0.22116201520182632,1.5677979911444233,1.6233093953592383,0.267966904880753
V2C|E0|gnone_c1e3|r014,gnone_c1e3,gnone,c1e3,14,4b2727617a65a0ce7ab2b0b1e3e4770944389d8e3d8a10461f1c9f2eaa249edd,BOUNDARY_LIMITED,False,,0,1,25,30,29,5,True,True,False,3,8,5,True,0.0,0.5833333333333334,1080,106,101,0.22116201520182632,1.5677979911444233,1.6233093953592383,0.267966904880753
V2C|E0|gnone_c1e4|r014,gnone_c1e4,gnone,c1e4,14,4b2727617a65a0ce7ab2b0b1e3e4770944389d8e3d8a10461f1c9f2eaa249edd,BOUNDARY_LIMITED,False,,0,1,25,30,29,5,True,True,False,3,8,5,True,0.0,0.5777777777777777,1080,105,101,0.22116201520182632,1.5677979911444233,1.6233093953592383,0.267966904880753
V2C|E0|gnone_copen|r014,gnone_copen,gnone,copen,14,4b2727617a65a0ce7ab2b0b1e3e4770944389d8e3d8a10461f1c9f2eaa249edd,BOUNDARY_LIMITED,False,,0,1,22,30,29,8,True,True,False,3,8,7,True,0.0,0.4666666666666667,1080,85,83,0.22116201520182632,1.5677979911444233,1.6233093953592383,0.267966904880753
V2C|E0|g1e3_c1e3|r015,g1e3_c1e3,g1e3,c1e3,15,2a196b2a18e505b9924e04580f38bef5e83a3343c0e8de031cefd9ca862a6e5e,BOUNDARY_LIMITED,False,,0,1,15,30,29,15,True,True,False,4,7,6,True,0.0,0.19444444444444445,1080,36,35,0.2729122883816738,1.4455503634359932,1.5397150836221971,0.2708788089930676
V2C|E0|g1e3_c1e4|r015,g1e3_c1e4,g1e3,c1e4,15,2a196b2a18e505b9924e04580f38bef5e83a3343c0e8de031cefd9ca862a6e5e,BOUNDARY_LIMITED,False,,0,1,14,30,29,16,True,True,False,4,7,6,True,0.0,0.18333333333333332,1080,34,33,0.2729122883816738,1.4455503634359932,1.5397150836221971,0.2708788089930676
V2C|E0|g1e3_copen|r015,g1e3_copen,g1e3,copen,15,2a196b2a18e505b9924e04580f38bef5e83a3343c0e8de031cefd9ca862a6e5e,M0_NOT_REJECTED,False,,0,1,6,30,29,24,True,True,True,4,7,6,False,0.0,0.09444444444444444,1080,18,17,0.2729122883816738,1.4455503634359932,1.5397150836221971,0.2708788089930676
V2C|E0|g1e4_c1e3|r015,g1e4_c1e3,g1e4,c1e3,15,6a2c08db04a086fb97988d34f86867ee404c0c0eaa68b89b059117f6494d0040,BOUNDARY_LIMITED,False,,0,1,15,30,29,15,True,True,False,4,7,6,True,0.0,0.19444444444444445,1080,36,35,0.2729122883816738,1.4455503634359932,1.5397150836221971,0.2708788089930676
V2C|E0|g1e4_c1e4|r015,g1e4_c1e4,g1e4,c1e4,15,6a2c08db04a086fb97988d34f86867ee404c0c0eaa68b89b059117f6494d0040,BOUNDARY_LIMITED,False,,0,1,14,30,29,16,True,True,False,4,7,6,True,0.0,0.18333333333333332,1080,34,33,0.2729122883816738,1.4455503634359932,1.5397150836221971,0.2708788089930676
V2C|E0|g1e4_copen|r015,g1e4_copen,g1e4,copen,15,6a2c08db04a086fb97988d34f86867ee404c0c0eaa68b89b059117f6494d0040,M0_NOT_REJECTED,False,,0,1,6,30,29,24,True,True,True,4,7,6,False,0.0,0.09444444444444444,1080,18,17,0.2729122883816738,1.4455503634359932,1.5397150836221971,0.2708788089930676
V2C|E0|gnone_c1e3|r015,gnone_c1e3,gnone,c1e3,15,ff2f09d74675347bf9a56689c249dbcfa6077739e384011ad2213e8e63d61286,BOUNDARY_LIMITED,False,,0,0,15,30,30,15,True,True,False,4,7,6,True,0.0,0.19444444444444445,1080,35,34,0.2729122883816738,1.4455503634359932,1.5397150836221971,0.2708788089930676
V2C|E0|gnone_c1e4|r015,gnone_c1e4,gnone,c1e4,15,ff2f09d74675347bf9a56689c249dbcfa6077739e384011ad2213e8e63d61286,BOUNDARY_LIMITED,False,,0,0,14,30,30,16,True,True,False,4,7,6,True,0.0,0.18333333333333332,1080,33,32,0.2729122883816738,1.4455503634359932,1.5397150836221971,0.2708788089930676
V2C|E0|gnone_copen|r015,gnone_copen,gnone,copen,15,ff2f09d74675347bf9a56689c249dbcfa6077739e384011ad2213e8e63d61286,M0_NOT_REJECTED,False,,0,0,6,30,30,24,True,True,True,4,7,6,False,0.0,0.09444444444444444,1080,17,16,0.2729122883816738,1.4455503634359932,1.5397150836221971,0.2708788089930676
V2C|E0|g1e3_c1e3|r016,g1e3_c1e3,g1e3,c1e3,16,9e7a738cac114c5c903c0ff05c4131f9860f893a42b1628d5cf8416fe9f19bfe,BOUNDARY_LIMITED,False,,0,0,20,30,30,10,True,True,False,8,6,3,True,0.0,0.45,1080,81,79,0.24741914285983993,1.213507100650162,1.72029065043753,0.3753909322143094
V2C|E0|g1e3_c1e4|r016,g1e3_c1e4,g1e3,c1e4,16,9e7a738cac114c5c903c0ff05c4131f9860f893a42b1628d5cf8416fe9f19bfe,BOUNDARY_LIMITED,False,,0,0,20,30,30,10,True,True,False,8,6,3,True,0.0,0.43333333333333335,1080,78,76,0.24741914285983993,1.213507100650162,1.72029065043753,0.3753909322143094
V2C|E0|g1e3_copen|r016,g1e3_copen,g1e3,copen,16,9e7a738cac114c5c903c0ff05c4131f9860f893a42b1628d5cf8416fe9f19bfe,BOUNDARY_LIMITED,False,,0,0,16,30,30,14,True,True,False,8,6,4,True,0.0,0.3,1080,54,51,0.24741914285983993,1.213507100650162,1.72029065043753,0.3753909322143094
V2C|E0|g1e4_c1e3|r016,g1e4_c1e3,g1e4,c1e3,16,e0b7edcbac6ac56b53f0030543b9aafcfdf269da6a57038026a9c7d972184390,BOUNDARY_LIMITED,False,,0,0,19,30,30,11,True,True,False,8,6,3,True,0.0,0.46111111111111114,1080,83,80,0.24741914285983993,1.213507100650162,1.72029065043753,0.3753909322143094
V2C|E0|g1e4_c1e4|r016,g1e4_c1e4,g1e4,c1e4,16,e0b7edcbac6ac56b53f0030543b9aafcfdf269da6a57038026a9c7d972184390,BOUNDARY_LIMITED,False,,0,0,20,30,30,10,True,True,False,8,6,3,True,0.0,0.4388888888888889,1080,79,78,0.24741914285983993,1.213507100650162,1.72029065043753,0.3753909322143094
V2C|E0|g1e4_copen|r016,g1e4_copen,g1e4,copen,16,e0b7edcbac6ac56b53f0030543b9aafcfdf269da6a57038026a9c7d972184390,BOUNDARY_LIMITED,False,,0,0,16,30,30,14,True,True,False,8,6,4,True,0.0,0.3,1080,54,52,0.24741914285983993,1.213507100650162,1.72029065043753,0.3753909322143094
