key,collection,position,smiles,mh,R1_single_position_all_energies,R3_no_isolation_conflict,R2_ms2_all_energies,R4_window_and_ce,R5_mass_range,R6_features,R7_neutral_scaffold_new,scaffold_group,in_step10,in_step8,in_v2_five_rung,VALIDATION,ANCHOR,SECONDARY
UQTHBDYONIABLH,NEXUS,_Q3_pos_E9_,CSc1cccc(NC(=O)CSc2nc3c(=O)[nH]cnc3n2C)c1,362.0739927200001,False,True,False,False,True,True,True,O=C(CSc1nc2c(=O)[nH]cnc2[nH]1)Nc1ccccc1,False,False,False,False,False,False
ZHAOBWFDPQHEGQ,NEXUS,_Q4_pos_E10_,Cc1ccc(NC(=O)CSc2nc3c(=O)[nH]cnc3n2C)cc1,330.10192172,True,False,True,True,True,True,True,O=C(CSc1nc2c(=O)[nH]cnc2[nH]1)Nc1ccccc1,True,True,False,False,False,False
KXCHENNUMCVPIX,NEXUS,_Q3_pos_E9_,Cn1c(SCC(=O)Nc2ccccc2C(F)(F)F)nc2c(=O)[nH]cnc21,384.07365628400004,False,False,False,False,True,True,True,O=C(CSc1nc2c(=O)[nH]cnc2[nH]1)Nc1ccccc1,False,False,False,False,False,False
RXKLYNPCLVNOOG,NEXUS,_Q4_pos_H9_,Cn1c(SCC(=O)Nc2cccc(C(F)(F)F)c2)nc2c(=O)[nH]cnc21,384.07365628400004,True,False,False,False,True,True,True,O=C(CSc1nc2c(=O)[nH]cnc2[nH]1)Nc1ccccc1,True,True,False,False,False,False
WSPZTWKRAWQQKY,NEXUS,_Q2_pos_F7_,CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCCc1ccccc1,350.186302976,True,True,True,True,True,True,True,O=C(CCc1c[nH]c2ccccc12)NCCc1ccccc1,True,True,False,True,False,False
IAQQPKKCHJCVJZ,NEXUS,_Q3_pos_F7_,CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCCOc1ccccc1-c1ccccc1,442.212517724,False,True,False,False,True,True,True,O=C(CCc1c[nH]c2ccccc12)NCCOc1ccccc1-c1ccccc1,False,False,False,False,False,False
CPAITHGIZYENCB,NEXUS,_Q1_pos_D8_,CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCCOc1cc(C)ccc1C(C)C,422.243817852,True,True,True,True,True,True,True,O=C(CCc1c[nH]c2ccccc12)NCCOc1ccccc1,True,True,False,True,False,False
DZTHIGRZJZPRDV,NEXUS,_Q4_pos_C5_,CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,247.107718308,True,True,False,False,True,True,False,c1ccc2[nH]ccc2c1,False,True,False,False,False,False
JDTWZSUNGHMMJM,NEXUS,_Q2_pos_C6_,CCC(C)C(NC(C)=O)C(=O)O,174.11246934,True,True,False,False,True,True,True,__ACYCLIC__JDTWZSUNGHMMJM,True,True,False,False,False,False
SNEIUMQYRCDYCH,NEXUS,_Q1_pos_G8_,CC(=O)NC(CCCNC(=N)N)C(=O)O,217.12951637199998,False,True,False,False,True,True,True,__ACYCLIC__SNEIUMQYRCDYCH,True,True,False,False,False,False
LSORZVAMUDAQEJ,NEXUS,_Q4_pos_E7_,CC(=O)NC(Cc1cc2ccccc2[nH]1)C(=O)NCc1ccco1,326.14991746799996,True,False,True,True,True,True,True,O=C(CCc1cc2ccccc2[nH]1)NCc1ccco1,True,True,False,False,False,False
OKFCSMOGDYDQCN,NEXUS,_Q2_pos_E6_,CC(=O)NCC(=O)N(CCc1c[nH]c2ccccc12)C1(C(=O)Nc2c(C)cccc2C)CCCCC1,489.28601701199995,True,True,False,False,True,True,True,O=C(Nc1ccccc1)C1(NCCc2c[nH]c3ccccc23)CCCCC1,True,True,False,False,False,False
YWFCOKHWFVFELC,NEXUS,_Q3_pos_E7_,CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC1CC1,286.155002848,False,True,False,False,True,True,True,O=C(CCc1c[nH]c2ccccc12)NC1CC1,False,False,False,False,False,False
KTHDTJVBEPMMGL,NEXUS,_Q1_pos_E7_,CC(=O)NC(C)C(=O)O,132.065519148,True,True,False,False,True,True,True,__ACYCLIC__KTHDTJVBEPMMGL,True,True,False,False,False,False
NWLXJVDJMARXSP,NEXUS,_Q4_pos_G7_,NC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,248.102967276,True,True,False,False,True,True,False,c1ccc2[nH]ccc2c1,False,True,False,False,False,False
QZHSQWAMWLUDAP,NEXUS,_Q2_pos_A11_,COc1cc2nc(SCc3nc4ccccc4[nH]3)[nH]c2cc1OC,341.10667275199995,True,False,True,True,True,True,True,c1ccc2[nH]c(CSc3nc4ccccc4[nH]3)nc2c1,True,True,False,False,False,False
RDUHXGIIUDVSHR,NEXUS,_Q1_pos_E12_,CCCCNCC(O)c1ccc(O)cc1,210.14885484799998,True,True,True,True,True,True,False,c1ccccc1,False,True,False,False,False,True
LFLOMAIEONDOLV,NEXUS,_Q4_pos_H5_,O=C(O)C(=O)c1ccccc1C(=O)O,195.02879929199997,True,True,False,False,True,True,False,c1ccccc1,False,True,False,False,False,False
LORDFXWUHHSAQU,NEXUS,_Q1_pos_C10_,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C,388.2118490280001,False,False,False,False,True,True,False,O=C(OCCc1ccccc1)c1ccccc1,False,True,False,False,False,False
IRFKBRPHBYCMQU,NEXUS,_Q3_pos_F12_,CC(=O)OC1CC(n2cc(C)c(=O)[nH]c2=O)OC1CO,285.108112232,True,True,False,False,True,True,True,O=c1ccn(C2CCCO2)c(=O)[nH]1,True,True,False,False,False,False
YGXHUYJWEQYFFW,NEXUS,_P5_pos_C6_,CC(C)C(=O)Nc1nc(O)c2ncn(C3CC(OC(=O)C(C)C)C(CO)O3)c2n1,408.18775952,True,True,True,True,True,True,False,c1ncc2ncn(C3CCCO3)c2n1,False,True,False,False,False,True
DYCJFJRCWPVDHY,NEXUS,_P5_pos_C6_,O=[N+]([O-])c1ccc(CSc2ncnc3c2ncn3C2OC(CO)C(O)C2O)cc1,420.0972302639999,True,False,True,True,True,True,True,c1ccc(CSc2ncnc3c2ncn3C2CCCO2)cc1,True,True,False,False,False,False
ZFEXCXNDPOKNKP,NEXUS,_Q4_pos_B12_,OCC1N2CCC(CC2)C1(O)O,174.11246934,True,False,False,False,True,True,True,C1CN2CCC1CC2,True,True,False,False,False,False
BAFWWCWWCIJIKN,NEXUS,_Q3_pos_A12_,COC(=O)NC(CCc1ccccc1)C(=O)O,238.10738396,False,True,False,False,True,True,False,c1ccccc1,False,False,False,False,False,False
DDFHHBJHPJDSKX,NEXUS,_Q3_pos_G6_,COc1cc(C2NC(=O)NC(C)=C2C(=O)OCCOC(C)C)cc(Br)c1O,443.081224556,False,True,False,False,True,True,True,O=C1NC=CC(c2ccccc2)N1,False,False,False,False,False,False
FUOQAYXHADBSHX,NEXUS,_P5_pos_H3_,CCOc1cc(C2C(C(=O)OCCOC(C)C)=C(C)NC3=C2C(=O)CC(c2ccc(OC)c(OC)c2)C3)ccc1O,566.274843208,True,True,False,False,True,True,True,O=C1CC(c2ccccc2)CC2=C1C(c1ccccc1)C=CN2,True,True,False,False,False,False
GYXGAEAOIFNGAE,NEXUS,_Q4_pos_C7_,CC(C)=C(CC(=O)O)C(=O)O,159.0651848,True,True,False,False,True,True,True,__ACYCLIC__GYXGAEAOIFNGAE,True,True,False,False,False,False
DSUPUOGOCIFZBG,NEXUS,_Q1_pos_F12_,O=C(O)c1ccccc1C(=O)Nc1ccccc1,242.081169212,True,False,False,False,True,True,False,O=C(Nc1ccccc1)c1ccccc1,False,True,False,False,False,False
UAQVHNZEONHPQG,NEXUS,_Q2_pos_A12_,CC(NC(=O)c1ccccc1)C(=O)O,194.081169212,True,True,False,False,True,True,False,c1ccccc1,False,True,False,False,False,False
AMUJHRXELMDDIQ,NEXUS,_P5_pos_E3_,O=c1cc(C(Cl)(Cl)Cl)oc2ccccc12,262.94278844,True,True,True,True,True,True,True,O=c1ccoc2ccccc12,True,True,False,True,False,False
ZUXLEFNPFXHKRL,NEXUS,_Q2_pos_G12_,COc1ccc2[nH]c(C)c(CCNC(=O)C3CCCCC3C(=O)OCC(F)(F)F)c2c1,441.19956800399996,False,True,False,False,True,True,True,O=C(NCCc1c[nH]c2ccccc12)C1CCCCC1,False,False,False,False,False,False
UXMPTDXXFKSNDM,NEXUS,_P5_pos_A4_,CCOc1cc(C2NC(=O)NC(C)=C2C(=O)OCC(F)(F)F)ccc1O,375.116232304,True,True,True,True,True,True,True,O=C1NC=CC(c2ccccc2)N1,True,True,False,True,False,False
SFFXUSZBTBFROX,NEXUS,_P5_pos_C3_,COc1cc(C2NC(=O)NC(C)=C2C(=O)OCC(F)(F)F)ccc1O,361.10058224,True,True,False,False,True,True,True,O=C1NC=CC(c2ccccc2)N1,True,True,False,False,False,False
IXHCCEUPNCGRLJ,NEXUS,_Q3_pos_G11_,COc1ccc2[nH]c(C)c(CCNC(=O)C(F)(F)F)c2c1,301.11583838,False,True,False,False,True,True,False,c1ccc2[nH]ccc2c1,False,False,False,False,False,False
JJVZDCRRLDVAIN,NEXUS,_Q1_pos_G7_,Cc1ccc2c(c1)c1c(n2C)CC[N+](C)(C)C1,230.17720109208997,False,True,False,False,True,True,True,c1ccc2c3c([nH]c2c1)CC[NH2+]C3,False,False,False,False,False,False
DWBVHXRPXNOGNW,NEXUS,_Q2_pos_E11_,O=C(C1CC1(c1ccccc1)c1ccccc1)N1CCc2ccccc2C1,354.185240356,True,True,True,True,True,True,True,O=C(C1CC1(c1ccccc1)c1ccccc1)N1CCc2ccccc2C1,True,True,False,True,False,False
FZHZQHNKCPJTNQ,NEXUS,_Q1_pos_A11_,O=C1NCCc2c1[nH]c1ccccc21,187.08658893999998,True,True,True,True,True,True,True,O=C1NCCc2c1[nH]c1ccccc21,True,True,False,True,False,False
UCTUXUGXIFRVGX,NEXUS,_Q2_pos_E12_,COc1ccc(C=O)c(OC)c1OC,197.080834864,True,False,False,False,True,True,False,c1ccccc1,False,True,False,False,False,False
ZRKLEAHGBNDKHM,NEXUS,_Q4_pos_B11_,C=CCNC(=O)C(O)C(O)C(=O)NCC=C,229.118282992,True,True,True,True,True,True,True,__ACYCLIC__ZRKLEAHGBNDKHM,True,True,False,True,False,False
YQAZPQFCMIGDDS,NEXUS,_Q3_pos_H8_,COc1cccc(C2NCCc3c2[nH]c2ccccc32)c1OC,309.1597538799999,False,True,False,False,True,True,True,c1ccc(C2NCCc3c2[nH]c2ccccc32)cc1,False,False,False,False,False,False
RQFJXENCZAEXQQ,NEXUS,_Q4_pos_F12_,COc1cc2c(cc1OC)C1(C)N(CC2)C(=O)OC1(C)C,292.154334152,False,True,False,False,True,True,True,O=C1OCC2c3ccccc3CCN12,False,False,False,False,False,False
JIVGSHFYXPRRSZ,NEXUS,_Q4_pos_E12_,COc1cccc(C=O)c1OC,167.07027018,True,True,False,False,True,True,False,c1ccccc1,False,True,False,False,False,False
GSOQOOJRRSBXFX,NEXUS,_P5_pos_H3_,COc1cccc(C(=O)N2CCN(C(=O)c3cccc(OC)c3OC)CC2)c1,385.17579786799996,True,True,True,True,True,True,True,O=C(c1ccccc1)N1CCN(C(=O)c2ccccc2)CC1,True,True,False,True,False,False
IAJBQAYHSQIQRE,NEXUS,_Q4_pos_E12_,COc1cc(OC)c(OC)cc1C=O,197.080834864,True,True,True,True,True,True,False,c1ccccc1,False,True,False,False,False,True
FTHMZHFJXZDJCX,NEXUS,_Q4_pos_G12_,Brc1cc(Br)c2c(c1)C=C1CCCCCC1(N1CCOCC1)O2,442.001179112,True,True,False,False,True,True,True,C1=C2CCCCCC2(N2CCOCC2)Oc2ccccc21,True,True,False,False,False,False
DTNCKZCYLUPFQE,NEXUS,_Q4_pos_F5_,O=C(c1cc(Cl)ccc1Cl)N1CCc2ccccc2C1,306.044695396,True,True,True,True,True,True,True,O=C(c1ccccc1)N1CCc2ccccc2C1,True,True,False,True,False,False
HWJDKYQDNRUICL,NEXUS,_Q4_pos_C6_,O=C(/C=C/c1ccccc1)ON1C(=O)CCC1=O,246.076083832,True,True,False,False,True,True,True,O=C(C=Cc1ccccc1)ON1C(=O)CCC1=O,True,True,False,False,False,False
LXOZEAWFTNVFPH,NEXUS,_Q4_pos_G8_,O=C1C2Cc3c([nH]c4ccccc34)C(c3ccccc3)N2C(=S)N1c1ccccc1,410.13215922800003,True,True,False,False,True,True,True,O=C1C2Cc3c([nH]c4ccccc34)C(c3ccccc3)N2C(=S)N1c1ccccc1,True,True,False,False,False,False
QBBXWGXXNFIASD,NEXUS,_Q4_pos_H7_,CCC1C/C(=C\c2ccc(OC)cc2)C(=O)/C(=C/c2ccc(OC)cc2)C1,363.19547069199996,True,False,True,True,True,True,True,O=C1C(=Cc2ccccc2)CCCC1=Cc1ccccc1,True,True,False,False,False,False
CAVYDDBHWKGAGN,NEXUS,_Q4_pos_E8_,COc1cc(C2C(C#N)=C(N)SC(N)=C2C#N)cc([N+](=O)[O-])c1O,346.06045083199996,True,True,False,False,True,True,True,C1=CC(c2ccccc2)C=CS1,True,True,False,False,False,False
SVHQWHSBTPUXGM,NEXUS,_Q1_pos_H6_,COc1cc(C(=S)N2CCOCC2)cc(OC)c1OC(=O)c1ccccc1Cl,422.08234741999996,True,True,True,True,True,True,True,O=C(Oc1ccc(C(=S)N2CCOCC2)cc1)c1ccccc1,True,True,False,True,False,False
ZAWRBZSIRVFBPV,NEXUS,_Q3_pos_E7_,COc1cc(/C=c2/sc3nc4ccccc4n3c2=O)cc(OC)c1OC(C)=O,397.0852686119999,False,True,False,False,True,True,True,O=c1c(=Cc2ccccc2)sc2nc3ccccc3n12,False,False,False,False,False,False
ZFBNNSOJNZBLLS,NEXUS,_Q3_pos_E12_,COc1cc(C)cc(OC)c1O,169.085920244,False,True,False,False,True,True,False,c1ccccc1,False,False,False,False,False,False
PDIOUUAXUGLNSO,NEXUS,_Q1_pos_G11_,O=C(O)c1[nH]c(=O)[nH]c(=O)c1CN1CCC(Cc2ccccc2)CC1,344.16048215200004,False,False,False,False,True,True,True,O=c1[nH]cc(CN2CCC(Cc3ccccc3)CC2)c(=O)[nH]1,False,False,False,False,False,False
DFKOPXRKBDNAIH,NEXUS,_Q4_pos_A8_,COc1cc(C2C(C#N)=C(N)Oc3cc(N)ccc32)cc(OC)c1OC,354.14483208799993,True,True,True,True,True,True,True,C1=CC(c2ccccc2)c2ccccc2O1,True,True,False,True,False,False
GEAXUVTVCRXYSV,NEXUS,_Q4_pos_C7_,Cc1nc2c(C)cccc2c(O)c1CN1CCCC1,257.16483926,True,True,True,True,True,True,True,c1ccc2ncc(CN3CCCC3)cc2c1,True,True,False,True,False,False
BKKMOZKDUDRLCS,NEXUS,_Q2_pos_C10_,Cc1nc2c(C)cccc2c(O)c1CN1CCCCC1C,285.19613938799995,True,True,True,True,True,True,True,c1ccc2ncc(CN3CCCCC3)cc2c1,True,True,False,True,False,False
DZQHJSGGXCUACQ,NEXUS,_Q1_pos_E11_,Cc1nc2c(nc(SCc3nc(-c4ccc(OC(C)C)cc4)oc3C)n2C)c(=O)[nH]1,426.159436596,True,True,True,True,True,True,True,O=c1[nH]cnc2[nH]c(SCc3coc(-c4ccccc4)n3)nc12,True,True,False,True,False,False
JBNROCKALOHPSF,NEXUS,_Q4_pos_F11_,Cc1nc2c(nc(SCC(=O)N3CCCc4ccccc43)n2C)c(=O)[nH]1,370.133221848,False,True,False,False,True,True,True,O=C(CSc1nc2c(=O)[nH]cnc2[nH]1)N1CCCc2ccccc21,False,False,False,False,False,False
UQRZCMPZYZLOIE,NEXUS,_Q2_pos_G11_,Cc1nc2c(nc(SCc3nc(-c4ccccc4)oc3C)n2C)c(=O)[nH]1,368.117571784,True,True,True,True,True,True,True,O=c1[nH]cnc2[nH]c(SCc3coc(-c4ccccc4)n3)nc12,True,True,False,True,False,False
GBJWKGVRNVQFFT,NEXUS,_Q2_pos_C11_,Cc1nc2c(nc(SCc3nc(-c4ccccc4C)oc3C)n2C)c(=O)[nH]1,382.133221848,True,True,True,True,True,True,True,O=c1[nH]cnc2[nH]c(SCc3coc(-c4ccccc4)n3)nc12,True,True,False,True,False,False
UDDHQXIMPZISOU,NEXUS,_Q4_pos_C11_,COc1cc(-c2nc(CSc3nc4c(=O)[nH]c(C)nc4n3C)c(C)o2)cc(OC)c1OC,458.149265836,True,True,True,True,True,True,True,O=c1[nH]cnc2[nH]c(SCc3coc(-c4ccccc4)n3)nc12,True,True,False,True,False,False
MKJTVDAPYXUJNV,NEXUS,_Q4_pos_B11_,Cc1cccc(-c2nc(CSc3nc4c(=O)[nH]c(C)nc4n3C)c(C)o2)c1,382.133221848,True,False,True,True,True,True,True,O=c1[nH]cnc2[nH]c(SCc3coc(-c4ccccc4)n3)nc12,True,True,False,False,False,False
DJQWPYGHOMCTHJ,NEXUS,_Q2_pos_G11_,Cc1ccc(-c2nc(CSc3nc4c(=O)[nH]c(C)nc4n3C)c(C)o2)cc1,382.133221848,True,True,True,True,True,True,True,O=c1[nH]cnc2[nH]c(SCc3coc(-c4ccccc4)n3)nc12,True,True,False,True,False,False
MDFSMLVYMGRDQL,NEXUS,_Q1_pos_B7_,CC(=O)/C=C(\C)NC(C)C(=O)O,172.096819276,True,True,False,False,True,True,True,__ACYCLIC__MDFSMLVYMGRDQL,True,True,False,False,False,False
FFRNRGCLQSQHGC,NEXUS,_Q4_pos_G5_,O=C(/C=C/c1ccccc1)OCCN(C1=NS(=O)(=O)c2ccccc21)c1ccccc1Cl,467.082681768,True,True,True,True,True,True,True,O=C(C=Cc1ccccc1)OCCN(C1=NS(=O)(=O)c2ccccc21)c1ccccc1,True,True,False,True,False,False
JXKKWYPQTJBSEX,NEXUS,_Q4_pos_G8_,Cc1nc(C(=O)Nc2ccccc2C(=O)O)cc2c1[nH]c1ccccc12,346.11861734,True,True,True,True,True,True,True,O=C(Nc1ccccc1)c1cc2c(cn1)[nH]c1ccccc12,True,True,False,True,False,False
XZPHCPOTGWXJFQ,NEXUS,_Q4_pos_G5_,O=C(N/N=C\c1cc(Br)cc(Br)c1OC(=O)c1cccc(F)c1)c1ccc2c(c1)OCO2,562.9247999360001,True,True,False,False,True,True,True,O=C(NN=Cc1ccccc1OC(=O)c1ccccc1)c1ccc2c(c1)OCO2,True,True,False,False,False,False
DQBIKQQAYUZUQR,NEXUS,_Q1_pos_B8_,COc1cc(/C=C2/S/C(=N\c3cccc(Cl)c3Cl)NC2=O)cc2c1OCO2,422.99675922399996,True,True,True,True,True,True,True,O=C1NC(=Nc2ccccc2)SC1=Cc1ccc2c(c1)OCO2,True,True,False,True,False,False
CXYAGLHFXXKLBS,NEXUS,_Q4_pos_F6_,Cc1cc(C)c(C(=O)NCC(=O)O)c(C)c1,222.11246934,True,True,False,False,True,True,False,c1ccccc1,False,True,False,False,False,False
OABYFRXECDYIIL,NEXUS,_Q3_pos_H12_,Cc1nc(NC(CC(C)C)C(=O)O)c2nc(C)oc2n1,279.145166436,False,True,False,False,True,True,True,c1ncc2ncoc2n1,False,False,False,False,False,False
QUAPVNIKMOMEAG,NEXUS,_Q1_pos_A9_,Cc1cc(C(=O)NC(Cc2ccccc2)C(=O)O)c(C)o1,288.123034024,True,True,True,True,True,True,True,O=C(NCCc1ccccc1)c1ccoc1,True,True,False,True,False,False
QPLHHPDONGSZNY,NEXUS,_Q1_pos_G6_,O=C(O)CNC(=O)c1ccccc1F,198.056097336,True,True,False,False,True,True,False,c1ccccc1,False,True,False,False,False,False
ONJSZLXSECQROL,NEXUS,_Q3_pos_B6_,O=C(O)CNC(=O)c1ccccc1O,196.060433768,False,True,False,False,True,True,False,c1ccccc1,False,False,False,False,False,False
CORFWQGVBFFZHF,NEXUS,_Q1_pos_G10_,O=C(O)CNC(=O)c1ccccc1I,305.962167116,False,True,False,False,True,True,False,c1ccccc1,False,False,False,False,False,False
IEJWBVLGUKNGAO,NEXUS,_Q3_pos_B7_,CSCCC(NC(=O)c1cc(-c2ccccc2)oc1C)C(=O)O,334.11075508799996,False,True,False,False,True,True,True,c1ccc(-c2ccco2)cc1,False,False,False,False,False,False
BZSGALZQKCIGFF,NEXUS,_Q1_pos_H12_,O=C1C2CC=CCC2C(=O)N1Cc1cc(=O)[nH]c2ccccc12,309.123368372,True,True,True,True,True,True,True,O=C1C2CC=CCC2C(=O)N1Cc1cc(=O)[nH]c2ccccc12,True,True,False,True,False,False
BXYRCDZUINXBPI,NEXUS,_Q2_pos_F8_,O=C(OCCNc1nc(-c2ccccc2)nc2ccccc12)c1cccnc1,371.150251816,False,True,False,False,True,True,True,O=C(OCCNc1nc(-c2ccccc2)nc2ccccc12)c1cccnc1,False,False,False,False,False,False
OBTRHSACGAHRDM,NEXUS,_P5_pos_C3_,COc1ccc(C(=O)Nc2sc3c(c2C(N)=O)CCCCC3)cc1OC,375.13730418399996,True,True,False,False,True,True,True,O=C(Nc1cc2c(s1)CCCCC2)c1ccccc1,True,True,False,False,False,False
FSPQCTGGIANIJZ,NEXUS,_Q3_pos_A10_,COc1ccc(C(=O)Nc2sc3c(c2C(N)=O)CCCC3)cc1OC,361.12165411999996,False,True,False,False,True,True,True,O=C(Nc1cc2c(s1)CCCC2)c1ccccc1,False,False,False,False,False,False
HBNJJGXPHMEBOW,NEXUS,_P5_pos_A3_,CCc1c(C)sc(NC(=O)c2ccc(OC)c(OC)c2)c1C(N)=O,349.12165411999996,True,True,False,False,True,True,True,O=C(Nc1cccs1)c1ccccc1,True,True,False,False,False,False
QXMOGQBJSZHEDW,NEXUS,_Q3_pos_G12_,COc1ccc(/C=C2\Oc3ccc(Cl)cc3C2=O)cc1OC,317.057512576,False,True,False,False,True,True,True,O=C1C(=Cc2ccccc2)Oc2ccccc21,False,False,False,False,False,False
OYGOCOVQYGJSNQ,NEXUS,_P5_pos_C6_,Cc1cc(=O)n(C)c(=O)n1Cc1ccccc1C#N,256.108052656,True,True,True,True,True,True,True,O=c1ccn(Cc2ccccc2)c(=O)[nH]1,True,True,False,True,False,False
OHZHMFHUDGVZSK,NEXUS,_Q4_pos_C11_,Cc1cc(=O)n(C)c(=O)n1Cc1ccccc1C(=O)O,275.102632928,True,True,True,True,True,True,True,O=c1ccn(Cc2ccccc2)c(=O)[nH]1,True,True,False,True,False,False
FVUNEEKVGHCYIO,NEXUS,_Q2_pos_E6_,O=C(O)CNC(=O)c1cccc(F)c1,198.056097336,True,True,False,False,True,True,False,c1ccccc1,False,True,False,False,False,False
BNDFIKUKAJYWHV,NEXUS,_P5_pos_C5_,O=C(CN(c1cccc([N+](=O)[O-])c1)S(=O)(=O)c1ccccc1)N1CCc2ccccc2C1,452.12746777200005,True,True,True,True,True,True,True,O=C(CN(c1ccccc1)S(=O)(=O)c1ccccc1)N1CCc2ccccc2C1,True,True,False,True,False,False
FBOZXECLQNJBKD,NEXUS,_Q2_pos_H7_,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,455.1785918039999,False,True,False,False,True,True,True,c1ccc(NCc2cnc3ncncc3n2)cc1,True,True,False,False,False,False
RIQJMJMBEBHBMT,NEXUS,_Q2_pos_D8_,COc1ccc(S(=O)(=O)Nc2ccc(C(=O)NCC(=O)O)cc2)cc1-n1cnnn1,433.092479232,True,True,True,True,True,True,True,O=S(=O)(Nc1ccccc1)c1cccc(-n2cnnn2)c1,True,True,False,True,False,False
MWZRJINWYQTYDP,NEXUS,_Q2_pos_G12_,CN(C)S(=O)(=O)Nc1ccc(S(=O)(=O)N2CCc3ccccc3C2)cc1,396.104624152,False,True,False,False,True,True,True,O=S(=O)(c1ccccc1)N1CCc2ccccc2C1,False,False,False,False,False,False
TXXWXESCAGCJAD,NEXUS,_Q1_pos_A7_,O=C(NC(Cc1c[nH]c2ccccc12)C(=O)O)c1ccc(C23CC4CC(CC(C4)C2)C3)cc1,443.23291882,True,False,False,False,True,True,True,O=C(NCCc1c[nH]c2ccccc12)c1ccc(C23CC4CC(CC(C4)C2)C3)cc1,True,True,False,False,False,False
COYZIYOEXGRBHQ,NEXUS,_Q3_pos_B8_,O=C(O)CNC(=O)c1ccc(Cl)cc1,214.026546796,False,True,False,False,True,True,False,c1ccccc1,False,False,False,False,False,False
CGELAGQAQFTJJP,NEXUS,_Q1_pos_F8_,CCCCC(NC(=O)c1ccc(Cl)cc1)C(=O)O,270.089147052,True,True,False,False,True,True,False,c1ccccc1,False,True,False,False,False,False
PHTBRBKUWXIXHH,NEXUS,_P5_pos_H2_,CC(=O)CCC(=O)OC1CC(n2cnc3c(=O)[nH]c(NC(=O)C(C)C)nc32)OC1OP(=O)(O)Oc1ccc(Cl)cc1,612.1256823739999,True,True,False,False,True,True,True,O=c1[nH]cnc2c1ncn2C1CCC(O[PH](=O)Oc2ccccc2)O1,True,True,False,False,False,False
NVWXSGQHHUSSOU,NEXUS,_Q4_pos_C9_,O=C(O)CNC(=O)c1ccc(F)cc1,198.056097336,False,True,False,False,True,True,False,c1ccccc1,False,False,False,False,False,False
VNVBLZCHPUPMDK,NEXUS,_Q3_pos_G11_,COc1c(C)cnc(CSc2nc(O)c3ccccc3n2)c1C,328.11142378400007,False,True,False,False,True,True,True,c1ccc(CSc2ncc3ccccc3n2)nc1,False,False,False,False,False,False
HHMXQTYZWQORAJ,NEXUS,_P5_pos_E4_,COc1ccc(C(=O)NC(CC(C)C)C(=O)O)cc1,266.138684088,True,True,True,True,True,True,False,c1ccccc1,False,True,False,False,False,True
SIEIOUWSTGWJGE,NEXUS,_Q2_pos_A7_,COc1ccc(C(=O)NCC(=O)O)cc1,210.076083832,True,False,False,False,True,True,False,c1ccccc1,False,True,False,False,False,False
QYTJDCMWDKBJFO,NEXUS,_Q4_pos_C8_,COc1ccc(/C=C2\CCc3ccccc3C2=O)cc1,265.122305752,True,True,True,True,True,True,True,O=C1C(=Cc2ccccc2)CCc2ccccc21,True,True,False,True,False,False
SRWVXXOQHDZZPL,NEXUS,_Q1_pos_A10_,COc1ccc(/C=C2\Oc3cc(OC(=O)c4ccc(OC)cc4)ccc3C2=O)cc1,403.11761429599994,True,True,False,False,True,True,True,O=C(Oc1ccc2c(c1)OC(=Cc1ccccc1)C2=O)c1ccccc1,True,True,False,False,False,False
SPRSMBIGWRQSGU,NEXUS,_Q1_pos_D10_,COc1ccc(/C=C2\Oc3cc(OC(C)=O)ccc3C2=O)cc1,311.09139954799997,True,True,False,False,True,True,True,O=C1C(=Cc2ccccc2)Oc2ccccc21,True,True,False,False,False,False
HGLYYRPUZKSRJK,NEXUS,_P5_pos_A6_,Cc1ccc(S(=O)(=O)NCC2c3ccccc3CCN2S(=O)(=O)c2ccc(C)cc2)cc1,471.140675312,True,True,True,True,True,True,True,O=S(=O)(NCC1c2ccccc2CCN1S(=O)(=O)c1ccccc1)c1ccccc1,True,True,False,True,False,False
MLBPNGUHEYKUEU,NEXUS,_P5_pos_G2_,CSc1ccc(S(=O)(=O)N2CCc3ccccc3C2)cc1,320.077346784,True,True,True,True,True,True,True,O=S(=O)(c1ccccc1)N1CCc2ccccc2C1,True,True,False,True,False,False
GEGNXQRNXQAJGC,NEXUS,_Q3_pos_C10_,COc1cc([C@H]2OC[C@@H]3C(c4ccc(OC5OC(COC6OC(C)C(O)C(O)C6O)C(O)C(O)C5O)c(OC)c4)OC[C@H]23)ccc1O,667.259646644,False,True,False,False,True,True,True,c1ccc(C2OCC3C(c4ccc(OC5CCCC(COC6CCCCO6)O5)cc4)OCC23)cc1,False,False,False,False,False,False
