instrument_type,ce_repr,n_rows,fewest_decimals_within_4ulp,ulps_from_that_rounding
Orbitrap,15.185831999999998,5,6.0,1.0
Orbitrap,15.205681599999998,1,7.0,1.0
Orbitrap,15.248604000000002,4,6.0,1.0
Orbitrap,15.254884999999998,1,6.0,1.0
Orbitrap,15.302287000000002,4,6.0,1.0
Orbitrap,15.302428119999998,2,8.0,1.0
Orbitrap,15.304439999999998,1,5.0,1.0
Orbitrap,15.313850999999998,4,6.0,1.0
Orbitrap,15.3577608835817,1,,
Orbitrap,15.363575999999998,5,6.0,1.0
Orbitrap,15.364895999999998,1,6.0,1.0
Orbitrap,15.365243199999997,1,7.0,2.0
Orbitrap,15.377208000000005,2,6.0,3.0
Orbitrap,15.399795999999998,1,6.0,1.0
Orbitrap,15.401654999999998,1,6.0,1.0
Orbitrap,15.401669999999998,1,5.0,1.0
Orbitrap,15.40167915155325,1,,
Orbitrap,15.403210619999998,2,8.0,1.0
Orbitrap,15.404519999999998,1,5.0,1.0
Orbitrap,15.4051367159123,1,,
Orbitrap,15.405957875560947,1,,
Orbitrap,15.409323999999998,4,6.0,1.0
Orbitrap,15.415793999999998,1,6.0,1.0
Orbitrap,15.454490000000002,1,5.0,1.0
Orbitrap,15.45527420018395,1,,
Orbitrap,15.45853853930705,1,,
Orbitrap,15.484883999999996,2,6.0,2.0
Orbitrap,15.496746000000002,1,6.0,1.0
Orbitrap,15.529408000000002,1,6.0,1.0
Orbitrap,15.5547302246094,1,,
Orbitrap,15.558327679351253,1,,
Orbitrap,15.60379333496095,1,,
Orbitrap,15.603852000000003,2,6.0,2.0
Orbitrap,15.604336000000002,1,6.0,1.0
Orbitrap,15.6549057006836,1,,
Orbitrap,15.6567155586127,1,,
Orbitrap,15.657374999999998,1,6.0,1.0
Orbitrap,15.659544833637902,1,,
Orbitrap,15.661398000000002,4,6.0,1.0
Orbitrap,15.705265808105448,1,,
Orbitrap,15.7080545660744,1,,
Orbitrap,15.720960000000002,1,5.0,1.0
Orbitrap,15.727116000000002,1,6.0,1.0
Orbitrap,15.74910888671875,1,,
Orbitrap,15.757400000000002,1,4.0,1.0
Orbitrap,15.7581039428711,1,,
Orbitrap,15.781026000000002,1,6.0,1.0
Orbitrap,15.805485534667948,1,,
Orbitrap,15.8059637942913,1,,
Orbitrap,15.812411725000002,1,9.0,1.0
Orbitrap,15.829373000000002,4,6.0,1.0
Orbitrap,15.848057999999998,4,6.0,1.0
Orbitrap,15.8557203934063,1,,
Orbitrap,15.8569790403274,1,,
Orbitrap,15.8592873079796,1,,
Orbitrap,15.8993606567383,1,,
Orbitrap,15.903786000000002,4,6.0,1.0
Orbitrap,15.9044464111328,1,,
Orbitrap,15.910290000000002,1,5.0,1.0
Orbitrap,15.928692000000002,2,6.0,1.0
Orbitrap,15.952225000000002,1,6.0,1.0
Orbitrap,15.955151165000002,2,9.0,1.0
Orbitrap,15.960132000000002,1,6.0,1.0
Orbitrap,16.00259579737785,1,,
Orbitrap,16.00523529052735,1,,
Orbitrap,16.005920000000003,1,5.0,1.0
Orbitrap,16.029546000000003,1,6.0,1.0
Orbitrap,16.030320000000003,1,5.0,1.0
Orbitrap,16.031136000000004,14,6.0,1.0
Orbitrap,16.05059661865235,1,,
Orbitrap,16.054183695979653,1,,
Orbitrap,16.05458366616055,1,,
Orbitrap,16.055729195803597,1,,
Orbitrap,16.056468000000002,2,6.0,1.0
Orbitrap,16.057975458771498,1,,
Orbitrap,16.058538835473602,1,,
Orbitrap,16.089257999999997,4,6.0,1.0
Orbitrap,16.10330963134765,1,,
Orbitrap,16.10608861005605,1,,
Orbitrap,16.107509999999998,1,5.0,1.0
Orbitrap,16.107745625836152,1,,
Orbitrap,16.109209999999997,3,5.0,1.0
Orbitrap,16.109566978319048,1,,
Orbitrap,16.111359999999998,1,5.0,1.0
Orbitrap,16.116327000000002,3,6.0,1.0
Orbitrap,16.172024999999998,1,6.0,1.0
Orbitrap,16.177111999999997,1,6.0,1.0
Orbitrap,16.178843999999998,5,6.0,1.0
Orbitrap,16.198237609863302,1,,
Orbitrap,16.204493713378902,1,,
Orbitrap,16.212191999999998,4,6.0,1.0
Orbitrap,16.252022399999998,1,7.0,1.0
Orbitrap,16.254354858398447,1,,
Orbitrap,16.258291801345898,1,,
Orbitrap,16.265700000000002,1,4.0,1.0
Orbitrap,16.3047746403953,1,,
Orbitrap,16.306607373026402,1,,
Orbitrap,16.307644999999997,1,6.0,1.0
Orbitrap,16.313290000000002,2,5.0,1.0
Orbitrap,16.333451999999998,8,6.0,1.0
Orbitrap,16.355595397949198,1,,
Orbitrap,16.3597707880386,1,,
Orbitrap,16.365479999999998,1,5.0,1.0
Orbitrap,16.388094000000002,2,6.0,1.0
Orbitrap,16.390584000000004,2,6.0,1.0
Orbitrap,16.391094000000002,4,6.0,1.0
Orbitrap,16.40632144641505,1,,
Orbitrap,16.4073881766435,1,,
Orbitrap,16.448764000000004,1,6.0,1.0
Orbitrap,16.460086999999998,1,6.0,1.0
Orbitrap,16.462230378170553,1,,
Orbitrap,16.502148000000002,1,6.0,1.0
Orbitrap,16.502969999999998,1,5.0,1.0
Orbitrap,16.5035235932067,1,,
Orbitrap,16.504271999999997,1,6.0,1.0
Orbitrap,16.506177533338548,1,,
Orbitrap,16.506919999999997,2,5.0,1.0
Orbitrap,16.507499884999998,1,9.0,1.0
Orbitrap,16.514046999999998,4,6.0,1.0
Orbitrap,16.514058000000002,4,6.0,1.0
Orbitrap,16.55428302243415,1,,
Orbitrap,16.55775920010705,1,,
Orbitrap,16.563792000000003,1,6.0,1.0
Orbitrap,16.564919999999997,5,5.0,1.0
Orbitrap,16.56553280881335,1,,
Orbitrap,16.568488000000002,2,6.0,1.0
Orbitrap,16.597154000000003,6,6.0,1.0
Orbitrap,16.598637999999998,4,6.0,1.0
Orbitrap,16.60882765436755,1,,
Orbitrap,16.6093395913295,1,,
Orbitrap,16.609360000000002,1,5.0,1.0
Orbitrap,16.612260000000003,2,5.0,1.0
Orbitrap,16.650655999999998,1,6.0,1.0
Orbitrap,16.654092000000002,2,6.0,1.0
Orbitrap,16.65615523816675,1,,
Orbitrap,16.65728313499095,1,,
Orbitrap,16.658642000000004,3,6.0,1.0
Orbitrap,16.686023999999996,1,6.0,1.0
Orbitrap,16.7061462402344,1,,
Orbitrap,16.708244999999998,2,6.0,1.0
Orbitrap,16.745459999999998,4,5.0,1.0
Orbitrap,16.75213470458985,1,,
Orbitrap,16.75306854248045,1,,
Orbitrap,16.75315015414585,1,,
Orbitrap,16.753194999999998,1,6.0,1.0
Orbitrap,16.757364999999997,1,6.0,1.0
Orbitrap,16.757773946543598,1,,
Orbitrap,16.8011520385742,1,,
Orbitrap,16.80586630668445,1,,
Orbitrap,16.8066668743371,1,,
Orbitrap,16.806707601912148,1,,
Orbitrap,16.8078414916992,1,,
Orbitrap,16.808049999999998,4,5.0,1.0
Orbitrap,16.808119599999998,2,7.0,1.0
Orbitrap,16.80852418976025,1,,
Orbitrap,16.809025000000002,2,6.0,1.0
Orbitrap,16.809257999999996,9,6.0,1.0
Orbitrap,16.80935067709075,1,,
Orbitrap,16.81034266869755,1,,
Orbitrap,16.833509999999997,1,5.0,1.0
Orbitrap,16.847331999999998,4,6.0,1.0
Orbitrap,16.85425720214845,1,,
Orbitrap,16.85772737843265,1,,
Orbitrap,16.8595321780706,1,,
Orbitrap,16.874487000000002,1,6.0,1.0
Orbitrap,16.876741000000003,4,6.0,1.0
Orbitrap,16.902610590000002,3,8.0,1.0
Orbitrap,16.904173000000004,2,6.0,1.0
Orbitrap,16.9074818089802,1,,
Orbitrap,16.90754859343305,1,,
Orbitrap,16.908734999999997,1,6.0,1.0
Orbitrap,16.909301521837197,1,,
Orbitrap,16.917080000000002,1,5.0,1.0
Orbitrap,16.921284000000004,1,6.0,1.0
Orbitrap,16.925345999999998,1,6.0,1.0
Orbitrap,16.926273000000002,4,6.0,1.0
Orbitrap,16.927182000000002,4,6.0,1.0
Orbitrap,16.927182600000002,1,7.0,1.0
Orbitrap,16.933619999999998,1,5.0,1.0
Orbitrap,16.936746000000003,1,6.0,1.0
Orbitrap,16.9568588256836,1,,
Orbitrap,16.976633999999997,1,6.0,1.0
Orbitrap,17.00440521240235,1,,
Orbitrap,17.00456060625035,1,,
Orbitrap,17.005013619829548,1,,
Orbitrap,17.006057739257802,1,,
Orbitrap,17.0082730140899,1,,
Orbitrap,17.041031999999998,1,6.0,1.0
Orbitrap,17.045934000000003,2,6.0,1.0
Orbitrap,17.048175999999998,2,6.0,1.0
Orbitrap,17.054002380371102,1,,
Orbitrap,17.054335405000003,1,9.0,1.0
Orbitrap,17.056919999999998,2,5.0,1.0
Orbitrap,17.05985796713305,1,,
Orbitrap,17.060556039999998,2,8.0,1.0
Orbitrap,17.06111269758395,1,,
Orbitrap,17.103896999999996,1,6.0,1.0
Orbitrap,17.104733999999997,5,6.0,1.0
Orbitrap,17.10706463220645,1,,
Orbitrap,17.107384999999997,1,6.0,1.0
Orbitrap,17.108040000000003,1,5.0,1.0
Orbitrap,17.108520000000002,1,5.0,1.0
Orbitrap,17.127167999999998,1,6.0,1.0
Orbitrap,17.130080000000003,1,5.0,1.0
Orbitrap,17.156135000000003,1,6.0,1.0
Orbitrap,17.156174375000003,5,9.0,1.0
Orbitrap,17.156174999999998,1,6.0,1.0
Orbitrap,17.161986000000002,1,6.0,1.0
Orbitrap,17.168628000000002,7,6.0,1.0
Orbitrap,17.200611000000002,2,6.0,1.0
Orbitrap,17.20695401098045,1,,
Orbitrap,17.20801706884925,1,,
Orbitrap,17.20887908935545,1,,
Orbitrap,17.210395378264902,1,,
Orbitrap,17.2134708760763,1,,
Orbitrap,17.223491999999997,4,6.0,1.0
Orbitrap,17.25047607421875,1,,
Orbitrap,17.2566021620311,1,,
Orbitrap,17.25681915283205,1,,
Orbitrap,17.259014999999998,1,6.0,1.0
Orbitrap,17.296371459960948,1,,
Orbitrap,17.302725000000002,1,6.0,1.0
Orbitrap,17.303872680664053,1,,
Orbitrap,17.306065000000004,1,6.0,1.0
Orbitrap,17.308396911621102,1,,
Orbitrap,17.31061414037455,1,,
Orbitrap,17.344241999999998,2,6.0,1.0
Orbitrap,17.346131999999997,1,6.0,1.0
Orbitrap,17.3557861328125,1,,
Orbitrap,17.356188115000002,1,9.0,1.0
Orbitrap,17.403509999999997,1,5.0,1.0
Orbitrap,17.403518020000003,1,8.0,1.0
Orbitrap,17.40456028477805,1,,
Orbitrap,17.408322000000002,4,6.0,1.0
Orbitrap,17.410505999999998,4,6.0,1.0
Orbitrap,17.45885469722105,1,,
Orbitrap,17.462808000000003,4,6.0,1.0
Orbitrap,17.470584000000002,2,6.0,1.0
Orbitrap,17.472402000000002,4,6.0,1.0
Orbitrap,17.487128000000002,2,6.0,1.0
Orbitrap,17.504514999999998,4,6.0,1.0
Orbitrap,17.505819702148447,1,,
Orbitrap,17.505825805664053,1,,
Orbitrap,17.507990000000003,2,5.0,1.0
Orbitrap,17.50874939588355,1,,
Orbitrap,17.5088645159024,1,,
Orbitrap,17.51044401134105,1,,
Orbitrap,17.512614000000003,8,6.0,1.0
Orbitrap,17.516849999999998,1,5.0,1.0
Orbitrap,17.529023999999996,1,6.0,1.0
Orbitrap,17.533943999999998,4,6.0,1.0
Orbitrap,17.55205688476565,1,,
Orbitrap,17.584217999999996,4,6.0,1.0
Orbitrap,17.584314000000003,1,6.0,1.0
Orbitrap,17.586119999999998,1,5.0,1.0
Orbitrap,17.587032000000004,1,6.0,1.0
Orbitrap,17.588976000000002,1,6.0,1.0
Orbitrap,17.600430297851553,1,,
Orbitrap,17.606527199999995,1,7.0,1.0
Orbitrap,17.608060000000002,1,5.0,1.0
Orbitrap,17.608840985299196,1,,
Orbitrap,17.609544000000003,2,6.0,1.0
Orbitrap,17.645291999999998,2,6.0,1.0
Orbitrap,17.646023999999997,1,6.0,1.0
Orbitrap,17.649648000000003,4,6.0,1.0
Orbitrap,17.649918999999997,2,6.0,1.0
Orbitrap,17.651790000000002,4,5.0,1.0
Orbitrap,17.6540747075558,1,,
Orbitrap,17.65747985892325,1,,
Orbitrap,17.659299999999998,2,4.0,1.0
Orbitrap,17.661108976316253,1,,
Orbitrap,17.704919999999998,1,5.0,1.0
Orbitrap,17.7063939367258,1,,
Orbitrap,17.7096215608521,1,,
Orbitrap,17.7098148965204,1,,
Orbitrap,17.711423999999997,2,6.0,1.0
Orbitrap,17.712058000000003,2,6.0,1.0
Orbitrap,17.713013999999998,4,6.0,1.0
Orbitrap,17.717496999999998,4,6.0,1.0
Orbitrap,17.737560000000002,3,5.0,1.0
Orbitrap,17.757810968966048,1,,
Orbitrap,17.7582525383447,1,,
Orbitrap,17.76370518407625,1,,
Orbitrap,17.764200000000002,5,4.0,1.0
Orbitrap,17.767779199999996,1,7.0,1.0
Orbitrap,17.768472000000003,5,6.0,1.0
Orbitrap,17.768807999999996,4,6.0,1.0
Orbitrap,17.769869999999997,2,5.0,1.0
Orbitrap,17.784157999999998,14,6.0,1.0
Orbitrap,17.806420000000003,4,5.0,1.0
Orbitrap,17.807695775748847,1,,
Orbitrap,17.823336000000005,1,6.0,1.0
Orbitrap,17.845959999999998,1,5.0,1.0
Orbitrap,17.85715446680685,1,,
Orbitrap,17.859856623827554,1,,
Orbitrap,17.85985738930125,1,,
Orbitrap,17.866319999999998,2,5.0,1.0
Orbitrap,17.878307999999997,4,6.0,1.0
Orbitrap,17.887224000000003,1,6.0,1.0
Orbitrap,17.887559999999997,1,5.0,1.0
Orbitrap,17.903389999999998,6,5.0,1.0
Orbitrap,17.90476684570315,1,,
Orbitrap,17.905990000000003,1,5.0,1.0
Orbitrap,17.906080067229198,1,,
Orbitrap,17.908307430289053,1,,
Orbitrap,17.910024999999997,1,6.0,1.0
Orbitrap,17.915309999999998,4,5.0,1.0
Orbitrap,17.927692999999998,1,6.0,1.0
Orbitrap,17.934289999999997,6,5.0,1.0
Orbitrap,17.944619000000003,2,6.0,1.0
Orbitrap,17.9498779296875,1,,
Orbitrap,17.95512734091715,1,,
Orbitrap,17.9569030761719,1,,
Orbitrap,17.957011383378802,1,,
Orbitrap,17.966716400000003,2,7.0,1.0
Orbitrap,17.993346000000003,4,6.0,1.0
Orbitrap,18.004006435801198,1,,
Orbitrap,18.0060974121094,1,,
Orbitrap,18.007424999999998,1,6.0,1.0
Orbitrap,18.009563999999997,4,6.0,1.0
Orbitrap,18.0096500746126,1,,
Orbitrap,18.010189999999998,1,5.0,1.0
Orbitrap,18.012311999999998,2,6.0,1.0
Orbitrap,18.0560762539969,1,,
Orbitrap,18.058291726115147,1,,
Orbitrap,18.060050000000004,4,5.0,1.0
Orbitrap,18.067974000000003,2,6.0,1.0
Orbitrap,18.107549366549502,1,,
Orbitrap,18.107652101361698,1,,
Orbitrap,18.128332000000004,1,6.0,1.0
Orbitrap,18.157696591238352,1,,
Orbitrap,18.204494000000004,1,6.0,1.0
Orbitrap,18.20721704643335,1,,
Orbitrap,18.209114000000003,1,6.0,1.0
Orbitrap,18.218746000000003,1,6.0,1.0
Orbitrap,18.219030000000004,2,5.0,1.0
Orbitrap,18.243336000000003,1,6.0,1.0
Orbitrap,18.248472000000003,4,6.0,1.0
Orbitrap,18.25746576641495,1,,
Orbitrap,18.2576370239258,1,,
Orbitrap,18.25984523519175,1,,
Orbitrap,18.261116926979447,1,,
Orbitrap,18.271631000000003,3,6.0,1.0
Orbitrap,18.3057821562654,1,,
Orbitrap,18.309047577370603,1,,
Orbitrap,18.3097213745117,1,,
Orbitrap,18.35445867619475,1,,
Orbitrap,18.35841369628905,1,,
Orbitrap,18.40196533203125,1,,
Orbitrap,18.40203247070315,1,,
Orbitrap,18.41348099752075,1,,
Orbitrap,18.424872000000004,4,6.0,1.0
Orbitrap,18.459595123635403,1,,
Orbitrap,18.491936000000003,1,6.0,1.0
Orbitrap,18.493706000000003,4,6.0,1.0
Orbitrap,18.5022689819336,1,,
Orbitrap,18.50636513940455,1,,
Orbitrap,18.508940000000003,1,5.0,1.0
Orbitrap,18.510050000000003,1,5.0,1.0
Orbitrap,18.55452270507815,1,,
Orbitrap,18.55529158521835,1,,
Orbitrap,18.5558598167261,1,,
Orbitrap,18.6058067785042,1,,
Orbitrap,18.60743218332855,1,,
Orbitrap,18.6077551975025,1,,
Orbitrap,18.611609530000003,1,8.0,1.0
Orbitrap,18.6582928661787,1,,
Orbitrap,18.6601033228851,1,,
Orbitrap,18.660665041671503,1,,
Orbitrap,18.7037567138672,1,,
Orbitrap,18.7049478172059,1,,
Orbitrap,18.7093090957674,1,,
Orbitrap,18.7578043162108,1,,
Orbitrap,18.7590647126474,1,,
Orbitrap,18.8020782459656,1,,
Orbitrap,18.806128748339297,1,,
Orbitrap,18.811528000000003,1,6.0,1.0
Orbitrap,18.812403000000003,4,6.0,1.0
Orbitrap,18.844926000000005,1,6.0,1.0
Orbitrap,18.85524139404295,1,,
Orbitrap,18.857278020000003,4,8.0,1.0
Orbitrap,18.8582987525508,1,,
Orbitrap,18.908157914899203,1,,
Orbitrap,18.9101689879287,1,,
Orbitrap,18.91143440687935,1,,
Orbitrap,18.9562016041549,1,,
Orbitrap,18.96064566182595,1,,
Orbitrap,18.964260000000003,2,5.0,1.0
Orbitrap,18.977704000000003,1,6.0,1.0
Orbitrap,19.00750235795205,1,,
Orbitrap,19.0078894138777,1,,
Orbitrap,19.011080000000003,1,5.0,1.0
Orbitrap,19.05794067382815,1,,
Orbitrap,19.05846747106725,1,,
Orbitrap,19.063238794317847,1,,
Orbitrap,19.082472000000003,1,6.0,1.0
Orbitrap,19.10962694709545,1,,
Orbitrap,19.115732999999995,2,6.0,1.0
Orbitrap,19.118869000000004,5,6.0,1.0
Orbitrap,19.122943000000003,4,6.0,1.0
Orbitrap,19.142688000000003,1,6.0,1.0
Orbitrap,19.15528570097525,1,,
Orbitrap,19.2011032104492,1,,
Orbitrap,19.2018798828125,1,,
Orbitrap,19.202475000000003,1,6.0,1.0
Orbitrap,19.20669555664065,1,,
Orbitrap,19.20742715912316,1,,
Orbitrap,19.25274200439455,1,,
Orbitrap,19.25440648965585,1,,
Orbitrap,19.258944702148447,1,,
Orbitrap,19.261152000000003,1,6.0,1.0
Orbitrap,19.26242147209885,1,,
Orbitrap,19.2629883101056,1,,
Orbitrap,19.29036319999999,1,7.0,3.0
Orbitrap,19.30475006103515,1,,
Orbitrap,19.30736086822555,1,,
Orbitrap,19.30930136473435,1,,
Orbitrap,19.314138000000003,4,6.0,1.0
Orbitrap,19.353379821777352,1,,
Orbitrap,19.35541076660155,1,,
Orbitrap,19.390524000000003,2,6.0,1.0
Orbitrap,19.40113067626955,1,,
Orbitrap,19.4088386048976,1,,
Orbitrap,19.4093989203372,1,,
Orbitrap,19.40940237608035,1,,
Orbitrap,19.40940604651845,1,,
Orbitrap,19.4106543072424,1,,
Orbitrap,19.458115000000003,1,6.0,1.0
Orbitrap,19.4604105270602,1,,
Orbitrap,19.467385000000004,6,6.0,1.0
Orbitrap,19.475638000000004,5,6.0,1.0
Orbitrap,19.510266000000005,5,6.0,1.0
Orbitrap,19.55543518066405,1,,
Orbitrap,19.564926000000003,1,6.0,1.0
Orbitrap,19.566431999999995,4,6.0,1.0
Orbitrap,19.573404000000004,4,6.0,1.0
Orbitrap,19.60857655730825,1,,
Orbitrap,19.653765000000003,4,6.0,1.0
Orbitrap,19.685868000000003,1,6.0,1.0
Orbitrap,19.7047592163086,1,,
Orbitrap,19.706091126685248,1,,
Orbitrap,19.722420000000003,4,5.0,1.0
Orbitrap,19.7553482055664,1,,
Orbitrap,19.7559509277344,1,,
Orbitrap,19.756794000000003,1,6.0,1.0
Orbitrap,19.761050399999995,1,7.0,1.0
Orbitrap,19.770632000000003,2,6.0,1.0
Orbitrap,19.886923000000003,1,6.0,1.0
Orbitrap,19.8926589285642,1,,
Orbitrap,19.90997009277345,1,,
Orbitrap,19.91149407435915,1,,
Orbitrap,19.928676000000003,1,6.0,1.0
Orbitrap,19.935688000000003,8,6.0,1.0
Orbitrap,20.0007751464844,1,,
Orbitrap,20.0027557373047,1,,
Orbitrap,20.00585174560545,1,,
Orbitrap,20.032936000000003,3,6.0,1.0
Orbitrap,20.040933000000003,2,6.0,1.0
Orbitrap,20.048094000000003,1,6.0,1.0
Orbitrap,20.0583480859039,1,,
Orbitrap,20.0616838697996,1,,
Orbitrap,20.096636000000004,4,6.0,1.0
Orbitrap,20.10860346275925,1,,
Orbitrap,20.1541778564453,2,,
Orbitrap,20.15494232177735,1,,
Orbitrap,20.242472000000003,1,6.0,1.0
Orbitrap,20.253272000000003,1,6.0,1.0
Orbitrap,20.3035934448242,1,,
Orbitrap,20.347866000000003,4,6.0,1.0
Orbitrap,20.403225000000003,4,6.0,1.0
Orbitrap,20.41157849297785,1,,
Orbitrap,20.4162292480469,1,,
Orbitrap,20.448400000000003,2,4.0,1.0
Orbitrap,20.4567337036133,1,,
Orbitrap,20.456834411621102,1,,
Orbitrap,20.502944000000003,4,6.0,1.0
Orbitrap,20.51004095280585,1,,
Orbitrap,20.55616739335185,1,,
Orbitrap,20.5574223545926,1,,
Orbitrap,20.55924512436555,1,,
Orbitrap,20.583174000000003,1,6.0,1.0
Orbitrap,20.65414294733955,1,,
Orbitrap,20.66042319876016,1,,
Orbitrap,20.665183000000003,4,6.0,1.0
Orbitrap,20.70740760930305,1,,
Orbitrap,20.714920000000003,1,5.0,1.0
Orbitrap,20.720616000000003,1,6.0,1.0
Orbitrap,20.75726013183595,1,,
Orbitrap,20.760050000000003,1,5.0,1.0
Orbitrap,20.7606300490155,1,,
Orbitrap,20.802943000000003,4,6.0,1.0
Orbitrap,20.812216211878148,1,,
Orbitrap,20.821424000000004,1,6.0,1.0
Orbitrap,20.854681390435747,1,,
Orbitrap,20.8587214272807,1,,
Orbitrap,20.86197687676109,1,,
Orbitrap,20.9027389526367,1,,
Orbitrap,20.9074144726779,1,,
Orbitrap,20.90992809621155,1,,
Orbitrap,20.91061426513595,1,,
Orbitrap,20.911720000000003,2,5.0,1.0
Orbitrap,21.00341617222625,1,,
Orbitrap,21.005208000000003,1,6.0,1.0
Orbitrap,21.013706000000003,6,6.0,1.0
Orbitrap,21.05606282436995,1,,
Orbitrap,21.05796258883665,1,,
Orbitrap,21.06117357186105,1,,
Orbitrap,21.089104000000003,1,6.0,1.0
Orbitrap,21.108790000000003,1,5.0,1.0
Orbitrap,21.10985208984505,1,,
Orbitrap,21.11218845539775,1,,
Orbitrap,21.1521535140061,1,,
Orbitrap,21.1609515321282,1,,
Orbitrap,21.2535934448242,1,,
Orbitrap,21.25631561279295,1,,
Orbitrap,21.2586853027344,1,,
Orbitrap,21.26058907893545,1,,
Orbitrap,21.261734359173204,1,,
Orbitrap,21.282310000000003,1,5.0,1.0
Orbitrap,21.361196977439203,1,,
Orbitrap,21.371136000000003,2,6.0,1.0
Orbitrap,21.4052047729492,1,,
Orbitrap,21.4118327286563,1,,
Orbitrap,21.427602000000004,1,6.0,1.0
Orbitrap,21.446008000000003,6,6.0,1.0
Orbitrap,21.451408000000004,3,6.0,1.0
Orbitrap,21.456335000000003,1,6.0,1.0
Orbitrap,21.494262000000003,1,6.0,1.0
Orbitrap,21.50792440852945,1,,
Orbitrap,21.5117458631004,1,,
Orbitrap,21.548934000000003,2,6.0,1.0
Orbitrap,21.60416446961185,1,,
Orbitrap,21.610350000000004,4,5.0,1.0
Orbitrap,21.6107955932617,1,,
Orbitrap,21.613692000000004,1,6.0,1.0
Orbitrap,21.693544000000003,1,6.0,1.0
Orbitrap,21.70366973876955,1,,
Orbitrap,21.707532912198747,1,,
Orbitrap,21.712181723532648,1,,
Orbitrap,21.726924000000004,4,6.0,1.0
Orbitrap,21.75462799072265,1,,
Orbitrap,21.763440000000003,1,5.0,1.0
Orbitrap,21.790584000000003,4,6.0,1.0
Orbitrap,21.80844774750795,1,,
Orbitrap,21.8108341332594,1,,
Orbitrap,21.8605163574219,1,,
Orbitrap,21.903524780273447,1,,
Orbitrap,21.9099791700057,1,,
Orbitrap,21.91066567643365,1,,
Orbitrap,21.9594467163086,1,,
Orbitrap,21.961728000000004,1,6.0,1.0
Orbitrap,22.0113355542178,1,,
Orbitrap,22.029186000000003,1,6.0,1.0
Orbitrap,22.094316000000003,9,6.0,1.0
Orbitrap,22.0994812011719,1,,
Orbitrap,22.10515854308405,1,,
Orbitrap,22.1508728027344,1,,
Orbitrap,22.1673836910169,1,,
Orbitrap,22.213388137565342,1,,
Orbitrap,22.257872000000003,5,6.0,1.0
Orbitrap,22.25801813206935,1,,
Orbitrap,22.3064926147461,1,,
Orbitrap,22.4048315585584,1,,
Orbitrap,22.409170000000003,1,5.0,1.0
Orbitrap,22.411728000000004,4,6.0,1.0
Orbitrap,22.45293579101565,1,,
Orbitrap,22.4581882031466,1,,
Orbitrap,22.485211000000003,4,6.0,1.0
Orbitrap,22.485474000000004,2,6.0,1.0
Orbitrap,22.5110386138848,1,,
Orbitrap,22.519170000000003,4,5.0,1.0
Orbitrap,22.552893999999995,1,6.0,1.0
Orbitrap,22.55955025478495,1,,
Orbitrap,22.561712000000004,1,6.0,1.0
Orbitrap,22.568364000000003,5,6.0,1.0
Orbitrap,22.60504302978515,1,,
Orbitrap,22.692276000000003,4,6.0,1.0
Orbitrap,22.81040636719265,1,,
Orbitrap,22.810590000000005,4,5.0,1.0
Orbitrap,22.835638000000003,6,6.0,1.0
Orbitrap,22.85728759765625,1,,
Orbitrap,22.872906000000004,4,6.0,1.0
Orbitrap,22.9590380087915,1,,
Orbitrap,22.9600093666491,1,,
Orbitrap,23.006991120027298,1,,
Orbitrap,23.0122648207149,1,,
Orbitrap,23.024780000000003,1,5.0,1.0
Orbitrap,23.060264000000004,1,6.0,1.0
Orbitrap,23.0638333580622,1,,
Orbitrap,23.10226287841795,1,,
Orbitrap,23.1039314540587,1,,
Orbitrap,23.137296000000003,1,6.0,1.0
Orbitrap,23.154255000000003,1,6.0,1.0
Orbitrap,23.180045000000003,8,6.0,1.0
Orbitrap,23.255135000000003,1,6.0,1.0
Orbitrap,23.2603148606832,1,,
Orbitrap,23.3061485786552,1,,
Orbitrap,23.3085370867499,1,,
Orbitrap,23.349756000000003,5,6.0,1.0
Orbitrap,23.354889330215748,1,,
Orbitrap,23.358316065436348,1,,
Orbitrap,23.376480000000004,1,5.0,1.0
Orbitrap,23.4086285105145,1,,
Orbitrap,23.441242000000003,2,6.0,1.0
Orbitrap,23.448708000000003,1,6.0,1.0
Orbitrap,23.50672622924585,1,,
Orbitrap,23.521690000000003,6,5.0,1.0
Orbitrap,23.650080000000003,4,5.0,1.0
Orbitrap,23.65645904541015,1,,
Orbitrap,23.656460000000003,1,5.0,1.0
Orbitrap,23.671539000000003,1,6.0,1.0
Orbitrap,23.693159999999995,2,5.0,1.0
Orbitrap,23.708934000000003,1,6.0,1.0
Orbitrap,23.75659452979335,1,,
Orbitrap,23.7589873864569,1,,
Orbitrap,23.7622612252383,1,,
Orbitrap,23.764448000000005,1,6.0,1.0
Orbitrap,23.777622000000004,12,6.0,1.0
Orbitrap,23.81055377297565,1,,
Orbitrap,23.936048000000003,1,6.0,1.0
Orbitrap,24.085904000000003,1,6.0,1.0
Orbitrap,24.123690000000003,1,5.0,1.0
Orbitrap,24.126759000000003,4,6.0,1.0
Orbitrap,24.130920000000003,2,5.0,1.0
Orbitrap,24.132834000000003,9,6.0,1.0
Orbitrap,24.210230000000003,2,5.0,1.0
Orbitrap,24.261624000000005,1,6.0,1.0
Orbitrap,24.295364000000003,1,6.0,1.0
Orbitrap,24.318287999999995,2,6.0,1.0
Orbitrap,24.398550000000004,1,5.0,1.0
Orbitrap,24.399693000000003,4,6.0,1.0
