instrument_type,collision_energy,ce_repr,ce_decimals,n_rows,n_simulation_challenge,n_unique_inchikey,n_adduct_MH,precursor_mz_min,precursor_mz_median,precursor_mz_max,frac_of_instrument_nonmissing
Orbitrap,38.25978,38.25978,5,4,4,2,4,255.0652,255.0652,255.0652,4.8193932383912866e-05
Orbitrap,38.26377,38.26377,5,4,4,1,4,425.153,425.153,425.153,4.8193932383912866e-05
Orbitrap,38.26524,38.26524,5,4,4,1,4,255.1016,255.1016,255.1016,4.8193932383912866e-05
Orbitrap,38.288784,38.288784,6,4,4,1,4,319.0732,319.0732,319.0732,4.8193932383912866e-05
Orbitrap,38.38995,38.38995,5,4,4,1,4,255.933,255.933,255.933,4.8193932383912866e-05
Orbitrap,38.402265,38.402265,6,4,4,1,4,256.0151,256.0151,256.0151,4.8193932383912866e-05
Orbitrap,38.40313499999999,38.40313499999999,14,4,4,1,4,256.0209,256.0209,256.0209,4.8193932383912866e-05
Orbitrap,38.40894,38.40894,5,4,4,1,4,256.0596,256.0596,256.0596,4.8193932383912866e-05
Orbitrap,38.416485,38.416485,6,4,4,1,4,256.1099,256.1099,256.1099,4.8193932383912866e-05
Orbitrap,38.499071,38.499071,6,4,4,1,4,296.1467,296.1467,296.1467,4.8193932383912866e-05
Orbitrap,38.499084,38.499084,6,4,4,1,4,296.1468,296.1468,296.1468,4.8193932383912866e-05
Orbitrap,38.532192,38.532192,6,4,4,1,4,321.1016,321.1016,321.1016,4.8193932383912866e-05
Orbitrap,38.541294,38.541294,6,4,4,1,4,428.2366,428.2366,428.2366,4.8193932383912866e-05
Orbitrap,38.541303,38.541303,6,4,4,1,4,428.2367,428.2367,428.2367,4.8193932383912866e-05
Orbitrap,38.54268,38.54268,5,4,4,1,4,214.126,214.126,214.126,4.8193932383912866e-05
Orbitrap,38.546076,38.546076,6,4,4,1,4,321.2173,321.2173,321.2173,4.8193932383912866e-05
Orbitrap,38.55717,38.55717,5,4,4,1,4,257.0478,257.0478,257.0478,4.8193932383912866e-05
Orbitrap,38.631573,38.631573,6,4,4,1,4,429.2397,429.2397,429.2397,4.8193932383912866e-05
Orbitrap,38.649324,38.649324,6,4,4,1,4,322.0777,322.0777,322.0777,4.8193932383912866e-05
Orbitrap,38.68725,38.68725,5,4,4,1,4,644.7875,644.7875,644.7875,4.8193932383912866e-05
Orbitrap,38.71071,38.71071,5,4,4,1,4,258.0714,258.0714,258.0714,4.8193932383912866e-05
Orbitrap,38.715282,38.715282,6,4,4,1,4,215.0849,215.0849,215.0849,4.8193932383912866e-05
Orbitrap,38.717298,38.717298,6,4,4,1,4,215.0961,215.0961,215.0961,4.8193932383912866e-05
Orbitrap,38.796147000000005,38.796147000000005,15,4,4,1,4,431.0683,431.0683,431.0683,4.8193932383912866e-05
Orbitrap,38.88577800000001,38.88577800000001,14,4,4,1,4,432.0642,432.0642,432.0642,4.8193932383912866e-05
Orbitrap,38.88585,38.88585,5,4,4,1,4,216.0325,216.0325,216.0325,4.8193932383912866e-05
Orbitrap,38.954696000000006,38.954696000000006,15,4,4,2,4,354.1336,354.1336,354.1336,4.8193932383912866e-05
Orbitrap,38.986309,38.986309,6,4,4,1,4,205.1911,205.1911,205.1911,4.8193932383912866e-05
Orbitrap,39.011308,39.011308,6,4,4,1,4,557.3044,557.3044,557.3044,4.8193932383912866e-05
Orbitrap,39.019149,39.019149,6,4,4,1,4,300.1473,300.1473,300.1473,4.8193932383912866e-05
Orbitrap,39.019162,39.019162,6,4,4,1,4,300.1474,300.1474,300.1474,4.8193932383912866e-05
Orbitrap,39.02053200000001,39.02053200000001,14,4,4,1,4,325.1711,325.1711,325.1711,4.8193932383912866e-05
Orbitrap,39.023465,39.023465,6,4,4,1,4,300.1805,300.1805,300.1805,4.8193932383912866e-05
Orbitrap,39.024675,39.024675,6,4,4,1,4,260.1645,260.1645,260.1645,4.8193932383912866e-05
Orbitrap,39.025454,39.025454,6,4,4,1,4,300.1958,300.1958,300.1958,4.8193932383912866e-05
Orbitrap,39.025467,39.025467,6,4,4,1,4,300.1959,300.1959,300.1959,4.8193932383912866e-05
Orbitrap,39.033202,39.033202,6,4,4,1,4,150.1277,150.1277,150.1277,4.8193932383912866e-05
Orbitrap,39.072176,39.072176,6,4,4,2,4,355.2016,355.2016,355.2016,4.8193932383912866e-05
Orbitrap,39.109384000000006,39.109384000000006,15,4,4,1,4,230.0552,230.0552,230.0552,4.8193932383912866e-05
Orbitrap,39.14822100000001,39.14822100000001,14,4,4,1,4,559.2603,559.2603,559.2603,4.8193932383912866e-05
Orbitrap,39.153495,39.153495,6,4,4,1,4,261.0233,261.0233,261.0233,4.8193932383912866e-05
Orbitrap,39.258648,39.258648,6,4,4,1,4,218.1036,218.1036,218.1036,4.8193932383912866e-05
Orbitrap,39.261087,39.261087,6,4,4,1,4,436.2343,436.2343,436.2343,4.8193932383912866e-05
Orbitrap,39.27819,39.27819,5,4,4,1,4,187.039,187.039,187.039,4.8193932383912866e-05
Orbitrap,39.305904,39.305904,6,4,4,1,4,357.3264,357.3264,357.3264,4.8193932383912866e-05
Orbitrap,39.32514,39.32514,5,4,4,1,4,436.946,436.946,436.946,4.8193932383912866e-05
Orbitrap,39.369492,39.369492,6,4,4,1,4,328.0791,328.0791,328.0791,4.8193932383912866e-05
Orbitrap,39.421548,39.421548,6,4,4,1,4,219.0086,219.0086,219.0086,4.8193932383912866e-05
Orbitrap,39.48294,39.48294,5,4,4,1,4,329.0245,329.0245,329.0245,4.8193932383912866e-05
Orbitrap,39.609648,39.609648,6,4,4,1,4,330.0804,330.0804,330.0804,4.8193932383912866e-05
Orbitrap,39.61185,39.61185,5,4,4,1,4,264.079,264.079,264.079,4.8193932383912866e-05
Orbitrap,39.613152,39.613152,6,4,4,1,4,330.1096,330.1096,330.1096,4.8193932383912866e-05
Orbitrap,39.61644,39.61644,5,4,4,1,4,330.137,330.137,330.137,4.8193932383912866e-05
Orbitrap,39.620145,39.620145,6,4,4,1,4,264.1343,264.1343,264.1343,4.8193932383912866e-05
Orbitrap,39.622932,39.622932,6,4,4,2,4,330.1911,330.1911,330.1911,4.8193932383912866e-05
Orbitrap,39.62397599999999,39.62397599999999,14,4,4,1,4,220.1332,220.1332,220.1332,4.8193932383912866e-05
Orbitrap,39.70503,39.70503,5,4,4,1,4,441.167,441.167,441.167,4.8193932383912866e-05
Orbitrap,39.711462,39.711462,6,4,4,1,4,189.1022,189.1022,189.1022,4.8193932383912866e-05
Orbitrap,39.73211,39.73211,5,4,4,2,4,361.201,361.201,361.201,4.8193932383912866e-05
Orbitrap,39.759465000000006,39.759465000000006,15,4,4,1,4,265.0631,265.0631,265.0631,4.8193932383912866e-05
Orbitrap,39.920556000000005,39.920556000000005,15,4,4,1,4,307.0812,307.0812,307.0812,4.8193932383912866e-05
Orbitrap,39.971889,39.971889,6,4,4,1,4,444.1321,444.1321,444.1321,4.8193932383912866e-05
Orbitrap,39.972593,39.972593,6,4,4,1,4,235.1329,235.1329,235.1329,4.8193932383912866e-05
Orbitrap,40.064445,40.064445,6,4,4,1,4,445.1605,445.1605,445.1605,4.8193932383912866e-05
Orbitrap,40.075545,40.075545,6,4,4,1,4,267.1703,267.1703,267.1703,4.8193932383912866e-05
Orbitrap,40.143168,40.143168,6,4,4,1,4,446.0352,446.0352,446.0352,4.8193932383912866e-05
Orbitrap,40.15341,40.15341,5,4,4,1,4,223.0745,223.0745,223.0745,4.8193932383912866e-05
Orbitrap,40.21125,40.21125,5,4,4,1,4,268.075,268.075,268.075,4.8193932383912866e-05
Orbitrap,40.211265,40.211265,6,4,4,1,4,268.0751,268.0751,268.0751,4.8193932383912866e-05
Orbitrap,40.223145,40.223145,6,4,4,1,4,268.1543,268.1543,268.1543,4.8193932383912866e-05
Orbitrap,40.228605,40.228605,6,4,4,1,4,268.1907,268.1907,268.1907,4.8193932383912866e-05
Orbitrap,40.365765,40.365765,6,4,4,1,4,269.1051,269.1051,269.1051,4.8193932383912866e-05
Orbitrap,40.513626,40.513626,6,4,4,1,4,225.0757,225.0757,225.0757,4.8193932383912866e-05
Orbitrap,40.522212,40.522212,6,4,4,1,4,225.1234,225.1234,225.1234,4.8193932383912866e-05
Orbitrap,40.607451,40.607451,6,4,0,1,0,451.1939,451.1939,451.1939,4.8193932383912866e-05
Orbitrap,40.624514,40.624514,6,4,4,1,4,290.1751,290.1751,290.1751,4.8193932383912866e-05
Orbitrap,40.656225,40.656225,6,4,4,1,4,271.0415,271.0415,271.0415,4.8193932383912866e-05
Orbitrap,40.666155,40.666155,6,4,4,1,4,271.1077,271.1077,271.1077,4.8193932383912866e-05
Orbitrap,40.69573200000001,40.69573200000001,14,4,4,1,4,226.0874,226.0874,226.0874,4.8193932383912866e-05
Orbitrap,40.746552,40.746552,6,4,4,1,4,291.0468,291.0468,291.0468,4.8193932383912866e-05
Orbitrap,40.780683,40.780683,6,4,4,1,4,453.1187,453.1187,453.1187,4.8193932383912866e-05
Orbitrap,40.78075,40.78075,5,4,4,1,4,163.123,163.123,163.123,4.8193932383912866e-05
Orbitrap,40.80582,40.80582,5,4,4,1,4,340.0485,340.0485,340.0485,4.8193932383912866e-05
Orbitrap,40.810432,40.810432,6,4,4,2,4,255.0652,255.0652,255.0652,4.8193932383912866e-05
Orbitrap,40.814265,40.814265,6,4,4,1,4,272.0951,272.0951,272.0951,4.8193932383912866e-05
Orbitrap,40.824675,40.824675,6,4,4,1,4,272.1645,272.1645,272.1645,4.8193932383912866e-05
Orbitrap,40.830135,40.830135,6,4,4,1,4,272.2009,272.2009,272.2009,4.8193932383912866e-05
Orbitrap,40.969005,40.969005,6,4,4,1,4,273.1267,273.1267,273.1267,4.8193932383912866e-05
Orbitrap,40.976136,40.976136,6,4,4,1,4,455.2904,455.2904,455.2904,4.8193932383912866e-05
Orbitrap,40.977735,40.977735,6,4,4,1,4,273.1849,273.1849,273.1849,4.8193932383912866e-05
Orbitrap,41.03822,41.03822,5,4,4,1,4,205.1911,205.1911,205.1911,4.8193932383912866e-05
Orbitrap,41.049252,41.049252,6,4,4,1,4,342.0771,342.0771,342.0771,4.8193932383912866e-05
Orbitrap,41.058564,41.058564,6,4,4,1,4,342.1547,342.1547,342.1547,4.8193932383912866e-05
Orbitrap,41.102815,41.102815,6,4,4,1,4,316.1755,316.1755,316.1755,4.8193932383912866e-05
Orbitrap,41.11779,41.11779,5,4,4,1,4,274.1186,274.1186,274.1186,4.8193932383912866e-05
Orbitrap,41.137935000000006,41.137935000000006,15,4,4,1,4,274.2529,274.2529,274.2529,4.8193932383912866e-05
Orbitrap,41.235462,41.235462,6,4,4,1,4,229.0859,229.0859,229.0859,4.8193932383912866e-05
Orbitrap,41.401242,41.401242,6,4,4,1,4,230.0069,230.0069,230.0069,4.8193932383912866e-05
Orbitrap,41.409648,41.409648,6,4,4,1,4,230.0536,230.0536,230.0536,4.8193932383912866e-05
Orbitrap,41.409936,41.409936,6,4,4,1,4,230.0552,230.0552,230.0552,4.8193932383912866e-05
Orbitrap,41.4105,41.4105,4,4,4,1,4,276.07,276.07,276.07,4.8193932383912866e-05
Orbitrap,41.4123,41.4123,4,4,4,1,4,276.082,276.082,276.082,4.8193932383912866e-05
Orbitrap,41.460538,41.460538,6,4,4,1,4,296.1467,296.1467,296.1467,4.8193932383912866e-05
Orbitrap,41.46055199999999,41.46055199999999,14,4,4,1,4,296.1468,296.1468,296.1468,4.8193932383912866e-05
Orbitrap,41.587812,41.587812,6,4,4,1,4,231.0434,231.0434,231.0434,4.8193932383912866e-05
Orbitrap,41.598288,41.598288,6,4,4,1,4,231.1016,231.1016,231.1016,4.8193932383912866e-05
Orbitrap,41.599872000000005,41.599872000000005,15,4,4,1,4,231.1104,231.1104,231.1104,4.8193932383912866e-05
Orbitrap,41.602484,41.602484,6,4,4,1,4,189.1022,189.1022,189.1022,4.8193932383912866e-05
Orbitrap,41.715825,41.715825,6,4,4,1,4,278.1055,278.1055,278.1055,4.8193932383912866e-05
Orbitrap,41.731725,41.731725,6,4,4,1,4,278.2115,278.2115,278.2115,4.8193932383912866e-05
Orbitrap,41.779458,41.779458,6,4,4,1,4,232.1081,232.1081,232.1081,4.8193932383912866e-05
Orbitrap,41.785992,41.785992,6,4,4,1,4,232.1444,232.1444,232.1444,4.8193932383912866e-05
Orbitrap,41.86365,41.86365,5,4,4,1,4,279.091,279.091,279.091,4.8193932383912866e-05
Orbitrap,41.91336999999999,41.91336999999999,14,4,4,1,4,419.1337,419.1337,419.1337,4.8193932383912866e-05
Orbitrap,41.992032,41.992032,6,4,4,1,4,349.9336,349.9336,349.9336,4.8193932383912866e-05
Orbitrap,42.020636,42.020636,6,4,4,1,4,300.1474,300.1474,300.1474,4.8193932383912866e-05
Orbitrap,42.02527,42.02527,5,4,4,1,4,300.1805,300.1805,300.1805,4.8193932383912866e-05
Orbitrap,42.027412000000005,42.027412000000005,15,4,4,1,4,300.1958,300.1958,300.1958,4.8193932383912866e-05
Orbitrap,42.027426,42.027426,6,4,4,1,4,300.1959,300.1959,300.1959,4.8193932383912866e-05
Orbitrap,42.146802,42.146802,6,4,4,1,4,234.1489,234.1489,234.1489,4.8193932383912866e-05
Orbitrap,42.153336,42.153336,6,4,4,1,4,234.1852,234.1852,234.1852,4.8193932383912866e-05
Orbitrap,42.29979,42.29979,5,4,4,1,4,281.9986,281.9986,281.9986,4.8193932383912866e-05
Orbitrap,42.307215,42.307215,6,4,4,1,4,282.0481,282.0481,282.0481,4.8193932383912866e-05
Orbitrap,42.355245,42.355245,6,4,4,1,4,249.1485,249.1485,249.1485,4.8193932383912866e-05
Orbitrap,42.370968,42.370968,6,4,4,1,4,353.0914,353.0914,353.0914,4.8193932383912866e-05
Orbitrap,42.496032,42.496032,6,4,4,2,4,354.1336,354.1336,354.1336,4.8193932383912866e-05
Orbitrap,42.62118000000001,42.62118000000001,14,4,4,1,4,284.1412,284.1412,284.1412,4.8193932383912866e-05
Orbitrap,42.624192,42.624192,6,4,4,2,4,355.2016,355.2016,355.2016,4.8193932383912866e-05
Orbitrap,42.649649,42.649649,6,4,4,1,4,609.2807,609.2807,609.2807,4.8193932383912866e-05
Orbitrap,42.678396,42.678396,6,4,4,1,4,237.1022,237.1022,237.1022,4.8193932383912866e-05
Orbitrap,42.761835,42.761835,6,4,4,1,4,285.0789,285.0789,285.0789,4.8193932383912866e-05
Orbitrap,42.768658,42.768658,6,4,4,1,4,225.0982,225.0982,225.0982,4.8193932383912866e-05
Orbitrap,42.777135,42.777135,6,4,4,1,4,285.1809,285.1809,285.1809,4.8193932383912866e-05
Orbitrap,42.82366,42.82366,5,4,4,1,4,428.2366,428.2366,428.2366,4.8193932383912866e-05
Orbitrap,42.82367,42.82367,5,4,4,1,4,428.2367,428.2367,428.2367,4.8193932383912866e-05
Orbitrap,42.857874,42.857874,6,4,4,1,4,238.0993,238.0993,238.0993,4.8193932383912866e-05
Orbitrap,42.879168,42.879168,6,4,4,1,4,357.3264,357.3264,357.3264,4.8193932383912866e-05
Orbitrap,42.892,42.892,3,4,4,1,4,268.075,268.075,268.075,4.8193932383912866e-05
Orbitrap,42.92157,42.92157,5,4,4,1,4,286.1438,286.1438,286.1438,4.8193932383912866e-05
Orbitrap,42.924843,42.924843,6,4,4,2,4,330.1911,330.1911,330.1911,4.8193932383912866e-05
Orbitrap,42.970092,42.970092,6,4,4,1,4,358.0841,358.0841,358.0841,4.8193932383912866e-05
Orbitrap,42.991368,42.991368,6,4,4,1,4,307.0812,307.0812,307.0812,4.8193932383912866e-05
Orbitrap,43.03438299999999,43.03438299999999,14,4,4,1,4,614.7769,614.7769,614.7769,4.8193932383912866e-05
Orbitrap,43.047054,43.047054,6,4,4,1,4,239.1503,239.1503,239.1503,4.8193932383912866e-05
Orbitrap,43.05873,43.05873,5,4,4,1,4,287.0582,287.0582,287.0582,4.8193932383912866e-05
Orbitrap,43.06422,43.06422,5,4,4,1,4,287.0948,287.0948,287.0948,4.8193932383912866e-05
Orbitrap,43.090131,43.090131,6,4,4,1,4,205.1911,205.1911,205.1911,4.8193932383912866e-05
Orbitrap,43.09962,43.09962,5,4,4,1,4,359.1635,359.1635,359.1635,4.8193932383912866e-05
Orbitrap,43.190098000000006,43.190098000000006,15,4,4,1,4,254.0594,254.0594,254.0594,4.8193932383912866e-05
Orbitrap,43.214148,43.214148,6,4,4,1,4,240.0786,240.0786,240.0786,4.8193932383912866e-05
Orbitrap,43.22070000000001,43.22070000000001,14,4,4,1,4,240.115,240.115,240.115,4.8193932383912866e-05
Orbitrap,43.22391,43.22391,5,4,4,1,4,288.1594,288.1594,288.1594,4.8193932383912866e-05
Orbitrap,43.228692,43.228692,6,4,4,1,4,240.1594,240.1594,240.1594,4.8193932383912866e-05
Orbitrap,43.2792,43.2792,4,4,4,1,4,721.32,721.32,721.32,4.8193932383912866e-05
Orbitrap,43.361084000000005,43.361084000000005,15,4,4,2,4,255.0652,255.0652,255.0652,4.8193932383912866e-05
Orbitrap,43.368225,43.368225,6,4,4,1,4,289.1215,289.1215,289.1215,4.8193932383912866e-05
Orbitrap,43.36968,43.36968,5,4,4,1,4,289.1312,289.1312,289.1312,4.8193932383912866e-05
Orbitrap,43.395804,43.395804,6,4,4,1,4,482.1756,482.1756,482.1756,4.8193932383912866e-05
Orbitrap,43.397334,43.397334,6,4,4,1,4,241.0963,241.0963,241.0963,4.8193932383912866e-05
Orbitrap,43.45384800000001,43.45384800000001,14,4,4,1,4,362.1154,362.1154,362.1154,4.8193932383912866e-05
Orbitrap,43.493506,43.493506,6,4,4,1,4,189.1022,189.1022,189.1022,4.8193932383912866e-05
Orbitrap,43.520805,43.520805,6,4,4,1,4,290.1387,290.1387,290.1387,4.8193932383912866e-05
Orbitrap,43.526265,43.526265,6,4,4,1,4,290.1751,290.1751,290.1751,4.8193932383912866e-05
Orbitrap,43.581168000000005,43.581168000000005,15,4,4,1,4,242.1176,242.1176,242.1176,4.8193932383912866e-05
Orbitrap,43.65702,43.65702,5,4,4,1,4,291.0468,291.0468,291.0468,4.8193932383912866e-05
Orbitrap,43.67178,43.67178,5,4,4,1,4,291.1452,291.1452,291.1452,4.8193932383912866e-05
Orbitrap,43.681005000000006,43.681005000000006,15,4,4,1,4,291.2067,291.2067,291.2067,4.8193932383912866e-05
Orbitrap,43.688844,43.688844,6,4,4,1,4,364.0737,364.0737,364.0737,4.8193932383912866e-05
Orbitrap,43.710488000000005,43.710488000000005,15,4,4,1,4,230.0552,230.0552,230.0552,4.8193932383912866e-05
Orbitrap,43.80399,43.80399,5,4,4,1,4,292.0266,292.0266,292.0266,4.8193932383912866e-05
Orbitrap,43.818165,43.818165,6,4,4,1,4,292.1211,292.1211,292.1211,4.8193932383912866e-05
Orbitrap,43.960545,43.960545,6,4,4,1,4,293.0703,293.0703,293.0703,4.8193932383912866e-05
Orbitrap,43.965765,43.965765,6,4,4,1,4,293.1051,293.1051,293.1051,4.8193932383912866e-05
Orbitrap,44.06811,44.06811,5,4,4,1,4,734.4685,734.4685,734.4685,4.8193932383912866e-05
Orbitrap,44.129475000000006,44.129475000000006,15,4,4,1,4,294.1965,294.1965,294.1965,4.8193932383912866e-05
Orbitrap,44.26457,44.26457,5,4,4,1,4,316.1755,316.1755,316.1755,4.8193932383912866e-05
Orbitrap,44.26932,44.26932,5,4,4,1,4,295.1288,295.1288,295.1288,4.8193932383912866e-05
Orbitrap,44.282535,44.282535,6,4,4,1,4,295.2169,295.2169,295.2169,4.8193932383912866e-05
Orbitrap,44.302266,44.302266,6,4,4,1,4,246.1237,246.1237,246.1237,4.8193932383912866e-05
Orbitrap,44.306076,44.306076,6,4,4,1,4,369.2173,369.2173,369.2173,4.8193932383912866e-05
Orbitrap,44.4036,44.4036,4,4,4,1,4,296.024,296.024,296.024,4.8193932383912866e-05
Orbitrap,44.4105,44.4105,4,4,4,1,4,296.07,296.07,296.07,4.8193932383912866e-05
Orbitrap,44.42118000000001,44.42118000000001,14,4,4,1,4,296.1412,296.1412,296.1412,4.8193932383912866e-05
Orbitrap,44.42154,44.42154,5,4,4,1,4,370.1795,370.1795,370.1795,4.8193932383912866e-05
Orbitrap,44.422005000000006,44.422005000000006,15,4,4,1,4,296.1467,296.1467,296.1467,4.8193932383912866e-05
Orbitrap,44.42202,44.42202,5,4,4,1,4,296.1468,296.1468,296.1468,4.8193932383912866e-05
Orbitrap,44.480111,44.480111,6,4,4,1,4,342.1547,342.1547,342.1547,4.8193932383912866e-05
Orbitrap,44.51605,44.51605,5,4,4,1,4,445.1605,445.1605,445.1605,4.8193932383912866e-05
Orbitrap,44.577735,44.577735,6,4,4,1,4,297.1849,297.1849,297.1849,4.8193932383912866e-05
Orbitrap,44.691211,44.691211,6,4,4,1,4,235.2169,235.2169,235.2169,4.8193932383912866e-05
Orbitrap,44.704725,44.704725,6,4,4,1,4,298.0315,298.0315,298.0315,4.8193932383912866e-05
Orbitrap,44.741115,44.741115,6,4,4,1,4,298.2741,298.2741,298.2741,4.8193932383912866e-05
Orbitrap,44.909052,44.909052,6,4,4,1,4,748.4842,748.4842,748.4842,4.8193932383912866e-05
Orbitrap,44.97094800000001,44.97094800000001,14,4,4,1,4,749.5158,749.5158,749.5158,4.8193932383912866e-05
Orbitrap,45.01964,45.01964,5,4,4,1,4,225.0982,225.0982,225.0982,4.8193932383912866e-05
Orbitrap,45.02211,45.02211,5,4,4,1,4,300.1474,300.1474,300.1474,4.8193932383912866e-05
Orbitrap,45.02391,45.02391,5,4,4,1,4,300.1594,300.1594,300.1594,4.8193932383912866e-05
Orbitrap,45.027075,45.027075,6,4,4,1,4,300.1805,300.1805,300.1805,4.8193932383912866e-05
Orbitrap,45.02937,45.02937,5,4,4,1,4,300.1958,300.1958,300.1958,4.8193932383912866e-05
Orbitrap,45.029385000000005,45.029385000000005,15,4,4,1,4,300.1959,300.1959,300.1959,4.8193932383912866e-05
Orbitrap,45.124572,45.124572,6,4,4,1,4,376.0381,376.0381,376.0381,4.8193932383912866e-05
Orbitrap,45.135125,45.135125,6,4,4,1,4,644.7875,644.7875,644.7875,4.8193932383912866e-05
Orbitrap,45.142042,45.142042,6,4,4,1,4,205.1911,205.1911,205.1911,4.8193932383912866e-05
Orbitrap,45.190746,45.190746,6,4,4,1,4,251.0597,251.0597,251.0597,4.8193932383912866e-05
Orbitrap,45.315855000000006,45.315855000000006,15,4,4,1,4,302.1057,302.1057,302.1057,4.8193932383912866e-05
Orbitrap,45.32080499999999,45.32080499999999,14,4,4,1,4,302.1387,302.1387,302.1387,4.8193932383912866e-05
Orbitrap,45.38214,45.38214,5,4,4,1,4,252.123,252.123,252.123,4.8193932383912866e-05
Orbitrap,45.384528,45.384528,6,4,4,1,4,189.1022,189.1022,189.1022,4.8193932383912866e-05
Orbitrap,45.50672399999999,45.50672399999999,14,4,4,1,4,379.2227,379.2227,379.2227,4.8193932383912866e-05
Orbitrap,45.559278,45.559278,6,4,4,1,4,253.1071,253.1071,253.1071,4.8193932383912866e-05
Orbitrap,45.57275,45.57275,5,4,4,1,4,268.075,268.075,268.075,4.8193932383912866e-05
Orbitrap,45.639525,45.639525,6,4,4,1,4,304.2635,304.2635,304.2635,4.8193932383912866e-05
Orbitrap,45.71778,45.71778,5,4,4,1,4,380.9815,380.9815,380.9815,4.8193932383912866e-05
Orbitrap,45.74581200000001,45.74581200000001,14,4,4,1,4,254.1434,254.1434,254.1434,4.8193932383912866e-05
Orbitrap,45.766245,45.766245,6,4,4,1,4,305.1083,305.1083,305.1083,4.8193932383912866e-05
Orbitrap,45.849792,45.849792,6,4,4,1,4,382.0816,382.0816,382.0816,4.8193932383912866e-05
Orbitrap,45.895212,45.895212,6,4,4,1,4,254.9734,254.9734,254.9734,4.8193932383912866e-05
Orbitrap,45.911736000000005,45.911736000000005,15,4,4,2,4,255.0652,255.0652,255.0652,4.8193932383912866e-05
Orbitrap,45.918288,45.918288,6,4,4,1,4,255.1016,255.1016,255.1016,4.8193932383912866e-05
Orbitrap,45.92171999999999,45.92171999999999,14,4,4,1,4,306.1448,306.1448,306.1448,4.8193932383912866e-05
Orbitrap,46.01104,46.01104,5,4,4,1,4,230.0552,230.0552,230.0552,4.8193932383912866e-05
Orbitrap,46.018980000000006,46.018980000000006,15,4,4,1,4,219.138,219.138,219.138,4.8193932383912866e-05
Orbitrap,46.037368,46.037368,6,4,4,2,4,354.1336,354.1336,354.1336,4.8193932383912866e-05
Orbitrap,46.06218,46.06218,5,4,4,1,4,307.0812,307.0812,307.0812,4.8193932383912866e-05
Orbitrap,46.06669500000001,46.06669500000001,14,4,4,1,4,307.1113,307.1113,307.1113,4.8193932383912866e-05
Orbitrap,46.06794,46.06794,5,4,4,1,4,255.933,255.933,255.933,4.8193932383912866e-05
Orbitrap,46.082718,46.082718,6,4,4,1,4,256.0151,256.0151,256.0151,4.8193932383912866e-05
Orbitrap,46.08376199999999,46.08376199999999,14,4,4,1,4,256.0209,256.0209,256.0209,4.8193932383912866e-05
Orbitrap,46.089888,46.089888,6,4,4,1,4,384.0824,384.0824,384.0824,4.8193932383912866e-05
Orbitrap,46.176208,46.176208,6,4,4,2,4,355.2016,355.2016,355.2016,4.8193932383912866e-05
Orbitrap,46.207605,46.207605,6,4,4,1,4,308.0507,308.0507,308.0507,4.8193932383912866e-05
Orbitrap,46.22286,46.22286,5,4,4,1,4,308.1524,308.1524,308.1524,4.8193932383912866e-05
Orbitrap,46.226754,46.226754,6,4,4,2,4,330.1911,330.1911,330.1911,4.8193932383912866e-05
Orbitrap,46.268604,46.268604,6,4,4,1,4,257.0478,257.0478,257.0478,4.8193932383912866e-05
Orbitrap,46.371978,46.371978,6,4,4,1,4,515.2442,515.2442,515.2442,4.8193932383912866e-05
Orbitrap,46.428016,46.428016,6,4,4,1,4,290.1751,290.1751,290.1751,4.8193932383912866e-05
Orbitrap,46.452852,46.452852,6,4,4,1,4,258.0714,258.0714,258.0714,4.8193932383912866e-05
Orbitrap,46.532475,46.532475,6,4,4,1,4,310.2165,310.2165,310.2165,4.8193932383912866e-05
Orbitrap,46.56456,46.56456,5,4,4,1,4,388.038,388.038,388.038,4.8193932383912866e-05
Orbitrap,46.567488,46.567488,6,4,4,1,4,291.0468,291.0468,291.0468,4.8193932383912866e-05
Orbitrap,46.572708,46.572708,6,4,4,1,4,388.1059,388.1059,388.1059,4.8193932383912866e-05
Orbitrap,46.57572,46.57572,5,4,4,1,4,388.131,388.131,388.131,4.8193932383912866e-05
Orbitrap,46.66213499999999,46.66213499999999,14,4,4,1,4,311.0809,311.0809,311.0809,4.8193932383912866e-05
Orbitrap,46.689357,46.689357,6,4,4,1,4,359.1489,359.1489,359.1489,4.8193932383912866e-05
Orbitrap,46.95613,46.95613,5,4,4,2,4,361.201,361.201,361.201,4.8193932383912866e-05
Orbitrap,46.98183,46.98183,5,4,4,1,4,313.2122,313.2122,313.2122,4.8193932383912866e-05
Orbitrap,46.984194,46.984194,6,4,4,1,4,261.0233,261.0233,261.0233,4.8193932383912866e-05
Orbitrap,47.106026,47.106026,6,4,4,1,4,428.2366,428.2366,428.2366,4.8193932383912866e-05
Orbitrap,47.10603699999999,47.10603699999999,14,4,4,1,4,428.2367,428.2367,428.2367,4.8193932383912866e-05
Orbitrap,47.12080499999999,47.12080499999999,14,4,4,1,4,314.1387,314.1387,314.1387,4.8193932383912866e-05
Orbitrap,47.193953,47.193953,6,4,4,1,4,205.1911,205.1911,205.1911,4.8193932383912866e-05
Orbitrap,47.247795,47.247795,6,4,4,1,4,314.9853,314.9853,314.9853,4.8193932383912866e-05
Orbitrap,47.270622,47.270622,6,4,4,1,4,225.0982,225.0982,225.0982,4.8193932383912866e-05
Orbitrap,47.272275,47.272275,6,4,4,1,4,315.1485,315.1485,315.1485,4.8193932383912866e-05
