record_id,source_file,compound_id,recorded_key14,release,ion_mode,precursor_type,nce,first_failed_rule,reason
MSBNK-Eawag-EQ00320902,MSBNK-Eawag-EQ00320902.txt,OORLZFUTLGXMEF,OORLZFUTLGXMEF,2024.11,POSITIVE,[M+H]+,30.0,R8,R8a: compound key in MassSpecGym 1.5 by the recorded InChIKey route
MSBNK-Eawag-EQ00320903,MSBNK-Eawag-EQ00320903.txt,OORLZFUTLGXMEF,OORLZFUTLGXMEF,2024.11,POSITIVE,[M+H]+,45.0,R4,nce=45 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00320904,MSBNK-Eawag-EQ00320904.txt,OORLZFUTLGXMEF,OORLZFUTLGXMEF,2024.11,POSITIVE,[M+H]+,60.0,R8,R8a: compound key in MassSpecGym 1.5 by the recorded InChIKey route
MSBNK-Eawag-EQ00320905,MSBNK-Eawag-EQ00320905.txt,OORLZFUTLGXMEF,OORLZFUTLGXMEF,2024.11,POSITIVE,[M+H]+,75.0,R4,nce=75 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00320906,MSBNK-Eawag-EQ00320906.txt,OORLZFUTLGXMEF,OORLZFUTLGXMEF,2024.11,POSITIVE,[M+H]+,90.0,R4,nce=90 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00320907,MSBNK-Eawag-EQ00320907.txt,OORLZFUTLGXMEF,OORLZFUTLGXMEF,2024.11,POSITIVE,[M+H]+,120.0,R4,nce=120 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00320908,MSBNK-Eawag-EQ00320908.txt,OORLZFUTLGXMEF,OORLZFUTLGXMEF,2024.11,POSITIVE,[M+H]+,150.0,R4,nce=150 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00320909,MSBNK-Eawag-EQ00320909.txt,OORLZFUTLGXMEF,OORLZFUTLGXMEF,2024.11,POSITIVE,[M+H]+,180.0,R4,nce=180 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00320951,MSBNK-Eawag-EQ00320951.txt,OORLZFUTLGXMEF,OORLZFUTLGXMEF,2024.11,NEGATIVE,[M-H]-,15.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00320952,MSBNK-Eawag-EQ00320952.txt,OORLZFUTLGXMEF,OORLZFUTLGXMEF,2024.11,NEGATIVE,[M-H]-,30.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00320953,MSBNK-Eawag-EQ00320953.txt,OORLZFUTLGXMEF,OORLZFUTLGXMEF,2024.11,NEGATIVE,[M-H]-,45.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00320954,MSBNK-Eawag-EQ00320954.txt,OORLZFUTLGXMEF,OORLZFUTLGXMEF,2024.11,NEGATIVE,[M-H]-,60.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00320955,MSBNK-Eawag-EQ00320955.txt,OORLZFUTLGXMEF,OORLZFUTLGXMEF,2024.11,NEGATIVE,[M-H]-,75.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00321601,MSBNK-Eawag-EQ00321601.txt,SMKRKQBMYOFFMU,SMKRKQBMYOFFMU,2024.11,POSITIVE,[M+H]+,15.0,R4,nce=15 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00321602,MSBNK-Eawag-EQ00321602.txt,SMKRKQBMYOFFMU,SMKRKQBMYOFFMU,2024.11,POSITIVE,[M+H]+,30.0,R8,R8a: compound key in MassSpecGym 1.5 by the recorded InChIKey route
MSBNK-Eawag-EQ00321603,MSBNK-Eawag-EQ00321603.txt,SMKRKQBMYOFFMU,SMKRKQBMYOFFMU,2024.11,POSITIVE,[M+H]+,45.0,R4,nce=45 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00321604,MSBNK-Eawag-EQ00321604.txt,SMKRKQBMYOFFMU,SMKRKQBMYOFFMU,2024.11,POSITIVE,[M+H]+,60.0,R8,R8a: compound key in MassSpecGym 1.5 by the recorded InChIKey route
MSBNK-Eawag-EQ00321605,MSBNK-Eawag-EQ00321605.txt,SMKRKQBMYOFFMU,SMKRKQBMYOFFMU,2024.11,POSITIVE,[M+H]+,75.0,R4,nce=75 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00321606,MSBNK-Eawag-EQ00321606.txt,SMKRKQBMYOFFMU,SMKRKQBMYOFFMU,2024.11,POSITIVE,[M+H]+,90.0,R4,nce=90 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00321607,MSBNK-Eawag-EQ00321607.txt,SMKRKQBMYOFFMU,SMKRKQBMYOFFMU,2024.11,POSITIVE,[M+H]+,120.0,R4,nce=120 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00321608,MSBNK-Eawag-EQ00321608.txt,SMKRKQBMYOFFMU,SMKRKQBMYOFFMU,2024.11,POSITIVE,[M+H]+,150.0,R4,nce=150 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00321609,MSBNK-Eawag-EQ00321609.txt,SMKRKQBMYOFFMU,SMKRKQBMYOFFMU,2024.11,POSITIVE,[M+H]+,180.0,R4,nce=180 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00321901,MSBNK-Eawag-EQ00321901.txt,CXBMCYHAMVGWJQ,CXBMCYHAMVGWJQ,2024.11,POSITIVE,[M+H]+,15.0,R4,nce=15 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00321902,MSBNK-Eawag-EQ00321902.txt,CXBMCYHAMVGWJQ,CXBMCYHAMVGWJQ,2024.11,POSITIVE,[M+H]+,30.0,R8,R8d: compound in the MURU exposure registry
MSBNK-Eawag-EQ00321903,MSBNK-Eawag-EQ00321903.txt,CXBMCYHAMVGWJQ,CXBMCYHAMVGWJQ,2024.11,POSITIVE,[M+H]+,45.0,R4,nce=45 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00321904,MSBNK-Eawag-EQ00321904.txt,CXBMCYHAMVGWJQ,CXBMCYHAMVGWJQ,2024.11,POSITIVE,[M+H]+,60.0,R8,R8d: compound in the MURU exposure registry
MSBNK-Eawag-EQ00321905,MSBNK-Eawag-EQ00321905.txt,CXBMCYHAMVGWJQ,CXBMCYHAMVGWJQ,2024.11,POSITIVE,[M+H]+,75.0,R4,nce=75 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00321906,MSBNK-Eawag-EQ00321906.txt,CXBMCYHAMVGWJQ,CXBMCYHAMVGWJQ,2024.11,POSITIVE,[M+H]+,90.0,R4,nce=90 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00321907,MSBNK-Eawag-EQ00321907.txt,CXBMCYHAMVGWJQ,CXBMCYHAMVGWJQ,2024.11,POSITIVE,[M+H]+,120.0,R4,nce=120 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00321908,MSBNK-Eawag-EQ00321908.txt,CXBMCYHAMVGWJQ,CXBMCYHAMVGWJQ,2024.11,POSITIVE,[M+H]+,150.0,R4,nce=150 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00321909,MSBNK-Eawag-EQ00321909.txt,CXBMCYHAMVGWJQ,CXBMCYHAMVGWJQ,2024.11,POSITIVE,[M+H]+,180.0,R4,nce=180 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00322001,MSBNK-Eawag-EQ00322001.txt,XQUXKZZNEFRCAW,XQUXKZZNEFRCAW,2024.11,POSITIVE,[M+H]+,15.0,R4,nce=15 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00322002,MSBNK-Eawag-EQ00322002.txt,XQUXKZZNEFRCAW,XQUXKZZNEFRCAW,2024.11,POSITIVE,[M+H]+,30.0,R8,R8d: compound in the MURU exposure registry
MSBNK-Eawag-EQ00322003,MSBNK-Eawag-EQ00322003.txt,XQUXKZZNEFRCAW,XQUXKZZNEFRCAW,2024.11,POSITIVE,[M+H]+,45.0,R4,nce=45 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00322004,MSBNK-Eawag-EQ00322004.txt,XQUXKZZNEFRCAW,XQUXKZZNEFRCAW,2024.11,POSITIVE,[M+H]+,60.0,R8,R8d: compound in the MURU exposure registry
MSBNK-Eawag-EQ00322005,MSBNK-Eawag-EQ00322005.txt,XQUXKZZNEFRCAW,XQUXKZZNEFRCAW,2024.11,POSITIVE,[M+H]+,75.0,R4,nce=75 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00322006,MSBNK-Eawag-EQ00322006.txt,XQUXKZZNEFRCAW,XQUXKZZNEFRCAW,2024.11,POSITIVE,[M+H]+,90.0,R4,nce=90 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00322007,MSBNK-Eawag-EQ00322007.txt,XQUXKZZNEFRCAW,XQUXKZZNEFRCAW,2024.11,POSITIVE,[M+H]+,120.0,R4,nce=120 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00322008,MSBNK-Eawag-EQ00322008.txt,XQUXKZZNEFRCAW,XQUXKZZNEFRCAW,2024.11,POSITIVE,[M+H]+,150.0,R4,nce=150 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00322201,MSBNK-Eawag-EQ00322201.txt,FJDPATXIBIBRIM,FJDPATXIBIBRIM,2024.11,POSITIVE,[M+H]+,15.0,R4,nce=15 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00322202,MSBNK-Eawag-EQ00322202.txt,FJDPATXIBIBRIM,FJDPATXIBIBRIM,2024.11,POSITIVE,[M+H]+,30.0,R8,R8i: scaffold group guard: group in the MURU exposure registry
MSBNK-Eawag-EQ00322203,MSBNK-Eawag-EQ00322203.txt,FJDPATXIBIBRIM,FJDPATXIBIBRIM,2024.11,POSITIVE,[M+H]+,45.0,R4,nce=45 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00322204,MSBNK-Eawag-EQ00322204.txt,FJDPATXIBIBRIM,FJDPATXIBIBRIM,2024.11,POSITIVE,[M+H]+,60.0,R8,R8i: scaffold group guard: group in the MURU exposure registry
MSBNK-Eawag-EQ00322205,MSBNK-Eawag-EQ00322205.txt,FJDPATXIBIBRIM,FJDPATXIBIBRIM,2024.11,POSITIVE,[M+H]+,75.0,R4,nce=75 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00322206,MSBNK-Eawag-EQ00322206.txt,FJDPATXIBIBRIM,FJDPATXIBIBRIM,2024.11,POSITIVE,[M+H]+,90.0,R4,nce=90 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00322207,MSBNK-Eawag-EQ00322207.txt,FJDPATXIBIBRIM,FJDPATXIBIBRIM,2024.11,POSITIVE,[M+H]+,120.0,R4,nce=120 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00322501,MSBNK-Eawag-EQ00322501.txt,INISTDXBRIBGOC,INISTDXBRIBGOC,2024.11,POSITIVE,[M+H]+,15.0,R4,nce=15 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00322502,MSBNK-Eawag-EQ00322502.txt,INISTDXBRIBGOC,INISTDXBRIBGOC,2024.11,POSITIVE,[M+H]+,30.0,R8,R8d: compound in the MURU exposure registry
MSBNK-Eawag-EQ00322503,MSBNK-Eawag-EQ00322503.txt,INISTDXBRIBGOC,INISTDXBRIBGOC,2024.11,POSITIVE,[M+H]+,45.0,R4,nce=45 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00322504,MSBNK-Eawag-EQ00322504.txt,INISTDXBRIBGOC,INISTDXBRIBGOC,2024.11,POSITIVE,[M+H]+,60.0,R8,R8d: compound in the MURU exposure registry
MSBNK-Eawag-EQ00322505,MSBNK-Eawag-EQ00322505.txt,INISTDXBRIBGOC,INISTDXBRIBGOC,2024.11,POSITIVE,[M+H]+,75.0,R4,nce=75 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00322506,MSBNK-Eawag-EQ00322506.txt,INISTDXBRIBGOC,INISTDXBRIBGOC,2024.11,POSITIVE,[M+H]+,90.0,R4,nce=90 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00322507,MSBNK-Eawag-EQ00322507.txt,INISTDXBRIBGOC,INISTDXBRIBGOC,2024.11,POSITIVE,[M+H]+,120.0,R4,nce=120 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00322508,MSBNK-Eawag-EQ00322508.txt,INISTDXBRIBGOC,INISTDXBRIBGOC,2024.11,POSITIVE,[M+H]+,150.0,R4,nce=150 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00322509,MSBNK-Eawag-EQ00322509.txt,INISTDXBRIBGOC,INISTDXBRIBGOC,2024.11,POSITIVE,[M+H]+,180.0,R4,nce=180 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00323601,MSBNK-Eawag-EQ00323601.txt,DMJNNHOOLUXYBV,DMJNNHOOLUXYBV,2024.11,POSITIVE,[M+H]+,15.0,R4,nce=15 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00323602,MSBNK-Eawag-EQ00323602.txt,DMJNNHOOLUXYBV,DMJNNHOOLUXYBV,2024.11,POSITIVE,[M+H]+,30.0,R8,R8a: compound key in MassSpecGym 1.5 by the recorded InChIKey route
MSBNK-Eawag-EQ00323603,MSBNK-Eawag-EQ00323603.txt,DMJNNHOOLUXYBV,DMJNNHOOLUXYBV,2024.11,POSITIVE,[M+H]+,45.0,R4,nce=45 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00323604,MSBNK-Eawag-EQ00323604.txt,DMJNNHOOLUXYBV,DMJNNHOOLUXYBV,2024.11,POSITIVE,[M+H]+,60.0,R8,R8a: compound key in MassSpecGym 1.5 by the recorded InChIKey route
MSBNK-Eawag-EQ00323605,MSBNK-Eawag-EQ00323605.txt,DMJNNHOOLUXYBV,DMJNNHOOLUXYBV,2024.11,POSITIVE,[M+H]+,75.0,R4,nce=75 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00323606,MSBNK-Eawag-EQ00323606.txt,DMJNNHOOLUXYBV,DMJNNHOOLUXYBV,2024.11,POSITIVE,[M+H]+,90.0,R4,nce=90 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00323607,MSBNK-Eawag-EQ00323607.txt,DMJNNHOOLUXYBV,DMJNNHOOLUXYBV,2024.11,POSITIVE,[M+H]+,120.0,R4,nce=120 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00323608,MSBNK-Eawag-EQ00323608.txt,DMJNNHOOLUXYBV,DMJNNHOOLUXYBV,2024.11,POSITIVE,[M+H]+,150.0,R4,nce=150 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00323651,MSBNK-Eawag-EQ00323651.txt,DMJNNHOOLUXYBV,DMJNNHOOLUXYBV,2024.11,NEGATIVE,[M-H]-,15.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00323652,MSBNK-Eawag-EQ00323652.txt,DMJNNHOOLUXYBV,DMJNNHOOLUXYBV,2024.11,NEGATIVE,[M-H]-,30.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00323653,MSBNK-Eawag-EQ00323653.txt,DMJNNHOOLUXYBV,DMJNNHOOLUXYBV,2024.11,NEGATIVE,[M-H]-,45.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00323654,MSBNK-Eawag-EQ00323654.txt,DMJNNHOOLUXYBV,DMJNNHOOLUXYBV,2024.11,NEGATIVE,[M-H]-,60.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00323655,MSBNK-Eawag-EQ00323655.txt,DMJNNHOOLUXYBV,DMJNNHOOLUXYBV,2024.11,NEGATIVE,[M-H]-,75.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00326601,MSBNK-Eawag-EQ00326601.txt,GTRSAMFYSUBAGN,GTRSAMFYSUBAGN,2024.11,POSITIVE,[M+H]+,15.0,R4,nce=15 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00326602,MSBNK-Eawag-EQ00326602.txt,GTRSAMFYSUBAGN,GTRSAMFYSUBAGN,2024.11,POSITIVE,[M+H]+,30.0,PASS,eligible
MSBNK-Eawag-EQ00326603,MSBNK-Eawag-EQ00326603.txt,GTRSAMFYSUBAGN,GTRSAMFYSUBAGN,2024.11,POSITIVE,[M+H]+,45.0,R4,nce=45 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00326604,MSBNK-Eawag-EQ00326604.txt,GTRSAMFYSUBAGN,GTRSAMFYSUBAGN,2024.11,POSITIVE,[M+H]+,60.0,PASS,eligible
MSBNK-Eawag-EQ00326605,MSBNK-Eawag-EQ00326605.txt,GTRSAMFYSUBAGN,GTRSAMFYSUBAGN,2024.11,POSITIVE,[M+H]+,75.0,R4,nce=75 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00326606,MSBNK-Eawag-EQ00326606.txt,GTRSAMFYSUBAGN,GTRSAMFYSUBAGN,2024.11,POSITIVE,[M+H]+,90.0,R4,nce=90 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00326607,MSBNK-Eawag-EQ00326607.txt,GTRSAMFYSUBAGN,GTRSAMFYSUBAGN,2024.11,POSITIVE,[M+H]+,120.0,R4,nce=120 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00326608,MSBNK-Eawag-EQ00326608.txt,GTRSAMFYSUBAGN,GTRSAMFYSUBAGN,2024.11,POSITIVE,[M+H]+,150.0,R4,nce=150 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00326609,MSBNK-Eawag-EQ00326609.txt,GTRSAMFYSUBAGN,GTRSAMFYSUBAGN,2024.11,POSITIVE,[M+H]+,180.0,R4,nce=180 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00330301,MSBNK-Eawag-EQ00330301.txt,PWPJGUXAGUPAHP,PWPJGUXAGUPAHP,2024.11,POSITIVE,[M+H]+,15.0,R4,nce=15 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00330302,MSBNK-Eawag-EQ00330302.txt,PWPJGUXAGUPAHP,PWPJGUXAGUPAHP,2024.11,POSITIVE,[M+H]+,30.0,R8,R8a: compound key in MassSpecGym 1.5 by the recorded InChIKey route
MSBNK-Eawag-EQ00330303,MSBNK-Eawag-EQ00330303.txt,PWPJGUXAGUPAHP,PWPJGUXAGUPAHP,2024.11,POSITIVE,[M+H]+,45.0,R4,nce=45 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00330304,MSBNK-Eawag-EQ00330304.txt,PWPJGUXAGUPAHP,PWPJGUXAGUPAHP,2024.11,POSITIVE,[M+H]+,60.0,R8,R8a: compound key in MassSpecGym 1.5 by the recorded InChIKey route
MSBNK-Eawag-EQ00330305,MSBNK-Eawag-EQ00330305.txt,PWPJGUXAGUPAHP,PWPJGUXAGUPAHP,2024.11,POSITIVE,[M+H]+,75.0,R4,nce=75 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00330306,MSBNK-Eawag-EQ00330306.txt,PWPJGUXAGUPAHP,PWPJGUXAGUPAHP,2024.11,POSITIVE,[M+H]+,90.0,R4,nce=90 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00330307,MSBNK-Eawag-EQ00330307.txt,PWPJGUXAGUPAHP,PWPJGUXAGUPAHP,2024.11,POSITIVE,[M+H]+,120.0,R4,nce=120 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00330308,MSBNK-Eawag-EQ00330308.txt,PWPJGUXAGUPAHP,PWPJGUXAGUPAHP,2024.11,POSITIVE,[M+H]+,150.0,R4,nce=150 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00330309,MSBNK-Eawag-EQ00330309.txt,PWPJGUXAGUPAHP,PWPJGUXAGUPAHP,2024.11,POSITIVE,[M+H]+,180.0,R4,nce=180 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00330351,MSBNK-Eawag-EQ00330351.txt,PWPJGUXAGUPAHP,PWPJGUXAGUPAHP,2024.11,NEGATIVE,[M-H]-,15.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00330352,MSBNK-Eawag-EQ00330352.txt,PWPJGUXAGUPAHP,PWPJGUXAGUPAHP,2024.11,NEGATIVE,[M-H]-,30.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00330353,MSBNK-Eawag-EQ00330353.txt,PWPJGUXAGUPAHP,PWPJGUXAGUPAHP,2024.11,NEGATIVE,[M-H]-,45.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00330354,MSBNK-Eawag-EQ00330354.txt,PWPJGUXAGUPAHP,PWPJGUXAGUPAHP,2024.11,NEGATIVE,[M-H]-,60.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00330355,MSBNK-Eawag-EQ00330355.txt,PWPJGUXAGUPAHP,PWPJGUXAGUPAHP,2024.11,NEGATIVE,[M-H]-,75.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00330356,MSBNK-Eawag-EQ00330356.txt,PWPJGUXAGUPAHP,PWPJGUXAGUPAHP,2024.11,NEGATIVE,[M-H]-,90.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00330357,MSBNK-Eawag-EQ00330357.txt,PWPJGUXAGUPAHP,PWPJGUXAGUPAHP,2024.11,NEGATIVE,[M-H]-,120.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00330358,MSBNK-Eawag-EQ00330358.txt,PWPJGUXAGUPAHP,PWPJGUXAGUPAHP,2024.11,NEGATIVE,[M-H]-,150.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00330359,MSBNK-Eawag-EQ00330359.txt,PWPJGUXAGUPAHP,PWPJGUXAGUPAHP,2024.11,NEGATIVE,[M-H]-,180.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00331501,MSBNK-Eawag-EQ00331501.txt,DYLGFOYVTXJFJP,DYLGFOYVTXJFJP,2024.11,POSITIVE,[M+H]+,15.0,R4,nce=15 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00331502,MSBNK-Eawag-EQ00331502.txt,DYLGFOYVTXJFJP,DYLGFOYVTXJFJP,2024.11,POSITIVE,[M+H]+,30.0,R8,R8a: compound key in MassSpecGym 1.5 by the recorded InChIKey route
MSBNK-Eawag-EQ00331503,MSBNK-Eawag-EQ00331503.txt,DYLGFOYVTXJFJP,DYLGFOYVTXJFJP,2024.11,POSITIVE,[M+H]+,45.0,R4,nce=45 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00331504,MSBNK-Eawag-EQ00331504.txt,DYLGFOYVTXJFJP,DYLGFOYVTXJFJP,2024.11,POSITIVE,[M+H]+,60.0,R8,R8a: compound key in MassSpecGym 1.5 by the recorded InChIKey route
MSBNK-Eawag-EQ00331505,MSBNK-Eawag-EQ00331505.txt,DYLGFOYVTXJFJP,DYLGFOYVTXJFJP,2024.11,POSITIVE,[M+H]+,75.0,R4,nce=75 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00331506,MSBNK-Eawag-EQ00331506.txt,DYLGFOYVTXJFJP,DYLGFOYVTXJFJP,2024.11,POSITIVE,[M+H]+,90.0,R4,nce=90 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00331507,MSBNK-Eawag-EQ00331507.txt,DYLGFOYVTXJFJP,DYLGFOYVTXJFJP,2024.11,POSITIVE,[M+H]+,120.0,R4,nce=120 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00335501,MSBNK-Eawag-EQ00335501.txt,UBUCNCOMADRQHX,UBUCNCOMADRQHX,dev,POSITIVE,[M+H]+,15.0,R4,nce=15 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00335502,MSBNK-Eawag-EQ00335502.txt,UBUCNCOMADRQHX,UBUCNCOMADRQHX,dev,POSITIVE,[M+H]+,30.0,R5,"first_ref=dev not a tagged release ['2024.06', '2024.11', '2025.10']"
MSBNK-Eawag-EQ00335503,MSBNK-Eawag-EQ00335503.txt,UBUCNCOMADRQHX,UBUCNCOMADRQHX,dev,POSITIVE,[M+H]+,45.0,R4,nce=45 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00335504,MSBNK-Eawag-EQ00335504.txt,UBUCNCOMADRQHX,UBUCNCOMADRQHX,dev,POSITIVE,[M+H]+,60.0,R5,"first_ref=dev not a tagged release ['2024.06', '2024.11', '2025.10']"
MSBNK-Eawag-EQ00335505,MSBNK-Eawag-EQ00335505.txt,UBUCNCOMADRQHX,UBUCNCOMADRQHX,dev,POSITIVE,[M+H]+,75.0,R4,nce=75 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00335506,MSBNK-Eawag-EQ00335506.txt,UBUCNCOMADRQHX,UBUCNCOMADRQHX,dev,POSITIVE,[M+H]+,90.0,R4,nce=90 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00335507,MSBNK-Eawag-EQ00335507.txt,UBUCNCOMADRQHX,UBUCNCOMADRQHX,dev,POSITIVE,[M+H]+,120.0,R4,nce=120 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00335508,MSBNK-Eawag-EQ00335508.txt,UBUCNCOMADRQHX,UBUCNCOMADRQHX,dev,POSITIVE,[M+H]+,150.0,R4,nce=150 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00335509,MSBNK-Eawag-EQ00335509.txt,UBUCNCOMADRQHX,UBUCNCOMADRQHX,dev,POSITIVE,[M+H]+,180.0,R4,nce=180 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00343301,MSBNK-Eawag-EQ00343301.txt,SWZDQOUHBYYPJD,SWZDQOUHBYYPJD,2024.11,POSITIVE,[M+H]+,15.0,R4,nce=15 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00343302,MSBNK-Eawag-EQ00343302.txt,SWZDQOUHBYYPJD,SWZDQOUHBYYPJD,2024.11,POSITIVE,[M+H]+,30.0,PASS,eligible
MSBNK-Eawag-EQ00343303,MSBNK-Eawag-EQ00343303.txt,SWZDQOUHBYYPJD,SWZDQOUHBYYPJD,2024.11,POSITIVE,[M+H]+,45.0,R4,nce=45 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00343304,MSBNK-Eawag-EQ00343304.txt,SWZDQOUHBYYPJD,SWZDQOUHBYYPJD,2024.11,POSITIVE,[M+H]+,60.0,PASS,eligible
MSBNK-Eawag-EQ00343305,MSBNK-Eawag-EQ00343305.txt,SWZDQOUHBYYPJD,SWZDQOUHBYYPJD,2024.11,POSITIVE,[M+H]+,75.0,R4,nce=75 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00343306,MSBNK-Eawag-EQ00343306.txt,SWZDQOUHBYYPJD,SWZDQOUHBYYPJD,2024.11,POSITIVE,[M+H]+,90.0,R4,nce=90 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00343307,MSBNK-Eawag-EQ00343307.txt,SWZDQOUHBYYPJD,SWZDQOUHBYYPJD,2024.11,POSITIVE,[M+H]+,120.0,R4,nce=120 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00343308,MSBNK-Eawag-EQ00343308.txt,SWZDQOUHBYYPJD,SWZDQOUHBYYPJD,2024.11,POSITIVE,[M+H]+,150.0,R4,nce=150 not an adjudication cell (30 or 60)
