key,n_records,n_nce,nce_ladder,sg,n_sg,smiles,name,mh_calc,releases,uchem_ids,instruments,confidence,ge3,in_msg15,in_msg15_recorded_route,in_msg15_parent_route,in_msg15_sim,msg_folds,in_registry,in_exposed_union,in_devpop,in_pr7,in_comparator,in_msnlib9,sg_in_msg15,sg_in_registry,sg_in_pr7,sg_in_comparator,sg_in_devpop_file
FLPKSBDJMLUTEX,9,9,"15,30,45,60,75,90,120,150,180",O=C(OC1CCNCC1)C(Cc1ccccc1)C(=O)OC1CCNCC1,1,CCCCC(CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C)(C(=O)OC2CC(N(C(C2)(C)C)C)(C)C)C(=O)OC3CC(N(C(C3)(C)C)C)(C)C,,685.5513998708799,2025.10,11948,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False
FOUWCSDKDDHKQP,9,9,"15,30,45,60,75,90,120,150,180",O=C1COc2ccc(N3C(=O)C4=C(CCCC4)C3=O)cc2N1,1,FC1=CC2=C(C=C1N1C(=O)C3=C(CCCC3)C1=O)N(CC#C)C(=O)CO2,"2-(7-fluoro-3-oxo-4-prop-2-ynyl-1,4-benzoxazin-6-yl)-4,5,6,7-tetrahydroisoindole-1,3-dione",355.10886164688,2024.11,3167,Q Exactive Plus,standard compound,True,True,True,True,True,val,True,True,True,False,False,False,True,True,False,False,True
FQJSSUOYVSEYPF,7,7,"15,30,45,60,75,90,120",c1ccc2c(c1)CCc1ccccc1N2,1,CC(CN1C2=C(CCC3=CC=CC=C31)C=C(C=C2)O)CN(C)C,,311.21178991888,2024.06,11542,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
FSCWZHGZWWDELK,5,5,"15,30,45,60,75",O=C1COC(=O)N1c1ccccc1,1,CC1(OC(=O)N(C1=O)C1=CC(Cl)=CC(Cl)=C1)C=C,"3-(3,5-dichlorophenyl)-5-ethenyl-5-methyl-1,3-oxazolidine-2,4-dione",286.00322497488,2024.11,3119,Q Exactive Plus,standard compound,True,True,True,True,True,train,False,False,False,False,False,False,True,False,False,False,False
FSKFPVLPFLJRQB,7,7,"15,30,45,60,75,90,120",O=C(CCN1CCCCC1)c1ccccc1,1,CC1=CC=C(C=C1)C(=O)C(C)CN2CCCCC2,Tolperison,246.18524082288,2024.11,10997,Q Exactive,standard compound,True,False,False,False,False,,True,True,False,False,False,True,True,True,False,False,False
FSWDLYNGJBGFJH,9,9,"15,30,45,60,75,90,120,150,180",c1ccccc1,1,CCC(C)NC1=CC=C(C=C1)NC(C)CC,,221.20122523488,2025.10,11970,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
FSYDWKPCKNCRDI,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(C2CCc3ccccc3O2)cc1,1,C1C(C2=C(C=C(C=C2OC1C3=CC(=C(C=C3)O)O)O)O)O,,291.08631463487995,2025.10,12003,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,False
FTVWIRXFELQLPI,9,9,"15,30,45,60,75,90,120,150,180",O=C1CC(c2ccccc2)Oc2ccccc21,1,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,,273.07574995088,2025.10,12000,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,False
FZTRDYSPWWJCOF,9,9,"15,30,45,60,75,90,120,150,180",__ACYCLIC__FZTRDYSPWWJCOF,1,C(COP(=O)(O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,6-2-PAP,444.98688862888,2024.06,2924,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,test,True,True,False,False,False,False,True,False,False,False,False
GBOYJIHYACSLGN,4,4,"15,30,45,60",O=C(NCc1ccccn1)c1ccccc1,1,C1=CC(=C(C(=C1)Cl)C(=O)NCC2=C(C=C(C=N2)C(F)(F)F)Cl)Cl,"2,6-dichloro-N-[[3-chloro-5-(trifluoromethyl)pyridin-2-yl]methyl]benzamide",382.97270704288,2024.11,3483,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
GDFCSMCGLZFNFY,7,7,"15,30,45,60,75,90,120",__ACYCLIC__GDFCSMCGLZFNFY,1,CC(=C)C(=O)NCCCN(C)C,N-(3-(Dimethylamino)propyl)methacrylamide,171.14918966288,2024.11,4287,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,False,False,False,False,False,False,True,False,False,False,False
GGKQIOFASHYUJZ,9,9,"15,30,45,60,75,90,120,150,180",c1cnc2ncnn2c1,1,CCCCCCCCC1=C(N2C(=NC=N2)N=C1CC)N,"5-ethyl-6-octyl-[1,2,4]triazolo[1,5-a]pyrimidin-7-amine",276.21827226688,dev,10894,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,True,True,True,False,False,False,True,True,False,False,True
GHASVSINZRGABV,9,9,"15,30,45,60,75,90,120,150,180",O=c1cc[nH]c(=O)[nH]1,1,FC1=CNC(=O)NC1=O,5-Fluorouracil,131.02513202288,2024.11,2566,Q Exactive Plus,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,True
GIKNHHRFLCDOEU,8,8,"15,20,25,30,40,50,60,70",c1ccccc1,1,CC(CC1=CC=C(C=C1)O)N,4-(2-aminopropyl)phenol,152.10699050288,2024.11,10872,Exploris 240 Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
GJDRKHHGPHLVNI,9,9,"15,30,45,60,75,90,120,150,180",c1ccccc1,1,CCOP(=O)(CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C)OCC,,357.21892263288,2025.10,11926,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
GQBHYWDCHSZDQU,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(Nc2ccccc2)cc1,1,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)NC2=CC=C(C=C2)C(C)(C)CC(C)(C)C,,394.34682684288,2025.10,10898,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
GTRSAMFYSUBAGN,9,9,"15,30,45,60,75,90,120,150,180",__ACYCLIC__GTRSAMFYSUBAGN,1,CC(COP(=O)(OCC(C)Cl)OCC(C)Cl)Cl,Tris(2-chloropropyl) phosphate,327.00810519288,2024.11,3266,Exploris 240 Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False
GZSOSUNBTXMUFQ,7,7,"15,30,45,60,75,90,120",O=c1cc(-c2ccccc2)oc2cc(OC3CCCC(COC4CCCCO4)O3)ccc12,1,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,Diosmetin-7-O-rutinoside,609.1813967908798,2024.11,11018,Q Exactive,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,False
HCAJQHYUCKICQH,9,9,"15,30,45,60,75,90,120,150,180",O=c1[nH]cnc2c1[nH]c(=O)n2C1CCCO1,1,C1C(C(OC1N2C3=C(C(=O)NC(=N3)N)NC2=O)CO)O,,284.09894498288,2025.10,11972,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,True,True,False,False,False,True,True,False,False,False,False
HCILJBJJZALOAL,18,9,"15,30,45,60,75,90,120,150,180",O=C(CCc1ccccc1)NNC(=O)CCc1ccccc1,1,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CCC(=O)NNC(=O)CCC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C,,553.3999846108799,2025.10,"10964,11908",Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False
HCZKYJDFEPMADG,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(CCCCc2ccccc2)cc1,1,CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)O,,303.15908565087994,2025.10,10934,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,False,train,True,True,False,False,False,True,True,True,False,False,False
HDKWFBCPLKNOCK,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(C2CC(c3cccs3)=NO2)cc1,1,CC1=C(SC(=C1)C2=NOC(C2)(C3=CC(=C(C(=C3)Cl)Cl)Cl)C(F)(F)F)C(=O)NCC(=O)NCC(F)(F)F,"3-methyl-N-[2-oxo-2-(2,2,2-trifluoroethylamino)ethyl]-5-[5-(3,4,5-trichlorophenyl)-5-(trifluoromethyl)-4H-1,2-oxazol-3-yl]thiophene-2-carboxamide",595.97984113488,dev,12072,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,True,True,True,False,False,True,False,True,False,False,True
HDOVUKNUBWVHOX,3,3,"15,30,45",O=c1[nH]cnc2[nH]cnc12,1,CC(C)C(C(=O)OCCOCN1C=NC2=C1N=C(NC2=O)N)N,CID 5647,325.16187958688,2024.11,11003,Q Exactive,standard compound,True,True,True,True,True,train,True,True,True,False,False,True,True,True,False,False,True
HFCFJYRLBAANKN,6,6,"15,30,45,60,75,90",c1ccccc1,1,O=N(=O)C=1C=CC=C(N)C1C,2-amino-6-nitrotoluene,153.06585396288,dev,11846,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
HGVDHZBSSITLCT,7,7,"15,30,45,60,75,90,120",O=C(Nc1ccccn1)C(=O)NC1CCCCC1NC(=O)c1nc2c(s1)CNCC2,1,CN1CCC2=C(C1)SC(=N2)C(=O)NC3CC(CCC3NC(=O)C(=O)NC4=NC=C(C=C4)Cl)C(=O)N(C)C,Edoxaban,548.18412758688,2024.11,11009,Q Exactive,standard compound,True,True,True,True,True,val,True,True,False,False,False,True,True,True,False,False,False
HHRACYLRBOUBKM,5,5,"15,30,45,60,75",c1ccc(OCC2CO2)cc1,1,CC(C)(C)C1=CC=C(OCC2CO2)C=C1,p-tert-Butylphenyl glycidyl ether,207.13795628288,2024.11,11095,Q Exactive Plus,standard compound,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False
HJBWBFZLDZWPHF,4,4,"15,45,60,75",O=C1N(c2cccnc2)C(=S)N(c2ccccc2)C12CCC2,1,CNC(=O)C1=C(C=C(C=C1)N2C(=S)N(C(=O)C23CCC3)C4=CC(=C(N=C4)C#N)C(F)(F)F)F,"4-[7-[6-cyano-5-(trifluoromethyl)pyridin-3-yl]-8-oxo-6-sulfanylidene-5,7-diazaspiro[3.4]octan-5-yl]-2-fluoro-N-methylbenzamide",478.0955350668801,2024.11,11030,Q Exactive,standard compound,True,False,False,False,False,,True,True,False,False,False,True,False,True,False,False,False
HJJVPARKXDDIQD,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(C2(Cn3cncn3)CCCO2)cc1,1,ClC1=CC(Cl)=C(C=C1)C1(CN2C=NC=N2)CC(Br)CO1,"1-[[4-bromo-2-(2,4-dichlorophenyl)oxolan-2-yl]methyl]-1,2,4-triazole",375.96135593088,2024.11,3700,Q Exactive Plus,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
HKPHPIREJKHECO,6,6,"15,30,45,60,75,90",c1ccccc1,1,CCCCOCN(C1=C(C=CC=C1CC)CC)C(=O)CCl,Butachlor,312.17248321887996,2024.11,3793,Exploris 240 Thermo Scientific|Q Exactive Plus,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
HLBLWEWZXPIGSM,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(Oc2ccccc2)cc1,1,NC1=CC=C(OC2=CC=C(N)C=C2)C=C1,"4,4`-Oxydianiline",201.10223947088,2024.11,11072,Exploris 240 Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
HOKKPVIRMVDYPB,9,9,"15,30,45,60,75,90,120,150,180",N=C1SCCN1Cc1cccnc1,1,ClC1=CC=C(CN2CCS\C2=N/C#N)C=N1,Thiacloprid,253.03092143488,2024.11,2954,Q Exactive Plus,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
HPEFZESOUVTBSA,9,9,"15,30,45,60,75,90,120,150,180",c1ccccc1,1,CCC(C1=CC(=CC=C1)OS(=O)(=O)O)C(C)CN(C)C,,302.14205568288,2024.06,11561,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
HPJKCIUCZWXJDR,9,9,"15,20,25,30,40,50,60,70,80",c1ccc(C(c2ccccc2)n2cncn2)cc1,1,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,"4-[(4-cyanophenyl)-(1,2,4-triazol-1-yl)methyl]benzonitrile",286.10872181888004,2024.11,3585,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,test,True,True,False,False,False,True,True,True,False,False,False
HPOCGNHBIFZCAN,8,8,"15,30,45,60,75,90,120,150",c1ccc(Cc2cncnc2)cc1,1,COC1=CC(=CC(=C1O)OC)CC2=CN=C(N=C2N)N,,277.12951683888,2024.06,11544,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,False,False,False,False,False,False,True,True,False,False,True
HQUQLFOMPYWACS,9,9,"15,30,45,60,75,90,120,150,180",__ACYCLIC__HQUQLFOMPYWACS,1,C(CCl)OP(=O)(OCCCl)OCCCl,,284.96115500087996,2025.10,10930,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
HRBKVYFZANMGRE,7,7,"15,30,45,60,75,90,120",c1ccncc1,1,COP(=S)(OC)OC1=NC(Cl)=C(Cl)C=C1Cl,Chlorpyrifos-methyl,321.90226022088,2024.11,2951,Q Exactive Plus,standard compound,True,True,True,True,True,train,False,False,False,False,False,False,True,True,False,False,True
HTKFORQRBXIQHD,7,7,"15,30,45,60,75,90,120",__ACYCLIC__HTKFORQRBXIQHD,1,C=CCNC(=S)N,Allylthiourea,117.04809572288,2024.11,10613,Q Exactive Plus,standard compound,True,False,False,False,False,,True,True,False,False,False,True,False,True,False,False,False
HUBANNPOLNYSAD,8,8,"15,30,45,60,75,90,120,150",c1ccncc1,1,OC(=O)C1=C(Cl)C=CC(Cl)=N1,"3,6-dichloropyridine-2-carboxylic acid",191.96136016288,2024.11,3516,Q Exactive Plus,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
HVLLSGMXQDNUAL,7,7,"15,30,45,60,75,90,120",c1ccc(OP(Oc2ccccc2)Oc2ccccc2)cc1,1,C1=CC=C(C=C1)OP(OC2=CC=CC=C2)OC3=CC=CC=C3,,311.08315743688,2025.10,10919,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False
HWBPOLWLLFXEJY,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(Cc2cncnc2)cc1,1,COC1=CC(=CC(=C1OC)O)CC2=CN=C(N=C2N)N,,277.12951683888,2024.06,11543,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,False,False,False,False,False,False,True,True,False,False,True
HXRMCZBDTDCCOP,9,9,"15,30,45,60,75,90,120,150,180",c1ccncc1,1,C1=C(C=NC(=C1Cl)C(=O)O)C(F)(F)F,3-Chloro-5-(trifluoromethyl)pyridine-2-carboxylic acid (PCA),225.98771714288,dev,10506,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,True,True,True,False,False,True
HYIMSNHJOBLJNT,7,6,"15,25,30,40,50,60",C1=CC(c2ccccc2)C=CN1,1,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,Nifedipine,347.12376276287995,2024.11,10721,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,False
HYWYRSMBCFDLJT,8,8,"15,30,45,60,75,90,120,150",c1ccc(Oc2ccccc2)cc1,1,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,N-(4-nitro-2-phenoxyphenyl)methanesulfonamide,309.05396895088,2024.06,11638,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,True
HZJKXKUJVSEEFU,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(CCn2cncn2)cc1,1,CCCCC(CN1C=NC=N1)(C#N)C1=CC=C(Cl)C=C1,"2-(4-chlorophenyl)-2-(1,2,4-triazol-1-ylmethyl)hexanenitrile",289.12145069088,2024.11,2957,Q Exactive Plus,standard compound,True,True,True,True,True,train,True,True,True,False,False,True,True,True,False,False,True
IAJNXBNRYMEYAZ,7,7,"15,30,45,60,75,90,120",C=C(c1ccccc1)c1ccccc1,1,CCOC(=O)C(C#N)=C(C1=CC=CC=C1)C1=CC=CC=C1,"Ethyl 2-cyano-3,3-diphenylacrylate",278.11755518688005,2024.11,11092,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
IANUJLZYFUDJIH,9,9,"15,30,45,60,75,90,120,150,180",O=C(COc1nncs1)Nc1ccccc1,1,CC(C)N(C(=O)COC1=NN=C(S1)C(F)(F)F)C1=CC=C(F)C=C1,Flufenacet,364.07373700288,2024.11,709,Q Exactive Plus,standard compound,True,True,True,True,True,val,True,True,True,False,False,False,True,True,False,False,True
IAVUPMFITXYVAF,9,9,"15,20,25,30,40,50,60,70,80",O=S1(=O)CCCc2ccsc21,1,CCNC1CC(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)C,"(4S,6S)-4-(ethylamino)-6-methyl-7,7-bis(oxidanylidene)-5,6-dihydro-4H-thieno[2,3-b]thiopyran-2-sulfonamide",325.03449645887997,2024.11,10771,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,False
ICSQZMPILLPFKC,8,8,"15,30,45,60,75,90,120,150",c1ccc(-c2ccccc2-c2nn[nH]n2)cc1,1,CC(C)C(C(=O)O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)C(=O)CCC(C)O,,452.2292308748801,2024.06,11531,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,False
IDCPFAYURAQKDZ,9,9,"15,30,45,60,75,90,120,150,180",__ACYCLIC__IDCPFAYURAQKDZ,1,O=N(=O)NC(=N)N,2-nitroguanidine,105.04070183488,dev,4000,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False
IDQNBVFPZMCDDN,8,8,"30,45,60,75,90,120,150,180",c1cncnc1,1,CC1=CC(=NC(=N1)N)C,"4,6-dimethylpyrimidin-2-amine",124.08692375488,dev,4077,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
IEJXVRYNEISIKR,6,6,"15,20,25,30,40,50",c1ccc(NC2=NCCN2)cc1,1,C1CN=C(N1)NC2=C(C=C(C=C2Cl)N)Cl,"2,6-bis(chloranyl)-N1-(4,5-dihydro-1H-imidazol-2-yl)benzene-1,4-diamine",245.03552814688,2024.11,10783,Exploris 240 Thermo Scientific,standard compound,True,False,False,False,False,,True,True,False,False,False,True,True,True,False,False,True
IENZQIKPVFGBNW,9,9,"15,30,45,60,75,90,120,150,180",O=C(c1ccco1)N1CCN(c2ncc3ccccc3n2)CC1,1,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC,Prazosin,384.16663061888,2024.06,11635,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,test,True,True,False,False,False,True,True,True,False,False,False
IGDCKQUNQPOPEU,5,5,"15,20,25,30,40",c1ccc(Nc2nccc(C3CC3)n2)cc1,1,CC1=NC(=NC(=C1)C2CC2)NC3=CC=CC(=C3)O,3-[(4-Cyclopropyl-6-methyl-2-pyrimidinyl)amino]phenol,242.12878856688,2024.11,10756,Exploris 240 Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
IGTYILLPRJOVFY,9,9,"15,30,45,60,75,90,120,150,180",c1ccccc1,1,CC(=O)NC1=CC=C(C=C1)OS(=O)(=O)O,,232.02741985488,2024.06,11525,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,False,True,True,False,False,True
IMNIMPAHZVJRPE,8,8,"15,30,45,60,75,90,120,150",C1CN2CCN1CC2,1,C1CN2CCN1CC2,"1,4-Diazabicyclo[2.2.2]octane",113.10732485088,2024.11,4294,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,False,False,False,False,False,False,True,False,False,False,False
INDOGKYZYLAGEM,9,9,"15,30,45,60,75,90,120,150,180",__ACYCLIC__INDOGKYZYLAGEM,1,CN(C)CCCNS(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,"N-[3-(dimethylamino)propyl]-1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexane-1-sulfonamide",485.05629198288005,dev,11826,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False
INISTDXBRIBGOC,9,9,"15,30,45,60,75,90,120,150,180",O=C(CNc1ccccc1)OCc1cccc(Oc2ccccc2)c1,1,CC(C)C(C(=O)OC(C#N)C1=CC(=CC=C1)OC2=CC=CC=C2)NC3=C(C=C(C=C3)C(F)(F)F)Cl,Fluvalinate,503.13438137088,2024.11,3225,Q Exactive Plus,standard compound,True,False,False,False,False,,True,True,True,False,False,False,False,True,False,False,True
IOUNQDKNJZEDEP,9,9,"15,30,45,60,75,90,120,150,180",O=c1[nH]c2ccccc2o1,1,CCOP(=S)(OCC)SCN1C2=C(C=C(C=C2)Cl)OC1=O,"6-chloro-3-(diethoxyphosphinothioylsulfanylmethyl)-1,3-benzoxazol-2-one",367.99414073688,2024.11,3473,Q Exactive Plus,standard compound,True,True,True,True,True,train,True,True,True,False,False,True,True,True,False,False,True
IOXAXYHXMLCCJJ,9,9,"15,30,45,60,75,90,120,150,180",O=C(Nc1ncccn1)NS(=O)(=O)c1ccccc1C(=O)OC1COC1,1,CC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC3COC3)C,Oxasulfuron,407.1019817628799,2024.11,3490,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,False,train,False,False,False,False,False,False,True,False,False,False,False
IQFYYKKMVGJFEH,8,8,"15,30,45,60,75,90,120,150",O=c1ccn(C2CCCO2)c(=O)[nH]1,1,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O,,243.09754801488,2025.10,3984,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,False
ISWRGOKTTBVCFA,9,9,"15,30,45,60,75,90,120,150,180",O=c1ccccn1-c1ccccc1,1,CC1=CN(C(=O)C=C1)C2=CC=CC=C2,5-methyl-1-phenyl-2(1H)-Pyridone,186.09134043888,2024.11,10556,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,False
IWEDIXLBFLAXBO,9,9,"15,30,45,60,75,90,120,150,180",c1ccccc1,1,COC1=C(Cl)C=CC(Cl)=C1C(O)=O,"3,6-dichloro-2-methoxybenzoic acid",220.97667587888,2024.11,275,Q Exactive Plus,standard compound,True,True,True,True,True,train,False,False,False,False,False,False,True,True,False,False,True
IXSZQYVWNJNRAL,5,5,"15,30,45,60,75",c1ccc(C2=NC(c3ccccc3)CO2)cc1,1,CCOC1=C(C=CC(=C1)C(C)(C)C)C2COC(=N2)C3=C(C=CC=C3F)F,"4-(4-tert-butyl-2-ethoxyphenyl)-2-(2,6-difluorophenyl)-4,5-dihydro-1,3-oxazole",360.17696188288005,2024.11,4092,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,test,True,True,True,False,False,False,True,True,False,False,True
IYRMWMYZSQPJKC,9,9,"15,30,45,60,75,90,120,150,180",O=c1cc(-c2ccccc2)oc2ccccc12,1,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,,287.05501450687996,2025.10,11999,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,False
JBDHZKLJNAIJNC,7,7,"15,30,45,60,75,90,120",c1ccc(Oc2ccccn2)cc1,1,CC(C(=O)OCC#C)OC1=CC=C(C=C1)OC2=NC=C(C=C2F)Cl,2-(4-((5-Chloro-3-fluoro-2-pyridinyl)oxy)phenoxy)propanoic acid 2-propyn-1-yl ester,350.05899026288,2024.11,3545,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,True,False,False,True,True,True,False,False,True
JBIJLHTVPXGSAM,6,6,"15,30,45,60,75,90",c1ccc2ccccc2c1,1,NC1=CC2=C(C=CC=C2)C=C1,2-Naphthylamine,144.08077575488,2024.11,11073,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
JEVCLNJEBFWVPD,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(SSc2ccccc2)cc1,1,CNC(=O)C1=CC=CC=C1SSC2=CC=CC=C2C(=O)NC,"2,2`-Dithiobis[N-methylbenzamide]",333.07259621888,2024.06,11418,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False
JFZHPFOXAAIUMB,9,9,"15,30,45,60,75,90,120,150,180",c1ccccc1,1,CCC(C1=CC=CC=C1)(C(=O)N)C(=O)N,,207.11280415488,2024.06,11541,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,False,False,False,False,False,False,True,True,False,False,True
JGPMMRGNQUBGND,9,9,"15,30,45,60,75,90,120,150,180",O=C1C=CC(=O)C=C1,1,CC1=C(C(=O)C(=C(C1=O)OC)OC)CCCCCCCCCCO,,339.21660052688,2025.10,11924,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,False
JKNCOURZONDCGV,9,9,"15,30,45,60,75,90,120,150,180",__ACYCLIC__JKNCOURZONDCGV,1,CC(=C)C(=O)OCCN(C)C,2-(Dimethylamino)ethyl methacrylate,158.11755518688,2024.11,10620,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,False,False,False,False,False,False,True,False,False,False,False
JLRGJRBPOGGCBT,9,9,"15,30,45,60,75,90,120,150,180",c1ccccc1,1,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,1-butyl-3-(4-methylphenyl)sulfonylurea,271.11108990288,2024.06,11631,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,True,False,False,True,True,True,False,False,True
